{'model_name': 'LSCNN', 'embedding_size': 64, 'hidden_size': 8, 'lstm_2_input_size': 100, 'lscnn_conv2_kernel': 3, 'lscnn_conv2_outputsize': 20, 'lscnn_pool_kernel': 2, 'dropout_p': 0.1, 'seed': 1, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'Kwai', 'day': 14, 'future_day': 16, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 6, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'device': device(type='cuda', index=6), 'u_feat_size': 2948, 'u_field_size': 2, 'a_feat_size': 6, 'a_field_size': 6, 'input_size': 6, 'day_numpy_train': array([3915,  679,  514,  362,  268,  263,  241,  181,  181,  188,  158,
        138,  120,  154,  184,  194,  333])}
      train: epoch 0 loss 0.137134  auc  0.0000 MAE  0.1877 rmse  0.2639  df(ActivateDay.Avg) 0.0261
               valid loss 0.548725  auc  0.0000 MAE  0.1574 rmse  0.2214  df(ActivateDay.Avg) 0.0101
                test loss 0.558026  auc  0.0000 MAE  0.1585 rmse  0.2271  df(ActivateDay.Avg) 0.0003
      train: epoch 1 loss 0.095090  auc  0.0000 MAE  0.1565 rmse  0.2198  df(ActivateDay.Avg) 0.0130
               valid loss 0.526315  auc  0.0000 MAE  0.1540 rmse  0.2134  df(ActivateDay.Avg) 0.0212
                test loss 0.534164  auc  0.0000 MAE  0.1560 rmse  0.2186  df(ActivateDay.Avg) 0.0151
      train: epoch 2 loss 0.090547  auc  0.0000 MAE  0.1519 rmse  0.2145  df(ActivateDay.Avg) 0.0085
               valid loss 0.527748  auc  0.0000 MAE  0.1492 rmse  0.2099  df(ActivateDay.Avg) 0.0095
                test loss 0.534378  auc  0.0000 MAE  0.1514 rmse  0.2158  df(ActivateDay.Avg) 0.0039
      train: epoch 3 loss 0.087330  auc  0.0000 MAE  0.1487 rmse  0.2106  df(ActivateDay.Avg) 0.0009
               valid loss 0.485648  auc  0.0000 MAE  0.1545 rmse  0.2097  df(ActivateDay.Avg) 0.0974
                test loss 0.489141  auc  0.0000 MAE  0.1565 rmse  0.2141  df(ActivateDay.Avg) 0.0978
      train: epoch 4 loss 0.085132  auc  0.0000 MAE  0.1458 rmse  0.2079  df(ActivateDay.Avg) 0.0030
               valid loss 0.562156  auc  0.0000 MAE  0.1430 rmse  0.2083  df(ActivateDay.Avg) 0.0889
                test loss 0.567470  auc  0.0000 MAE  0.1444 rmse  0.2120  df(ActivateDay.Avg) 0.0919
      train: epoch 5 loss 0.085311  auc  0.0000 MAE  0.1457 rmse  0.2082  df(ActivateDay.Avg) 0.0157
               valid loss 0.490900  auc  0.0000 MAE  0.1508 rmse  0.2092  df(ActivateDay.Avg) 0.1066
      train: epoch 6 loss 0.083765  auc  0.0000 MAE  0.1443 rmse  0.2063  df(ActivateDay.Avg) 0.0007
               valid loss 0.491317  auc  0.0000 MAE  0.1505 rmse  0.2068  df(ActivateDay.Avg) 0.0761
                test loss 0.492772  auc  0.0000 MAE  0.1515 rmse  0.2095  df(ActivateDay.Avg) 0.0752
      train: epoch 7 loss 0.083349  auc  0.0000 MAE  0.1433 rmse  0.2058  df(ActivateDay.Avg) 0.0095
               valid loss 0.495640  auc  0.0000 MAE  0.1494 rmse  0.2069  df(ActivateDay.Avg) 0.0835
      train: epoch 8 loss 0.081750  auc  0.0000 MAE  0.1424 rmse  0.2038  df(ActivateDay.Avg) 0.0015
               valid loss 0.547106  auc  0.0000 MAE  0.1419 rmse  0.2059  df(ActivateDay.Avg) 0.0543
                test loss 0.547727  auc  0.0000 MAE  0.1432 rmse  0.2088  df(ActivateDay.Avg) 0.0537
      train: epoch 9 loss 0.080737  auc  0.0000 MAE  0.1411 rmse  0.2025  df(ActivateDay.Avg) 0.0043
               valid loss 0.506678  auc  0.0000 MAE  0.1466 rmse  0.2073  df(ActivateDay.Avg) 0.0515
     train: epoch 10 loss 0.079195  auc  0.0000 MAE  0.1385 rmse  0.2006  df(ActivateDay.Avg) 0.0052
               valid loss 0.471516  auc  0.0000 MAE  0.1517 rmse  0.2069  df(ActivateDay.Avg) 0.1338
     train: epoch 11 loss 0.078981  auc  0.0000 MAE  0.1391 rmse  0.2003  df(ActivateDay.Avg) 0.0004
               valid loss 0.503308  auc  0.0000 MAE  0.1447 rmse  0.2060  df(ActivateDay.Avg) 0.0560
     train: epoch 12 loss 0.078733  auc  0.0000 MAE  0.1380 rmse  0.2000  df(ActivateDay.Avg) 0.0055
               valid loss 0.469627  auc  0.0000 MAE  0.1534 rmse  0.2097  df(ActivateDay.Avg) 0.1638
     train: epoch 13 loss 0.077649  auc  0.0000 MAE  0.1374 rmse  0.1986  df(ActivateDay.Avg) 0.0016
               valid loss 0.513216  auc  0.0000 MAE  0.1445 rmse  0.2056  df(ActivateDay.Avg) 0.0054
