{'model_name': 'CLSA', 'clas_conv2_kernel': 3, 'clsa_conv2_output_size': 7, 'clas_pool_kernel': 2, 'lstm_input_size': 100, 'hidden_size': 14, 'attention_input_size': 28, 'seed': 1, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'Kwai', 'day': 14, 'future_day': 16, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 1, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'dropout_p': 0.1, 'device': device(type='cuda', index=1), 'u_feat_size': 2948, 'u_field_size': 2, 'a_feat_size': 6, 'a_field_size': 6, 'input_size': 6, 'day_numpy_train': array([3915,  679,  514,  362,  268,  263,  241,  181,  181,  188,  158,
        138,  120,  154,  184,  194,  333])}
      train: epoch 0 loss 0.132740  auc  0.0000 MAE  0.1956 rmse  0.2597  df(ActivateDay.Avg) 0.0245
               valid loss 0.638779  auc  0.0000 MAE  0.1617 rmse  0.2370  df(ActivateDay.Avg) 0.1821
                test loss 0.647630  auc  0.0000 MAE  0.1619 rmse  0.2399  df(ActivateDay.Avg) 0.1860
      train: epoch 1 loss 0.105935  auc  0.0000 MAE  0.1668 rmse  0.2320  df(ActivateDay.Avg) 0.0036
               valid loss 0.505050  auc  0.0000 MAE  0.1713 rmse  0.2282  df(ActivateDay.Avg) 0.1295
                test loss 0.508552  auc  0.0000 MAE  0.1735 rmse  0.2332  df(ActivateDay.Avg) 0.1242
      train: epoch 2 loss 0.100828  auc  0.0000 MAE  0.1611 rmse  0.2263  df(ActivateDay.Avg) 0.0072
               valid loss 0.499074  auc  0.0000 MAE  0.1730 rmse  0.2278  df(ActivateDay.Avg) 0.1201
                test loss 0.500546  auc  0.0000 MAE  0.1744 rmse  0.2309  df(ActivateDay.Avg) 0.1176
      train: epoch 3 loss 0.095801  auc  0.0000 MAE  0.1568 rmse  0.2206  df(ActivateDay.Avg) 0.0020
               valid loss 0.512335  auc  0.0000 MAE  0.1629 rmse  0.2214  df(ActivateDay.Avg) 0.0599
                test loss 0.512947  auc  0.0000 MAE  0.1656 rmse  0.2256  df(ActivateDay.Avg) 0.0645
      train: epoch 4 loss 0.093624  auc  0.0000 MAE  0.1546 rmse  0.2181  df(ActivateDay.Avg) 0.0049
               valid loss 0.663198  auc  0.0000 MAE  0.1488 rmse  0.2308  df(ActivateDay.Avg) 0.2261
      train: epoch 5 loss 0.091107  auc  0.0000 MAE  0.1517 rmse  0.2151  df(ActivateDay.Avg) 0.0022
               valid loss 0.545631  auc  0.0000 MAE  0.1595 rmse  0.2241  df(ActivateDay.Avg) 0.0547
      train: epoch 6 loss 0.087393  auc  0.0000 MAE  0.1482 rmse  0.2107  df(ActivateDay.Avg) 0.0005
               valid loss 0.515622  auc  0.0000 MAE  0.1569 rmse  0.2223  df(ActivateDay.Avg) 0.0710
      train: epoch 7 loss 0.084971  auc  0.0000 MAE  0.1452 rmse  0.2077  df(ActivateDay.Avg) 0.0016
               valid loss 0.500987  auc  0.0000 MAE  0.1595 rmse  0.2248  df(ActivateDay.Avg) 0.1169
      train: epoch 8 loss 0.084118  auc  0.0000 MAE  0.1435 rmse  0.2067  df(ActivateDay.Avg) 0.0020
               valid loss 0.557770  auc  0.0000 MAE  0.1530 rmse  0.2247  df(ActivateDay.Avg) 0.0318
      train: epoch 9 loss 0.083085  auc  0.0000 MAE  0.1432 rmse  0.2054  df(ActivateDay.Avg) 0.0010
               valid loss 0.549481  auc  0.0000 MAE  0.1540 rmse  0.2237  df(ActivateDay.Avg) 0.0334
     train: epoch 10 loss 0.080568  auc  0.0000 MAE  0.1403 rmse  0.2023  df(ActivateDay.Avg) 0.0039
               valid loss 0.553129  auc  0.0000 MAE  0.1538 rmse  0.2248  df(ActivateDay.Avg) 0.0273
     train: epoch 11 loss 0.081282  auc  0.0000 MAE  0.1400 rmse  0.2032  df(ActivateDay.Avg) 0.0027
               valid loss 0.632397  auc  0.0000 MAE  0.1535 rmse  0.2341  df(ActivateDay.Avg) 0.2236
     train: epoch 12 loss 0.078412  auc  0.0000 MAE  0.1380 rmse  0.1996  df(ActivateDay.Avg) 0.0082
               valid loss 0.556823  auc  0.0000 MAE  0.1507 rmse  0.2280  df(ActivateDay.Avg) 0.0148
     train: epoch 13 loss 0.077584  auc  0.0000 MAE  0.1367 rmse  0.1985  df(ActivateDay.Avg) 0.0038
               valid loss 0.508525  auc  0.0000 MAE  0.1636 rmse  0.2306  df(ActivateDay.Avg) 0.1006
     train: epoch 14 loss 0.075157  auc  0.0000 MAE  0.1341 rmse  0.1954  df(ActivateDay.Avg) 0.0010
               valid loss 0.580104  auc  0.0000 MAE  0.1508 rmse  0.2272  df(ActivateDay.Avg) 0.0759
     train: epoch 15 loss 0.074411  auc  0.0000 MAE  0.1335 rmse  0.1944  df(ActivateDay.Avg) 0.0043
               valid loss 0.637829  auc  0.0000 MAE  0.1473 rmse  0.2317  df(ActivateDay.Avg) 0.1508
     train: epoch 16 loss 0.073630  auc  0.0000 MAE  0.1327 rmse  0.1934  df(ActivateDay.Avg) 0.0009
               valid loss 0.523752  auc  0.0000 MAE  0.1600 rmse  0.2284  df(ActivateDay.Avg) 0.0445
     train: epoch 17 loss 0.070939  auc  0.0000 MAE  0.1293 rmse  0.1898  df(ActivateDay.Avg) 0.0073
               valid loss 0.564333  auc  0.0000 MAE  0.1558 rmse  0.2302  df(ActivateDay.Avg) 0.0556
     train: epoch 18 loss 0.069944  auc  0.0000 MAE  0.1287 rmse  0.1885  df(ActivateDay.Avg) 0.0027
               valid loss 0.552442  auc  0.0000 MAE  0.1602 rmse  0.2332  df(ActivateDay.Avg) 0.0187
     train: epoch 19 loss 0.067834  auc  0.0000 MAE  0.1263 rmse  0.1856  df(ActivateDay.Avg) 0.0035
               valid loss 0.611759  auc  0.0000 MAE  0.1537 rmse  0.2368  df(ActivateDay.Avg) 0.1317
     train: epoch 20 loss 0.067904  auc  0.0000 MAE  0.1261 rmse  0.1857  df(ActivateDay.Avg) 0.0082
               valid loss 0.578653  auc  0.0000 MAE  0.1516 rmse  0.2332  df(ActivateDay.Avg) 0.0218
     train: epoch 21 loss 0.065804  auc  0.0000 MAE  0.1238 rmse  0.1828  df(ActivateDay.Avg) 0.0049
               valid loss 0.564143  auc  0.0000 MAE  0.1566 rmse  0.2332  df(ActivateDay.Avg) 0.0434
     train: epoch 22 loss 0.063971  auc  0.0000 MAE  0.1224 rmse  0.1803  df(ActivateDay.Avg) 0.0043
               valid loss 0.594929  auc  0.0000 MAE  0.1560 rmse  0.2351  df(ActivateDay.Avg) 0.1286
     train: epoch 23 loss 0.062991  auc  0.0000 MAE  0.1207 rmse  0.1789  df(ActivateDay.Avg) 0.0059
               valid loss 0.522379  auc  0.0000 MAE  0.1611 rmse  0.2365  df(ActivateDay.Avg) 0.0984
     train: epoch 24 loss 0.062682  auc  0.0000 MAE  0.1208 rmse  0.1784  df(ActivateDay.Avg) 0.0060
               valid loss 0.594343  auc  0.0000 MAE  0.1533 rmse  0.2363  df(ActivateDay.Avg) 0.0704
     train: epoch 25 loss 0.059997  auc  0.0000 MAE  0.1178 rmse  0.1746  df(ActivateDay.Avg) 0.0010
               valid loss 0.587025  auc  0.0000 MAE  0.1578 rmse  0.2388  df(ActivateDay.Avg) 0.0984
     train: epoch 26 loss 0.057844  auc  0.0000 MAE  0.1145 rmse  0.1714  df(ActivateDay.Avg) 0.0064
               valid loss 0.499936  auc  0.0000 MAE  0.1690 rmse  0.2501  df(ActivateDay.Avg) 0.2030
     train: epoch 27 loss 0.056953  auc  0.0000 MAE  0.1148 rmse  0.1701  df(ActivateDay.Avg) 0.0059
               valid loss 0.547756  auc  0.0000 MAE  0.1608 rmse  0.2399  df(ActivateDay.Avg) 0.0321
     train: epoch 28 loss 0.055541  auc  0.0000 MAE  0.1131 rmse  0.1680  df(ActivateDay.Avg) 0.0026
               valid loss 0.527308  auc  0.0000 MAE  0.1644 rmse  0.2413  df(ActivateDay.Avg) 0.0711
     train: epoch 29 loss 0.053961  auc  0.0000 MAE  0.1115 rmse  0.1656  df(ActivateDay.Avg) 0.0021
               valid loss 0.652774  auc  0.0000 MAE  0.1522 rmse  0.2443  df(ActivateDay.Avg) 0.1384
     train: epoch 30 loss 0.052029  auc  0.0000 MAE  0.1086 rmse  0.1626  df(ActivateDay.Avg) 0.0008
               valid loss 0.523204  auc  0.0000 MAE  0.1678 rmse  0.2430  df(ActivateDay.Avg) 0.0823
     train: epoch 31 loss 0.050932  auc  0.0000 MAE  0.1076 rmse  0.1608  df(ActivateDay.Avg) 0.0004
               valid loss 0.557109  auc  0.0000 MAE  0.1667 rmse  0.2481  df(ActivateDay.Avg) 0.0015
     train: epoch 32 loss 0.048074  auc  0.0000 MAE  0.1049 rmse  0.1563  df(ActivateDay.Avg) 0.0085
               valid loss 0.601422  auc  0.0000 MAE  0.1570 rmse  0.2452  df(ActivateDay.Avg) 0.0669
     train: epoch 33 loss 0.047609  auc  0.0000 MAE  0.1025 rmse  0.1555  df(ActivateDay.Avg) 0.0059
               valid loss 0.535965  auc  0.0000 MAE  0.1649 rmse  0.2541  df(ActivateDay.Avg) 0.1668
     train: epoch 34 loss 0.046037  auc  0.0000 MAE  0.1022 rmse  0.1529  df(ActivateDay.Avg) 0.0056
               valid loss 0.535022  auc  0.0000 MAE  0.1678 rmse  0.2506  df(ActivateDay.Avg) 0.0982
     train: epoch 35 loss 0.044221  auc  0.0000 MAE  0.0995 rmse  0.1499  df(ActivateDay.Avg) 0.0013
               valid loss 0.484135  auc  0.0000 MAE  0.1768 rmse  0.2567  df(ActivateDay.Avg) 0.2624
     train: epoch 36 loss 0.045938  auc  0.0000 MAE  0.1023 rmse  0.1528  df(ActivateDay.Avg) 0.0056
               valid loss 0.562369  auc  0.0000 MAE  0.1698 rmse  0.2544  df(ActivateDay.Avg) 0.0332
     train: epoch 37 loss 0.041357  auc  0.0000 MAE  0.0957 rmse  0.1449  df(ActivateDay.Avg) 0.0026
               valid loss 0.642060  auc  0.0000 MAE  0.1559 rmse  0.2502  df(ActivateDay.Avg) 0.1047
     train: epoch 38 loss 0.040741  auc  0.0000 MAE  0.0956 rmse  0.1439  df(ActivateDay.Avg) 0.0001
               valid loss 0.520235  auc  0.0000 MAE  0.1737 rmse  0.2547  df(ActivateDay.Avg) 0.1458
     train: epoch 39 loss 0.041088  auc  0.0000 MAE  0.0954 rmse  0.1445  df(ActivateDay.Avg) 0.0057
               valid loss 0.615946  auc  0.0000 MAE  0.1621 rmse  0.2525  df(ActivateDay.Avg) 0.0946
     train: epoch 40 loss 0.041447  auc  0.0000 MAE  0.0955 rmse  0.1451  df(ActivateDay.Avg) 0.0045
               valid loss 0.604495  auc  0.0000 MAE  0.1579 rmse  0.2480  df(ActivateDay.Avg) 0.0211
     train: epoch 41 loss 0.040085  auc  0.0000 MAE  0.0933 rmse  0.1427  df(ActivateDay.Avg) 0.0035
               valid loss 0.592210  auc  0.0000 MAE  0.1625 rmse  0.2508  df(ActivateDay.Avg) 0.0580
     train: epoch 42 loss 0.037253  auc  0.0000 MAE  0.0908 rmse  0.1376  df(ActivateDay.Avg) 0.0024
               valid loss 0.607546  auc  0.0000 MAE  0.1630 rmse  0.2523  df(ActivateDay.Avg) 0.0572
     train: epoch 43 loss 0.037557  auc  0.0000 MAE  0.0910 rmse  0.1381  df(ActivateDay.Avg) 0.0051
               valid loss 0.583966  auc  0.0000 MAE  0.1607 rmse  0.2499  df(ActivateDay.Avg) 0.0309
     train: epoch 44 loss 0.035700  auc  0.0000 MAE  0.0879 rmse  0.1347  df(ActivateDay.Avg) 0.0013
               valid loss 0.573743  auc  0.0000 MAE  0.1644 rmse  0.2529  df(ActivateDay.Avg) 0.0345
     train: epoch 45 loss 0.034507  auc  0.0000 MAE  0.0866 rmse  0.1324  df(ActivateDay.Avg) 0.0048
               valid loss 0.536977  auc  0.0000 MAE  0.1756 rmse  0.2580  df(ActivateDay.Avg) 0.1053
     train: epoch 46 loss 0.035383  auc  0.0000 MAE  0.0877 rmse  0.1341  df(ActivateDay.Avg) 0.0036
               valid loss 0.546144  auc  0.0000 MAE  0.1664 rmse  0.2537  df(ActivateDay.Avg) 0.1000
     train: epoch 47 loss 0.034776  auc  0.0000 MAE  0.0869 rmse  0.1329  df(ActivateDay.Avg) 0.0005
               valid loss 0.549287  auc  0.0000 MAE  0.1675 rmse  0.2543  df(ActivateDay.Avg) 0.0865
     train: epoch 48 loss 0.032412  auc  0.0000 MAE  0.0839 rmse  0.1283  df(ActivateDay.Avg) 0.0017
               valid loss 0.560054  auc  0.0000 MAE  0.1680 rmse  0.2550  df(ActivateDay.Avg) 0.0569
     train: epoch 49 loss 0.033119  auc  0.0000 MAE  0.0844 rmse  0.1297  df(ActivateDay.Avg) 0.0022
               valid loss 0.507724  auc  0.0000 MAE  0.1779 rmse  0.2652  df(ActivateDay.Avg) 0.2356
     train: epoch 50 loss 0.031757  auc  0.0000 MAE  0.0830 rmse  0.1270  df(ActivateDay.Avg) 0.0021
               valid loss 0.565294  auc  0.0000 MAE  0.1665 rmse  0.2526  df(ActivateDay.Avg) 0.0404
     train: epoch 51 loss 0.033351  auc  0.0000 MAE  0.0846 rmse  0.1302  df(ActivateDay.Avg) 0.0014
               valid loss 0.605516  auc  0.0000 MAE  0.1613 rmse  0.2537  df(ActivateDay.Avg) 0.0179
     train: epoch 52 loss 0.031664  auc  0.0000 MAE  0.0827 rmse  0.1268  df(ActivateDay.Avg) 0.0011
               valid loss 0.656523  auc  0.0000 MAE  0.1588 rmse  0.2549  df(ActivateDay.Avg) 0.1118
     train: epoch 53 loss 0.030466  auc  0.0000 MAE  0.0802 rmse  0.1244  df(ActivateDay.Avg) 0.0035
               valid loss 0.510134  auc  0.0000 MAE  0.1750 rmse  0.2515  df(ActivateDay.Avg) 0.1664
     train: epoch 54 loss 0.029113  auc  0.0000 MAE  0.0791 rmse  0.1216  df(ActivateDay.Avg) 0.0008
               valid loss 0.548021  auc  0.0000 MAE  0.1734 rmse  0.2602  df(ActivateDay.Avg) 0.1201
     train: epoch 55 loss 0.027893  auc  0.0000 MAE  0.0772 rmse  0.1190  df(ActivateDay.Avg) 0.0041
               valid loss 0.540367  auc  0.0000 MAE  0.1755 rmse  0.2574  df(ActivateDay.Avg) 0.1387
     train: epoch 56 loss 0.028974  auc  0.0000 MAE  0.0785 rmse  0.1213  df(ActivateDay.Avg) 0.0020
               valid loss 0.638104  auc  0.0000 MAE  0.1634 rmse  0.2598  df(ActivateDay.Avg) 0.0479
     train: epoch 57 loss 0.029599  auc  0.0000 MAE  0.0784 rmse  0.1226  df(ActivateDay.Avg) 0.0084
               valid loss 0.535093  auc  0.0000 MAE  0.1752 rmse  0.2543  df(ActivateDay.Avg) 0.0859
     train: epoch 58 loss 0.027756  auc  0.0000 MAE  0.0766 rmse  0.1187  df(ActivateDay.Avg) 0.0023
               valid loss 0.593554  auc  0.0000 MAE  0.1643 rmse  0.2553  df(ActivateDay.Avg) 0.0114
     train: epoch 59 loss 0.026632  auc  0.0000 MAE  0.0749 rmse  0.1163  df(ActivateDay.Avg) 0.0030
               valid loss 0.648061  auc  0.0000 MAE  0.1634 rmse  0.2601  df(ActivateDay.Avg) 0.0737
     train: epoch 60 loss 0.025658  auc  0.0000 MAE  0.0730 rmse  0.1142  df(ActivateDay.Avg) 0.0037
               valid loss 0.644121  auc  0.0000 MAE  0.1592 rmse  0.2522  df(ActivateDay.Avg) 0.0936
     train: epoch 61 loss 0.026850  auc  0.0000 MAE  0.0748 rmse  0.1168  df(ActivateDay.Avg) 0.0062
               valid loss 0.564582  auc  0.0000 MAE  0.1698 rmse  0.2572  df(ActivateDay.Avg) 0.0830
     train: epoch 62 loss 0.025947  auc  0.0000 MAE  0.0734 rmse  0.1148  df(ActivateDay.Avg) 0.0029
               valid loss 0.602041  auc  0.0000 MAE  0.1645 rmse  0.2615  df(ActivateDay.Avg) 0.0866
     train: epoch 63 loss 0.025450  auc  0.0000 MAE  0.0728 rmse  0.1137  df(ActivateDay.Avg) 0.0012
               valid loss 0.580233  auc  0.0000 MAE  0.1670 rmse  0.2580  df(ActivateDay.Avg) 0.0736
     train: epoch 64 loss 0.024751  auc  0.0000 MAE  0.0717 rmse  0.1121  df(ActivateDay.Avg) 0.0048
               valid loss 0.567442  auc  0.0000 MAE  0.1742 rmse  0.2619  df(ActivateDay.Avg) 0.0884
     train: epoch 65 loss 0.026510  auc  0.0000 MAE  0.0741 rmse  0.1160  df(ActivateDay.Avg) 0.0068
               valid loss 0.671740  auc  0.0000 MAE  0.1616 rmse  0.2599  df(ActivateDay.Avg) 0.0187
