{'model_name': 'CLSA', 'clas_conv2_kernel': 3, 'clsa_conv2_output_size': 7, 'clas_pool_kernel': 2, 'lstm_input_size': 100, 'hidden_size': 14, 'attention_input_size': 28, 'seed': 4, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'Kwai', 'day': 14, 'future_day': 16, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 4, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'dropout_p': 0.1, 'device': device(type='cuda', index=4), 'u_feat_size': 2948, 'u_field_size': 2, 'a_feat_size': 6, 'a_field_size': 6, 'input_size': 6, 'day_numpy_train': array([3892,  672,  537,  372,  279,  267,  256,  184,  178,  181,  153,
        123,  116,  161,  167,  187,  348])}
     train: epoch 32 loss 0.046728  auc  0.0000 MAE  0.1043 rmse  0.1541  df(ActivateDay.Avg) 0.0061
               valid loss 0.622907  auc  0.0000 MAE  0.1604 rmse  0.2529  df(ActivateDay.Avg) 0.1376
     train: epoch 33 loss 0.045123  auc  0.0000 MAE  0.1017 rmse  0.1514  df(ActivateDay.Avg) 0.0009
               valid loss 0.635614  auc  0.0000 MAE  0.1572 rmse  0.2499  df(ActivateDay.Avg) 0.1893
     train: epoch 34 loss 0.043688  auc  0.0000 MAE  0.1000 rmse  0.1490  df(ActivateDay.Avg) 0.0035
               valid loss 0.517546  auc  0.0000 MAE  0.1668 rmse  0.2509  df(ActivateDay.Avg) 0.1203
     train: epoch 35 loss 0.041782  auc  0.0000 MAE  0.0976 rmse  0.1457  df(ActivateDay.Avg) 0.0053
               valid loss 0.482316  auc  0.0000 MAE  0.1780 rmse  0.2594  df(ActivateDay.Avg) 0.2262
     train: epoch 36 loss 0.041801  auc  0.0000 MAE  0.0979 rmse  0.1457  df(ActivateDay.Avg) 0.0043
               valid loss 0.612236  auc  0.0000 MAE  0.1609 rmse  0.2536  df(ActivateDay.Avg) 0.1225
     train: epoch 37 loss 0.043893  auc  0.0000 MAE  0.0994 rmse  0.1493  df(ActivateDay.Avg) 0.0110
               valid loss 0.469762  auc  0.0000 MAE  0.1799 rmse  0.2544  df(ActivateDay.Avg) 0.2436
     train: epoch 38 loss 0.039444  auc  0.0000 MAE  0.0961 rmse  0.1415  df(ActivateDay.Avg) 0.0169
               valid loss 0.605482  auc  0.0000 MAE  0.1592 rmse  0.2514  df(ActivateDay.Avg) 0.0832
     train: epoch 39 loss 0.037337  auc  0.0000 MAE  0.0916 rmse  0.1377  df(ActivateDay.Avg) 0.0008
               valid loss 0.541458  auc  0.0000 MAE  0.1656 rmse  0.2511  df(ActivateDay.Avg) 0.0528
     train: epoch 40 loss 0.037856  auc  0.0000 MAE  0.0931 rmse  0.1387  df(ActivateDay.Avg) 0.0035
               valid loss 0.603963  auc  0.0000 MAE  0.1636 rmse  0.2561  df(ActivateDay.Avg) 0.0989
     train: epoch 41 loss 0.035829  auc  0.0000 MAE  0.0895 rmse  0.1349  df(ActivateDay.Avg) 0.0003
               valid loss 0.630104  auc  0.0000 MAE  0.1605 rmse  0.2534  df(ActivateDay.Avg) 0.1673
     train: epoch 42 loss 0.034422  auc  0.0000 MAE  0.0886 rmse  0.1322  df(ActivateDay.Avg) 0.0076
               valid loss 0.618203  auc  0.0000 MAE  0.1643 rmse  0.2549  df(ActivateDay.Avg) 0.1647
     train: epoch 43 loss 0.036709  auc  0.0000 MAE  0.0922 rmse  0.1365  df(ActivateDay.Avg) 0.0046
               valid loss 0.603260  auc  0.0000 MAE  0.1620 rmse  0.2544  df(ActivateDay.Avg) 0.0988
     train: epoch 44 loss 0.038107  auc  0.0000 MAE  0.0933 rmse  0.1391  df(ActivateDay.Avg) 0.0016
               valid loss 0.599338  auc  0.0000 MAE  0.1607 rmse  0.2522  df(ActivateDay.Avg) 0.0852
     train: epoch 45 loss 0.033012  auc  0.0000 MAE  0.0871 rmse  0.1295  df(ActivateDay.Avg) 0.0060
               valid loss 0.600362  auc  0.0000 MAE  0.1611 rmse  0.2559  df(ActivateDay.Avg) 0.0418
     train: epoch 46 loss 0.032221  auc  0.0000 MAE  0.0848 rmse  0.1279  df(ActivateDay.Avg) 0.0024
               valid loss 0.577720  auc  0.0000 MAE  0.1639 rmse  0.2546  df(ActivateDay.Avg) 0.0496
     train: epoch 47 loss 0.031807  auc  0.0000 MAE  0.0853 rmse  0.1271  df(ActivateDay.Avg) 0.0070
               valid loss 0.578362  auc  0.0000 MAE  0.1653 rmse  0.2575  df(ActivateDay.Avg) 0.0143
     train: epoch 48 loss 0.030321  auc  0.0000 MAE  0.0825 rmse  0.1241  df(ActivateDay.Avg) 0.0037
               valid loss 0.540879  auc  0.0000 MAE  0.1698 rmse  0.2606  df(ActivateDay.Avg) 0.0782
     train: epoch 49 loss 0.029997  auc  0.0000 MAE  0.0823 rmse  0.1234  df(ActivateDay.Avg) 0.0010
               valid loss 0.517012  auc  0.0000 MAE  0.1740 rmse  0.2603  df(ActivateDay.Avg) 0.1381
     train: epoch 50 loss 0.030660  auc  0.0000 MAE  0.0832 rmse  0.1248  df(ActivateDay.Avg) 0.0020
               valid loss 0.516986  auc  0.0000 MAE  0.1740 rmse  0.2635  df(ActivateDay.Avg) 0.1607
     train: epoch 51 loss 0.030179  auc  0.0000 MAE  0.0831 rmse  0.1238  df(ActivateDay.Avg) 0.0097
               valid loss 0.673525  auc  0.0000 MAE  0.1631 rmse  0.2614  df(ActivateDay.Avg) 0.2472
     train: epoch 52 loss 0.030443  auc  0.0000 MAE  0.0831 rmse  0.1243  df(ActivateDay.Avg) 0.0039
               valid loss 0.515817  auc  0.0000 MAE  0.1687 rmse  0.2568  df(ActivateDay.Avg) 0.1663
     train: epoch 53 loss 0.029573  auc  0.0000 MAE  0.0806 rmse  0.1226  df(ActivateDay.Avg) 0.0060
               valid loss 0.562802  auc  0.0000 MAE  0.1657 rmse  0.2599  df(ActivateDay.Avg) 0.0688
     train: epoch 54 loss 0.028322  auc  0.0000 MAE  0.0802 rmse  0.1199  df(ActivateDay.Avg) 0.0044
               valid loss 0.627343  auc  0.0000 MAE  0.1606 rmse  0.2572  df(ActivateDay.Avg) 0.0905
     train: epoch 55 loss 0.028115  auc  0.0000 MAE  0.0790 rmse  0.1195  df(ActivateDay.Avg) 0.0023
               valid loss 0.647153  auc  0.0000 MAE  0.1597 rmse  0.2589  df(ActivateDay.Avg) 0.0899
     train: epoch 56 loss 0.027501  auc  0.0000 MAE  0.0784 rmse  0.1182  df(ActivateDay.Avg) 0.0028
               valid loss 0.602098  auc  0.0000 MAE  0.1614 rmse  0.2565  df(ActivateDay.Avg) 0.0548
     train: epoch 57 loss 0.026493  auc  0.0000 MAE  0.0768 rmse  0.1160  df(ActivateDay.Avg) 0.0026
               valid loss 0.595458  auc  0.0000 MAE  0.1653 rmse  0.2565  df(ActivateDay.Avg) 0.0762
     train: epoch 58 loss 0.026090  auc  0.0000 MAE  0.0763 rmse  0.1151  df(ActivateDay.Avg) 0.0033
               valid loss 0.620055  auc  0.0000 MAE  0.1639 rmse  0.2593  df(ActivateDay.Avg) 0.0922
     train: epoch 59 loss 0.027174  auc  0.0000 MAE  0.0784 rmse  0.1175  df(ActivateDay.Avg) 0.0023
               valid loss 0.646990  auc  0.0000 MAE  0.1623 rmse  0.2609  df(ActivateDay.Avg) 0.1125
     train: epoch 60 loss 0.026188  auc  0.0000 MAE  0.0764 rmse  0.1153  df(ActivateDay.Avg) 0.0009
               valid loss 0.544435  auc  0.0000 MAE  0.1751 rmse  0.2619  df(ActivateDay.Avg) 0.0685
     train: epoch 61 loss 0.025208  auc  0.0000 MAE  0.0746 rmse  0.1132  df(ActivateDay.Avg) 0.0009
               valid loss 0.560803  auc  0.0000 MAE  0.1682 rmse  0.2598  df(ActivateDay.Avg) 0.0482
     train: epoch 62 loss 0.024860  auc  0.0000 MAE  0.0745 rmse  0.1124  df(ActivateDay.Avg) 0.0004
               valid loss 0.577463  auc  0.0000 MAE  0.1712 rmse  0.2657  df(ActivateDay.Avg) 0.0260
     train: epoch 63 loss 0.023598  auc  0.0000 MAE  0.0723 rmse  0.1095  df(ActivateDay.Avg) 0.0041
               valid loss 0.663989  auc  0.0000 MAE  0.1620 rmse  0.2615  df(ActivateDay.Avg) 0.1774
     train: epoch 64 loss 0.027505  auc  0.0000 MAE  0.0779 rmse  0.1182  df(ActivateDay.Avg) 0.0058
               valid loss 0.536159  auc  0.0000 MAE  0.1749 rmse  0.2605  df(ActivateDay.Avg) 0.0868
     train: epoch 65 loss 0.024021  auc  0.0000 MAE  0.0731 rmse  0.1105  df(ActivateDay.Avg) 0.0059
               valid loss 0.597897  auc  0.0000 MAE  0.1703 rmse  0.2638  df(ActivateDay.Avg) 0.0589
     train: epoch 66 loss 0.025712  auc  0.0000 MAE  0.0756 rmse  0.1143  df(ActivateDay.Avg) 0.0007
               valid loss 0.552759  auc  0.0000 MAE  0.1726 rmse  0.2593  df(ActivateDay.Avg) 0.0365
     train: epoch 67 loss 0.023518  auc  0.0000 MAE  0.0726 rmse  0.1093  df(ActivateDay.Avg) 0.0001
               valid loss 0.577780  auc  0.0000 MAE  0.1697 rmse  0.2619  df(ActivateDay.Avg) 0.0117
     train: epoch 68 loss 0.021825  auc  0.0000 MAE  0.0694 rmse  0.1053  df(ActivateDay.Avg) 0.0019
               valid loss 0.569353  auc  0.0000 MAE  0.1719 rmse  0.2650  df(ActivateDay.Avg) 0.0536
     train: epoch 69 loss 0.022519  auc  0.0000 MAE  0.0702 rmse  0.1069  df(ActivateDay.Avg) 0.0014
               valid loss 0.630717  auc  0.0000 MAE  0.1603 rmse  0.2573  df(ActivateDay.Avg) 0.0483
     train: epoch 70 loss 0.023551  auc  0.0000 MAE  0.0721 rmse  0.1094  df(ActivateDay.Avg) 0.0022
               valid loss 0.510308  auc  0.0000 MAE  0.1831 rmse  0.2733  df(ActivateDay.Avg) 0.2251
     train: epoch 71 loss 0.023577  auc  0.0000 MAE  0.0723 rmse  0.1094  df(ActivateDay.Avg) 0.0041
               valid loss 0.662607  auc  0.0000 MAE  0.1573 rmse  0.2562  df(ActivateDay.Avg) 0.1134
     train: epoch 72 loss 0.022466  auc  0.0000 MAE  0.0699 rmse  0.1068  df(ActivateDay.Avg) 0.0043
               valid loss 0.652840  auc  0.0000 MAE  0.1609 rmse  0.2610  df(ActivateDay.Avg) 0.0802
     train: epoch 73 loss 0.021662  auc  0.0000 MAE  0.0689 rmse  0.1049  df(ActivateDay.Avg) 0.0029
               valid loss 0.557146  auc  0.0000 MAE  0.1707 rmse  0.2582  df(ActivateDay.Avg) 0.0356
     train: epoch 74 loss 0.022941  auc  0.0000 MAE  0.0715 rmse  0.1079  df(ActivateDay.Avg) 0.0011
               valid loss 0.566213  auc  0.0000 MAE  0.1708 rmse  0.2605  df(ActivateDay.Avg) 0.0257
     train: epoch 75 loss 0.020803  auc  0.0000 MAE  0.0674 rmse  0.1028  df(ActivateDay.Avg) 0.0024
               valid loss 0.605480  auc  0.0000 MAE  0.1661 rmse  0.2581  df(ActivateDay.Avg) 0.0780
     train: epoch 76 loss 0.021678  auc  0.0000 MAE  0.0693 rmse  0.1049  df(ActivateDay.Avg) 0.0025
               valid loss 0.648956  auc  0.0000 MAE  0.1625 rmse  0.2585  df(ActivateDay.Avg) 0.1670
     train: epoch 77 loss 0.023961  auc  0.0000 MAE  0.0722 rmse  0.1103  df(ActivateDay.Avg) 0.0039
               valid loss 0.634792  auc  0.0000 MAE  0.1630 rmse  0.2613  df(ActivateDay.Avg) 0.0942
     train: epoch 78 loss 0.020608  auc  0.0000 MAE  0.0675 rmse  0.1023  df(ActivateDay.Avg) 0.0016
               valid loss 0.617170  auc  0.0000 MAE  0.1667 rmse  0.2649  df(ActivateDay.Avg) 0.0001
     train: epoch 79 loss 0.019260  auc  0.0000 MAE  0.0649 rmse  0.0989  df(ActivateDay.Avg) 0.0017
               valid loss 0.591409  auc  0.0000 MAE  0.1654 rmse  0.2542  df(ActivateDay.Avg) 0.0671
     train: epoch 80 loss 0.020056  auc  0.0000 MAE  0.0666 rmse  0.1009  df(ActivateDay.Avg) 0.0034
               valid loss 0.616906  auc  0.0000 MAE  0.1665 rmse  0.2632  df(ActivateDay.Avg) 0.0327
     train: epoch 81 loss 0.019394  auc  0.0000 MAE  0.0651 rmse  0.0993  df(ActivateDay.Avg) 0.0003
               valid loss 0.528409  auc  0.0000 MAE  0.1758 rmse  0.2631  df(ActivateDay.Avg) 0.1389
     train: epoch 82 loss 0.018654  auc  0.0000 MAE  0.0638 rmse  0.0973  df(ActivateDay.Avg) 0.0025
               valid loss 0.653997  auc  0.0000 MAE  0.1624 rmse  0.2603  df(ActivateDay.Avg) 0.0912
     train: epoch 83 loss 0.019269  auc  0.0000 MAE  0.0642 rmse  0.0989  df(ActivateDay.Avg) 0.0056
               valid loss 0.639723  auc  0.0000 MAE  0.1617 rmse  0.2593  df(ActivateDay.Avg) 0.0681
     train: epoch 84 loss 0.018489  auc  0.0000 MAE  0.0638 rmse  0.0969  df(ActivateDay.Avg) 0.0006
               valid loss 0.614575  auc  0.0000 MAE  0.1671 rmse  0.2616  df(ActivateDay.Avg) 0.0184
     train: epoch 85 loss 0.018273  auc  0.0000 MAE  0.0628 rmse  0.0963  df(ActivateDay.Avg) 0.0024
               valid loss 0.668960  auc  0.0000 MAE  0.1624 rmse  0.2617  df(ActivateDay.Avg) 0.1307
     train: epoch 86 loss 0.020259  auc  0.0000 MAE  0.0652 rmse  0.1014  df(ActivateDay.Avg) 0.0064
               valid loss 0.616225  auc  0.0000 MAE  0.1693 rmse  0.2641  df(ActivateDay.Avg) 0.0358
     train: epoch 87 loss 0.020672  auc  0.0000 MAE  0.0675 rmse  0.1025  df(ActivateDay.Avg) 0.0013
               valid loss 0.672769  auc  0.0000 MAE  0.1686 rmse  0.2681  df(ActivateDay.Avg) 0.1367
     train: epoch 88 loss 0.019559  auc  0.0000 MAE  0.0654 rmse  0.0997  df(ActivateDay.Avg) 0.0024
               valid loss 0.655991  auc  0.0000 MAE  0.1640 rmse  0.2614  df(ActivateDay.Avg) 0.1154
     train: epoch 89 loss 0.019658  auc  0.0000 MAE  0.0651 rmse  0.0999  df(ActivateDay.Avg) 0.0060
               valid loss 0.607946  auc  0.0000 MAE  0.1717 rmse  0.2678  df(ActivateDay.Avg) 0.0037
     train: epoch 90 loss 0.018273  auc  0.0000 MAE  0.0636 rmse  0.0963  df(ActivateDay.Avg) 0.0003
               valid loss 0.642393  auc  0.0000 MAE  0.1655 rmse  0.2620  df(ActivateDay.Avg) 0.0643
     train: epoch 91 loss 0.018410  auc  0.0000 MAE  0.0637 rmse  0.0967  df(ActivateDay.Avg) 0.0007
               valid loss 0.714325  auc  0.0000 MAE  0.1650 rmse  0.2689  df(ActivateDay.Avg) 0.1641
     train: epoch 92 loss 0.017912  auc  0.0000 MAE  0.0622 rmse  0.0954  df(ActivateDay.Avg) 0.0040
               valid loss 0.699860  auc  0.0000 MAE  0.1622 rmse  0.2630  df(ActivateDay.Avg) 0.1814
     train: epoch 93 loss 0.017225  auc  0.0000 MAE  0.0613 rmse  0.0935  df(ActivateDay.Avg) 0.0029
               valid loss 0.615756  auc  0.0000 MAE  0.1691 rmse  0.2613  df(ActivateDay.Avg) 0.0444
     train: epoch 94 loss 0.016893  auc  0.0000 MAE  0.0604 rmse  0.0926  df(ActivateDay.Avg) 0.0017
               valid loss 0.585756  auc  0.0000 MAE  0.1671 rmse  0.2586  df(ActivateDay.Avg) 0.0072
     train: epoch 95 loss 0.017609  auc  0.0000 MAE  0.0611 rmse  0.0946  df(ActivateDay.Avg) 0.0046
               valid loss 0.598726  auc  0.0000 MAE  0.1713 rmse  0.2637  df(ActivateDay.Avg) 0.0195
     train: epoch 96 loss 0.017008  auc  0.0000 MAE  0.0605 rmse  0.0929  df(ActivateDay.Avg) 0.0025
               valid loss 0.543053  auc  0.0000 MAE  0.1779 rmse  0.2613  df(ActivateDay.Avg) 0.1046
     train: epoch 97 loss 0.018856  auc  0.0000 MAE  0.0641 rmse  0.0979  df(ActivateDay.Avg) 0.0039
               valid loss 0.667112  auc  0.0000 MAE  0.1665 rmse  0.2652  df(ActivateDay.Avg) 0.1202
     train: epoch 98 loss 0.019120  auc  0.0000 MAE  0.0643 rmse  0.0985  df(ActivateDay.Avg) 0.0040
               valid loss 0.630391  auc  0.0000 MAE  0.1690 rmse  0.2657  df(ActivateDay.Avg) 0.0326
     train: epoch 99 loss 0.017781  auc  0.0000 MAE  0.0617 rmse  0.0950  df(ActivateDay.Avg) 0.0045
               valid loss 0.760856  auc  0.0000 MAE  0.1624 rmse  0.2688  df(ActivateDay.Avg) 0.1445
best_epoch:  4.0000
best_valid_auc 0.0000 best_valid_MAE 0.1630 best_valid_rmse 0.2326 best_valid_df 0.0005 
best_auc 0.0000 best_MAE 0.1645 rmse 0.2340 df 0.0147
