{'model_name': 'MLP', 'embedding_size': 64, 'batch_norm': 1, 'batch_norm_decay': 0.095, 'deep_layers': [100, 50], 'dropout_p': 0.2, 'seed': 1, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 0.0001, 'max_iter': 100, 'DataSet': 'Kwai', 'day': 14, 'future_day': 16, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 3, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'device': device(type='cuda', index=3), 'u_feat_size': 2948, 'u_field_size': 2, 'a_feat_size': 6, 'a_field_size': 6, 'input_size': 6, 'day_numpy_train': array([3915,  679,  514,  362,  268,  263,  241,  181,  181,  188,  158,
        138,  120,  154,  184,  194,  333])}
     train: epoch 32 loss 0.077270  auc  0.0000 MAE  0.1370 rmse  0.1981  df(ActivateDay.Avg) 0.0219
               valid loss 0.573361  auc  0.0000 MAE  0.1616 rmse  0.2334  df(ActivateDay.Avg) 0.0015
     train: epoch 33 loss 0.077440  auc  0.0000 MAE  0.1364 rmse  0.1983  df(ActivateDay.Avg) 0.0269
               valid loss 0.577166  auc  0.0000 MAE  0.1638 rmse  0.2363  df(ActivateDay.Avg) 0.0173
     train: epoch 34 loss 0.076397  auc  0.0000 MAE  0.1354 rmse  0.1970  df(ActivateDay.Avg) 0.0181
               valid loss 0.605012  auc  0.0000 MAE  0.1595 rmse  0.2370  df(ActivateDay.Avg) 0.0456
     train: epoch 35 loss 0.077109  auc  0.0000 MAE  0.1364 rmse  0.1979  df(ActivateDay.Avg) 0.0233
               valid loss 0.563720  auc  0.0000 MAE  0.1646 rmse  0.2360  df(ActivateDay.Avg) 0.0323
     train: epoch 36 loss 0.077282  auc  0.0000 MAE  0.1359 rmse  0.1981  df(ActivateDay.Avg) 0.0108
               valid loss 0.600517  auc  0.0000 MAE  0.1589 rmse  0.2341  df(ActivateDay.Avg) 0.0612
     train: epoch 37 loss 0.075713  auc  0.0000 MAE  0.1361 rmse  0.1961  df(ActivateDay.Avg) 0.0163
               valid loss 0.599575  auc  0.0000 MAE  0.1577 rmse  0.2337  df(ActivateDay.Avg) 0.0307
     train: epoch 38 loss 0.075337  auc  0.0000 MAE  0.1343 rmse  0.1956  df(ActivateDay.Avg) 0.0120
               valid loss 0.565666  auc  0.0000 MAE  0.1627 rmse  0.2352  df(ActivateDay.Avg) 0.0239
     train: epoch 39 loss 0.073298  auc  0.0000 MAE  0.1326 rmse  0.1930  df(ActivateDay.Avg) 0.0119
               valid loss 0.569316  auc  0.0000 MAE  0.1637 rmse  0.2367  df(ActivateDay.Avg) 0.0222
     train: epoch 40 loss 0.073687  auc  0.0000 MAE  0.1325 rmse  0.1935  df(ActivateDay.Avg) 0.0177
               valid loss 0.580711  auc  0.0000 MAE  0.1607 rmse  0.2341  df(ActivateDay.Avg) 0.0028
     train: epoch 41 loss 0.074481  auc  0.0000 MAE  0.1341 rmse  0.1945  df(ActivateDay.Avg) 0.0070
               valid loss 0.614181  auc  0.0000 MAE  0.1559 rmse  0.2324  df(ActivateDay.Avg) 0.0621
     train: epoch 42 loss 0.072229  auc  0.0000 MAE  0.1311 rmse  0.1915  df(ActivateDay.Avg) 0.0196
               valid loss 0.578389  auc  0.0000 MAE  0.1606 rmse  0.2353  df(ActivateDay.Avg) 0.0093
     train: epoch 43 loss 0.073153  auc  0.0000 MAE  0.1326 rmse  0.1928  df(ActivateDay.Avg) 0.0118
               valid loss 0.595993  auc  0.0000 MAE  0.1601 rmse  0.2353  df(ActivateDay.Avg) 0.0501
     train: epoch 44 loss 0.072142  auc  0.0000 MAE  0.1321 rmse  0.1914  df(ActivateDay.Avg) 0.0136
               valid loss 0.629791  auc  0.0000 MAE  0.1562 rmse  0.2368  df(ActivateDay.Avg) 0.0900
     train: epoch 45 loss 0.071701  auc  0.0000 MAE  0.1311 rmse  0.1908  df(ActivateDay.Avg) 0.0150
               valid loss 0.585780  auc  0.0000 MAE  0.1604 rmse  0.2364  df(ActivateDay.Avg) 0.0080
     train: epoch 46 loss 0.070427  auc  0.0000 MAE  0.1300 rmse  0.1891  df(ActivateDay.Avg) 0.0120
               valid loss 0.577373  auc  0.0000 MAE  0.1632 rmse  0.2358  df(ActivateDay.Avg) 0.0074
     train: epoch 47 loss 0.070529  auc  0.0000 MAE  0.1302 rmse  0.1893  df(ActivateDay.Avg) 0.0097
               valid loss 0.607640  auc  0.0000 MAE  0.1595 rmse  0.2375  df(ActivateDay.Avg) 0.0689
     train: epoch 48 loss 0.069731  auc  0.0000 MAE  0.1292 rmse  0.1882  df(ActivateDay.Avg) 0.0135
               valid loss 0.586424  auc  0.0000 MAE  0.1592 rmse  0.2353  df(ActivateDay.Avg) 0.0052
     train: epoch 49 loss 0.069397  auc  0.0000 MAE  0.1284 rmse  0.1877  df(ActivateDay.Avg) 0.0181
               valid loss 0.584881  auc  0.0000 MAE  0.1607 rmse  0.2374  df(ActivateDay.Avg) 0.0001
     train: epoch 50 loss 0.069398  auc  0.0000 MAE  0.1285 rmse  0.1877  df(ActivateDay.Avg) 0.0163
               valid loss 0.605462  auc  0.0000 MAE  0.1604 rmse  0.2408  df(ActivateDay.Avg) 0.0175
     train: epoch 51 loss 0.069441  auc  0.0000 MAE  0.1285 rmse  0.1878  df(ActivateDay.Avg) 0.0151
               valid loss 0.587872  auc  0.0000 MAE  0.1602 rmse  0.2387  df(ActivateDay.Avg) 0.0093
     train: epoch 52 loss 0.069173  auc  0.0000 MAE  0.1283 rmse  0.1874  df(ActivateDay.Avg) 0.0124
               valid loss 0.564745  auc  0.0000 MAE  0.1661 rmse  0.2388  df(ActivateDay.Avg) 0.0228
     train: epoch 53 loss 0.068537  auc  0.0000 MAE  0.1277 rmse  0.1866  df(ActivateDay.Avg) 0.0059
               valid loss 0.604229  auc  0.0000 MAE  0.1594 rmse  0.2392  df(ActivateDay.Avg) 0.0147
     train: epoch 54 loss 0.067103  auc  0.0000 MAE  0.1256 rmse  0.1846  df(ActivateDay.Avg) 0.0150
               valid loss 0.597408  auc  0.0000 MAE  0.1612 rmse  0.2398  df(ActivateDay.Avg) 0.0249
     train: epoch 55 loss 0.066197  auc  0.0000 MAE  0.1256 rmse  0.1834  df(ActivateDay.Avg) 0.0150
               valid loss 0.589084  auc  0.0000 MAE  0.1622 rmse  0.2412  df(ActivateDay.Avg) 0.0023
     train: epoch 56 loss 0.066704  auc  0.0000 MAE  0.1258 rmse  0.1841  df(ActivateDay.Avg) 0.0132
               valid loss 0.578370  auc  0.0000 MAE  0.1609 rmse  0.2359  df(ActivateDay.Avg) 0.0001
     train: epoch 57 loss 0.067453  auc  0.0000 MAE  0.1268 rmse  0.1851  df(ActivateDay.Avg) 0.0067
               valid loss 0.626906  auc  0.0000 MAE  0.1581 rmse  0.2389  df(ActivateDay.Avg) 0.0800
     train: epoch 58 loss 0.066789  auc  0.0000 MAE  0.1259 rmse  0.1842  df(ActivateDay.Avg) 0.0069
               valid loss 0.599638  auc  0.0000 MAE  0.1612 rmse  0.2408  df(ActivateDay.Avg) 0.0132
     train: epoch 59 loss 0.066127  auc  0.0000 MAE  0.1249 rmse  0.1833  df(ActivateDay.Avg) 0.0141
               valid loss 0.574122  auc  0.0000 MAE  0.1654 rmse  0.2401  df(ActivateDay.Avg) 0.0031
     train: epoch 60 loss 0.064897  auc  0.0000 MAE  0.1244 rmse  0.1816  df(ActivateDay.Avg) 0.0015
               valid loss 0.650415  auc  0.0000 MAE  0.1577 rmse  0.2432  df(ActivateDay.Avg) 0.0960
     train: epoch 61 loss 0.066075  auc  0.0000 MAE  0.1245 rmse  0.1832  df(ActivateDay.Avg) 0.0145
               valid loss 0.593850  auc  0.0000 MAE  0.1641 rmse  0.2413  df(ActivateDay.Avg) 0.0210
     train: epoch 62 loss 0.065751  auc  0.0000 MAE  0.1253 rmse  0.1827  df(ActivateDay.Avg) 0.0135
               valid loss 0.593165  auc  0.0000 MAE  0.1614 rmse  0.2404  df(ActivateDay.Avg) 0.0068
     train: epoch 63 loss 0.064608  auc  0.0000 MAE  0.1239 rmse  0.1812  df(ActivateDay.Avg) 0.0153
               valid loss 0.622619  auc  0.0000 MAE  0.1614 rmse  0.2439  df(ActivateDay.Avg) 0.0649
     train: epoch 64 loss 0.064482  auc  0.0000 MAE  0.1235 rmse  0.1810  df(ActivateDay.Avg) 0.0112
               valid loss 0.596292  auc  0.0000 MAE  0.1650 rmse  0.2436  df(ActivateDay.Avg) 0.0215
     train: epoch 65 loss 0.064805  auc  0.0000 MAE  0.1236 rmse  0.1814  df(ActivateDay.Avg) 0.0145
               valid loss 0.596140  auc  0.0000 MAE  0.1650 rmse  0.2440  df(ActivateDay.Avg) 0.0032
     train: epoch 66 loss 0.062951  auc  0.0000 MAE  0.1209 rmse  0.1788  df(ActivateDay.Avg) 0.0180
               valid loss 0.587542  auc  0.0000 MAE  0.1634 rmse  0.2422  df(ActivateDay.Avg) 0.0095
     train: epoch 67 loss 0.061957  auc  0.0000 MAE  0.1210 rmse  0.1774  df(ActivateDay.Avg) 0.0085
               valid loss 0.562089  auc  0.0000 MAE  0.1714 rmse  0.2459  df(ActivateDay.Avg) 0.0548
     train: epoch 68 loss 0.063235  auc  0.0000 MAE  0.1219 rmse  0.1792  df(ActivateDay.Avg) 0.0044
               valid loss 0.634413  auc  0.0000 MAE  0.1591 rmse  0.2426  df(ActivateDay.Avg) 0.0618
     train: epoch 69 loss 0.062004  auc  0.0000 MAE  0.1208 rmse  0.1775  df(ActivateDay.Avg) 0.0141
               valid loss 0.560025  auc  0.0000 MAE  0.1690 rmse  0.2441  df(ActivateDay.Avg) 0.0726
     train: epoch 70 loss 0.060981  auc  0.0000 MAE  0.1205 rmse  0.1760  df(ActivateDay.Avg) 0.0030
               valid loss 0.606251  auc  0.0000 MAE  0.1631 rmse  0.2431  df(ActivateDay.Avg) 0.0364
     train: epoch 71 loss 0.061763  auc  0.0000 MAE  0.1195 rmse  0.1771  df(ActivateDay.Avg) 0.0119
               valid loss 0.574039  auc  0.0000 MAE  0.1681 rmse  0.2428  df(ActivateDay.Avg) 0.0245
     train: epoch 72 loss 0.060811  auc  0.0000 MAE  0.1200 rmse  0.1757  df(ActivateDay.Avg) 0.0040
               valid loss 0.607162  auc  0.0000 MAE  0.1610 rmse  0.2427  df(ActivateDay.Avg) 0.0172
     train: epoch 73 loss 0.060294  auc  0.0000 MAE  0.1190 rmse  0.1750  df(ActivateDay.Avg) 0.0109
               valid loss 0.616817  auc  0.0000 MAE  0.1608 rmse  0.2430  df(ActivateDay.Avg) 0.0407
     train: epoch 74 loss 0.060914  auc  0.0000 MAE  0.1198 rmse  0.1759  df(ActivateDay.Avg) 0.0071
               valid loss 0.602605  auc  0.0000 MAE  0.1615 rmse  0.2431  df(ActivateDay.Avg) 0.0200
     train: epoch 75 loss 0.059319  auc  0.0000 MAE  0.1186 rmse  0.1736  df(ActivateDay.Avg) 0.0000
               valid loss 0.587870  auc  0.0000 MAE  0.1666 rmse  0.2437  df(ActivateDay.Avg) 0.0143
     train: epoch 76 loss 0.060303  auc  0.0000 MAE  0.1195 rmse  0.1750  df(ActivateDay.Avg) 0.0097
               valid loss 0.599681  auc  0.0000 MAE  0.1606 rmse  0.2420  df(ActivateDay.Avg) 0.0064
     train: epoch 77 loss 0.060067  auc  0.0000 MAE  0.1186 rmse  0.1747  df(ActivateDay.Avg) 0.0046
               valid loss 0.618739  auc  0.0000 MAE  0.1600 rmse  0.2421  df(ActivateDay.Avg) 0.0365
     train: epoch 78 loss 0.058255  auc  0.0000 MAE  0.1179 rmse  0.1720  df(ActivateDay.Avg) 0.0056
               valid loss 0.581782  auc  0.0000 MAE  0.1636 rmse  0.2434  df(ActivateDay.Avg) 0.0329
     train: epoch 79 loss 0.058422  auc  0.0000 MAE  0.1178 rmse  0.1723  df(ActivateDay.Avg) 0.0010
               valid loss 0.600341  auc  0.0000 MAE  0.1645 rmse  0.2436  df(ActivateDay.Avg) 0.0364
     train: epoch 80 loss 0.059325  auc  0.0000 MAE  0.1189 rmse  0.1736  df(ActivateDay.Avg) 0.0027
               valid loss 0.628772  auc  0.0000 MAE  0.1606 rmse  0.2435  df(ActivateDay.Avg) 0.0718
     train: epoch 81 loss 0.058049  auc  0.0000 MAE  0.1169 rmse  0.1717  df(ActivateDay.Avg) 0.0070
               valid loss 0.614427  auc  0.0000 MAE  0.1583 rmse  0.2405  df(ActivateDay.Avg) 0.0386
     train: epoch 82 loss 0.059173  auc  0.0000 MAE  0.1183 rmse  0.1734  df(ActivateDay.Avg) 0.0079
               valid loss 0.602499  auc  0.0000 MAE  0.1610 rmse  0.2410  df(ActivateDay.Avg) 0.0385
     train: epoch 83 loss 0.056983  auc  0.0000 MAE  0.1166 rmse  0.1701  df(ActivateDay.Avg) 0.0110
               valid loss 0.623037  auc  0.0000 MAE  0.1598 rmse  0.2440  df(ActivateDay.Avg) 0.0408
     train: epoch 84 loss 0.057393  auc  0.0000 MAE  0.1162 rmse  0.1707  df(ActivateDay.Avg) 0.0040
               valid loss 0.623494  auc  0.0000 MAE  0.1624 rmse  0.2434  df(ActivateDay.Avg) 0.0811
     train: epoch 85 loss 0.056573  auc  0.0000 MAE  0.1162 rmse  0.1695  df(ActivateDay.Avg) 0.0032
               valid loss 0.582175  auc  0.0000 MAE  0.1646 rmse  0.2435  df(ActivateDay.Avg) 0.0267
     train: epoch 86 loss 0.057732  auc  0.0000 MAE  0.1171 rmse  0.1712  df(ActivateDay.Avg) 0.0066
               valid loss 0.611593  auc  0.0000 MAE  0.1594 rmse  0.2430  df(ActivateDay.Avg) 0.0185
     train: epoch 87 loss 0.054666  auc  0.0000 MAE  0.1130 rmse  0.1666  df(ActivateDay.Avg) 0.0047
               valid loss 0.591875  auc  0.0000 MAE  0.1628 rmse  0.2433  df(ActivateDay.Avg) 0.0050
     train: epoch 88 loss 0.055941  auc  0.0000 MAE  0.1146 rmse  0.1686  df(ActivateDay.Avg) 0.0030
               valid loss 0.629335  auc  0.0000 MAE  0.1581 rmse  0.2429  df(ActivateDay.Avg) 0.0411
     train: epoch 89 loss 0.056058  auc  0.0000 MAE  0.1149 rmse  0.1687  df(ActivateDay.Avg) 0.0088
               valid loss 0.621137  auc  0.0000 MAE  0.1591 rmse  0.2435  df(ActivateDay.Avg) 0.0436
     train: epoch 90 loss 0.055992  auc  0.0000 MAE  0.1147 rmse  0.1686  df(ActivateDay.Avg) 0.0051
               valid loss 0.602261  auc  0.0000 MAE  0.1615 rmse  0.2423  df(ActivateDay.Avg) 0.0329
     train: epoch 91 loss 0.054782  auc  0.0000 MAE  0.1148 rmse  0.1668  df(ActivateDay.Avg) 0.0037
               valid loss 0.578383  auc  0.0000 MAE  0.1629 rmse  0.2429  df(ActivateDay.Avg) 0.0288
     train: epoch 92 loss 0.056593  auc  0.0000 MAE  0.1146 rmse  0.1695  df(ActivateDay.Avg) 0.0071
               valid loss 0.582977  auc  0.0000 MAE  0.1660 rmse  0.2442  df(ActivateDay.Avg) 0.0095
     train: epoch 93 loss 0.054263  auc  0.0000 MAE  0.1131 rmse  0.1660  df(ActivateDay.Avg) 0.0023
               valid loss 0.625256  auc  0.0000 MAE  0.1599 rmse  0.2433  df(ActivateDay.Avg) 0.0565
     train: epoch 94 loss 0.053841  auc  0.0000 MAE  0.1125 rmse  0.1654  df(ActivateDay.Avg) 0.0106
               valid loss 0.605641  auc  0.0000 MAE  0.1623 rmse  0.2450  df(ActivateDay.Avg) 0.0110
     train: epoch 95 loss 0.054163  auc  0.0000 MAE  0.1124 rmse  0.1659  df(ActivateDay.Avg) 0.0134
               valid loss 0.604157  auc  0.0000 MAE  0.1632 rmse  0.2458  df(ActivateDay.Avg) 0.0105
     train: epoch 96 loss 0.054908  auc  0.0000 MAE  0.1143 rmse  0.1670  df(ActivateDay.Avg) 0.0041
               valid loss 0.604152  auc  0.0000 MAE  0.1624 rmse  0.2433  df(ActivateDay.Avg) 0.0267
     train: epoch 97 loss 0.052827  auc  0.0000 MAE  0.1113 rmse  0.1638  df(ActivateDay.Avg) 0.0083
               valid loss 0.603495  auc  0.0000 MAE  0.1612 rmse  0.2432  df(ActivateDay.Avg) 0.0043
     train: epoch 98 loss 0.054382  auc  0.0000 MAE  0.1132 rmse  0.1662  df(ActivateDay.Avg) 0.0010
               valid loss 0.593260  auc  0.0000 MAE  0.1633 rmse  0.2427  df(ActivateDay.Avg) 0.0144
     train: epoch 99 loss 0.052907  auc  0.0000 MAE  0.1115 rmse  0.1639  df(ActivateDay.Avg) 0.0014
               valid loss 0.598961  auc  0.0000 MAE  0.1641 rmse  0.2461  df(ActivateDay.Avg) 0.0013
best_epoch:  12.0000
best_valid_auc 0.0000 best_valid_MAE 0.1577 best_valid_rmse 0.2304 best_valid_df 0.0712 
best_auc 0.0000 best_MAE 0.1587 rmse 0.2328 df 0.0761
