{'model_name': 'CLSA', 'clas_conv2_kernel': 3, 'clsa_conv2_output_size': 7, 'clas_pool_kernel': 2, 'lstm_input_size': 100, 'hidden_size': 14, 'attention_input_size': 28, 'seed': 5, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'Kwai', 'day': 14, 'future_day': 16, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 5, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'dropout_p': 0.1, 'device': device(type='cuda', index=5), 'u_feat_size': 2948, 'u_field_size': 2, 'a_feat_size': 6, 'a_field_size': 6, 'input_size': 6, 'day_numpy_train': array([3878,  688,  510,  374,  302,  262,  250,  187,  171,  166,  161,
        124,  124,  163,  169,  202,  342])}
      train: epoch 0 loss 0.142567  auc  0.0000 MAE  0.2062 rmse  0.2691  df(ActivateDay.Avg) 0.0385
               valid loss 0.503406  auc  0.0000 MAE  0.1775 rmse  0.2358  df(ActivateDay.Avg) 0.1023
                test loss 0.508704  auc  0.0000 MAE  0.1801 rmse  0.2402  df(ActivateDay.Avg) 0.1376
      train: epoch 1 loss 0.110431  auc  0.0000 MAE  0.1714 rmse  0.2368  df(ActivateDay.Avg) 0.0056
               valid loss 0.563861  auc  0.0000 MAE  0.1606 rmse  0.2291  df(ActivateDay.Avg) 0.0807
                test loss 0.572069  auc  0.0000 MAE  0.1611 rmse  0.2302  df(ActivateDay.Avg) 0.0544
      train: epoch 2 loss 0.103082  auc  0.0000 MAE  0.1637 rmse  0.2288  df(ActivateDay.Avg) 0.0019
               valid loss 0.603058  auc  0.0000 MAE  0.1551 rmse  0.2287  df(ActivateDay.Avg) 0.1856
                test loss 0.612330  auc  0.0000 MAE  0.1546 rmse  0.2295  df(ActivateDay.Avg) 0.1658
      train: epoch 3 loss 0.099066  auc  0.0000 MAE  0.1591 rmse  0.2243  df(ActivateDay.Avg) 0.0041
               valid loss 0.574514  auc  0.0000 MAE  0.1503 rmse  0.2211  df(ActivateDay.Avg) 0.1009
                test loss 0.582946  auc  0.0000 MAE  0.1506 rmse  0.2225  df(ActivateDay.Avg) 0.0767
      train: epoch 4 loss 0.094657  auc  0.0000 MAE  0.1552 rmse  0.2193  df(ActivateDay.Avg) 0.0020
               valid loss 0.523287  auc  0.0000 MAE  0.1642 rmse  0.2248  df(ActivateDay.Avg) 0.0306
      train: epoch 5 loss 0.092620  auc  0.0000 MAE  0.1526 rmse  0.2169  df(ActivateDay.Avg) 0.0065
               valid loss 0.528946  auc  0.0000 MAE  0.1511 rmse  0.2187  df(ActivateDay.Avg) 0.0084
                test loss 0.535881  auc  0.0000 MAE  0.1516 rmse  0.2210  df(ActivateDay.Avg) 0.0393
      train: epoch 6 loss 0.089733  auc  0.0000 MAE  0.1509 rmse  0.2135  df(ActivateDay.Avg) 0.0094
               valid loss 0.548285  auc  0.0000 MAE  0.1516 rmse  0.2181  df(ActivateDay.Avg) 0.0758
                test loss 0.553832  auc  0.0000 MAE  0.1516 rmse  0.2194  df(ActivateDay.Avg) 0.0459
      train: epoch 7 loss 0.088724  auc  0.0000 MAE  0.1483 rmse  0.2123  df(ActivateDay.Avg) 0.0013
               valid loss 0.627821  auc  0.0000 MAE  0.1512 rmse  0.2303  df(ActivateDay.Avg) 0.2473
      train: epoch 8 loss 0.088724  auc  0.0000 MAE  0.1483 rmse  0.2123  df(ActivateDay.Avg) 0.0079
               valid loss 0.469762  auc  0.0000 MAE  0.1622 rmse  0.2218  df(ActivateDay.Avg) 0.1635
      train: epoch 9 loss 0.085970  auc  0.0000 MAE  0.1461 rmse  0.2090  df(ActivateDay.Avg) 0.0004
               valid loss 0.450378  auc  0.0000 MAE  0.1736 rmse  0.2256  df(ActivateDay.Avg) 0.2287
     train: epoch 10 loss 0.084411  auc  0.0000 MAE  0.1454 rmse  0.2071  df(ActivateDay.Avg) 0.0058
               valid loss 0.576237  auc  0.0000 MAE  0.1489 rmse  0.2237  df(ActivateDay.Avg) 0.0973
     train: epoch 11 loss 0.083766  auc  0.0000 MAE  0.1430 rmse  0.2063  df(ActivateDay.Avg) 0.0056
               valid loss 0.596123  auc  0.0000 MAE  0.1508 rmse  0.2281  df(ActivateDay.Avg) 0.1596
     train: epoch 12 loss 0.081861  auc  0.0000 MAE  0.1421 rmse  0.2039  df(ActivateDay.Avg) 0.0006
               valid loss 0.516284  auc  0.0000 MAE  0.1597 rmse  0.2247  df(ActivateDay.Avg) 0.0114
     train: epoch 13 loss 0.081897  auc  0.0000 MAE  0.1420 rmse  0.2040  df(ActivateDay.Avg) 0.0056
               valid loss 0.470032  auc  0.0000 MAE  0.1628 rmse  0.2241  df(ActivateDay.Avg) 0.1597
     train: epoch 14 loss 0.080037  auc  0.0000 MAE  0.1406 rmse  0.2016  df(ActivateDay.Avg) 0.0027
               valid loss 0.494921  auc  0.0000 MAE  0.1575 rmse  0.2213  df(ActivateDay.Avg) 0.0809
     train: epoch 15 loss 0.078691  auc  0.0000 MAE  0.1381 rmse  0.1999  df(ActivateDay.Avg) 0.0007
               valid loss 0.502430  auc  0.0000 MAE  0.1548 rmse  0.2201  df(ActivateDay.Avg) 0.0671
     train: epoch 16 loss 0.076879  auc  0.0000 MAE  0.1370 rmse  0.1976  df(ActivateDay.Avg) 0.0039
