{'model_name': 'CFIN', 'conv_size': 256, 'context_size': 32, 'embedding_size': 64, 'deep_layers': [100, 50], 'attn_enable': 1, 'attn_size': 128, 'kernel_size': 5, 'stride': 5, 'batch_norm': 1, 'batch_norm_decay': 0.095, 'dropout_p': 0.1, 'seed': 1, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'Kwai', 'day': 14, 'future_day': 16, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 7, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'device': device(type='cuda', index=7), 'u_feat_size': 2948, 'u_field_size': 2, 'a_feat_size': 6, 'a_field_size': 6, 'input_size': 6, 'day_numpy_train': array([3915,  679,  514,  362,  268,  263,  241,  181,  181,  188,  158,
        138,  120,  154,  184,  194,  333])}
      train: epoch 0 loss 0.128215  auc  0.0000 MAE  0.1738 rmse  0.2552  df(ActivateDay.Avg) 0.0444
               valid loss 0.569189  auc  0.0000 MAE  0.1716 rmse  0.2396  df(ActivateDay.Avg) 0.0143
                test loss 0.594037  auc  0.0000 MAE  0.1732 rmse  0.2425  df(ActivateDay.Avg) 0.0076
      train: epoch 1 loss 0.120187  auc  0.0000 MAE  0.1688 rmse  0.2471  df(ActivateDay.Avg) 0.0809
               valid loss 0.749087  auc  0.0000 MAE  0.1607 rmse  0.2439  df(ActivateDay.Avg) 0.0937
      train: epoch 2 loss 0.115771  auc  0.0000 MAE  0.1703 rmse  0.2425  df(ActivateDay.Avg) 0.0344
               valid loss 0.674393  auc  0.0000 MAE  0.1633 rmse  0.2349  df(ActivateDay.Avg) 0.0539
                test loss 0.611981  auc  0.0000 MAE  0.1645 rmse  0.2377  df(ActivateDay.Avg) 0.0705
      train: epoch 3 loss 0.115689  auc  0.0000 MAE  0.1684 rmse  0.2424  df(ActivateDay.Avg) 0.0447
               valid loss 0.607352  auc  0.0000 MAE  0.1865 rmse  0.2408  df(ActivateDay.Avg) 0.0772
      train: epoch 4 loss 0.113597  auc  0.0000 MAE  0.1673 rmse  0.2402  df(ActivateDay.Avg) 0.0501
               valid loss 0.697988  auc  0.0000 MAE  0.1634 rmse  0.2411  df(ActivateDay.Avg) 0.0714
      train: epoch 5 loss 0.110377  auc  0.0000 MAE  0.1663 rmse  0.2368  df(ActivateDay.Avg) 0.0336
               valid loss 0.605543  auc  0.0000 MAE  0.1890 rmse  0.2428  df(ActivateDay.Avg) 0.1117
      train: epoch 6 loss 0.108533  auc  0.0000 MAE  0.1643 rmse  0.2348  df(ActivateDay.Avg) 0.0357
               valid loss 0.699178  auc  0.0000 MAE  0.1634 rmse  0.2428  df(ActivateDay.Avg) 0.0123
      train: epoch 7 loss 0.107320  auc  0.0000 MAE  0.1618 rmse  0.2335  df(ActivateDay.Avg) 0.0414
               valid loss 0.666771  auc  0.0000 MAE  0.1813 rmse  0.2463  df(ActivateDay.Avg) 0.0222
      train: epoch 8 loss 0.106368  auc  0.0000 MAE  0.1617 rmse  0.2324  df(ActivateDay.Avg) 0.0293
               valid loss 0.703343  auc  0.0000 MAE  0.1685 rmse  0.2428  df(ActivateDay.Avg) 0.0570
      train: epoch 9 loss 0.105310  auc  0.0000 MAE  0.1605 rmse  0.2313  df(ActivateDay.Avg) 0.0362
               valid loss 0.766849  auc  0.0000 MAE  0.1634 rmse  0.2449  df(ActivateDay.Avg) 0.1612
     train: epoch 10 loss 0.102213  auc  0.0000 MAE  0.1577 rmse  0.2279  df(ActivateDay.Avg) 0.0387
               valid loss 0.643185  auc  0.0000 MAE  0.1636 rmse  0.2404  df(ActivateDay.Avg) 0.0632
     train: epoch 11 loss 0.101459  auc  0.0000 MAE  0.1568 rmse  0.2270  df(ActivateDay.Avg) 0.0270
               valid loss 0.789613  auc  0.0000 MAE  0.1577 rmse  0.2430  df(ActivateDay.Avg) 0.0990
     train: epoch 12 loss 0.099599  auc  0.0000 MAE  0.1548 rmse  0.2249  df(ActivateDay.Avg) 0.0295
               valid loss 0.704692  auc  0.0000 MAE  0.1619 rmse  0.2439  df(ActivateDay.Avg) 0.1244
     train: epoch 13 loss 0.097965  auc  0.0000 MAE  0.1530 rmse  0.2231  df(ActivateDay.Avg) 0.0316
               valid loss 0.666759  auc  0.0000 MAE  0.1668 rmse  0.2463  df(ActivateDay.Avg) 0.0077
     train: epoch 14 loss 0.095757  auc  0.0000 MAE  0.1522 rmse  0.2205  df(ActivateDay.Avg) 0.0160
               valid loss 0.726566  auc  0.0000 MAE  0.1669 rmse  0.2489  df(ActivateDay.Avg) 0.0780
     train: epoch 15 loss 0.094027  auc  0.0000 MAE  0.1494 rmse  0.2185  df(ActivateDay.Avg) 0.0171
               valid loss 0.613469  auc  0.0000 MAE  0.1698 rmse  0.2481  df(ActivateDay.Avg) 0.0146
     train: epoch 16 loss 0.092175  auc  0.0000 MAE  0.1466 rmse  0.2164  df(ActivateDay.Avg) 0.0157
               valid loss 0.683549  auc  0.0000 MAE  0.1671 rmse  0.2494  df(ActivateDay.Avg) 0.1399
     train: epoch 17 loss 0.091033  auc  0.0000 MAE  0.1467 rmse  0.2150  df(ActivateDay.Avg) 0.0167
               valid loss 0.665110  auc  0.0000 MAE  0.1692 rmse  0.2513  df(ActivateDay.Avg) 0.1345
     train: epoch 18 loss 0.089660  auc  0.0000 MAE  0.1451 rmse  0.2134  df(ActivateDay.Avg) 0.0198
               valid loss 0.667977  auc  0.0000 MAE  0.1671 rmse  0.2534  df(ActivateDay.Avg) 0.0936
     train: epoch 19 loss 0.088218  auc  0.0000 MAE  0.1426 rmse  0.2117  df(ActivateDay.Avg) 0.0334
               valid loss 0.653661  auc  0.0000 MAE  0.1848 rmse  0.2557  df(ActivateDay.Avg) 0.0531
     train: epoch 20 loss 0.090373  auc  0.0000 MAE  0.1443 rmse  0.2143  df(ActivateDay.Avg) 0.0243
               valid loss 0.651800  auc  0.0000 MAE  0.1653 rmse  0.2531  df(ActivateDay.Avg) 0.0020
     train: epoch 21 loss 0.087833  auc  0.0000 MAE  0.1432 rmse  0.2112  df(ActivateDay.Avg) 0.0132
               valid loss 0.618231  auc  0.0000 MAE  0.1731 rmse  0.2496  df(ActivateDay.Avg) 0.0611
     train: epoch 22 loss 0.085878  auc  0.0000 MAE  0.1420 rmse  0.2089  df(ActivateDay.Avg) 0.0233
               valid loss 0.804328  auc  0.0000 MAE  0.1627 rmse  0.2533  df(ActivateDay.Avg) 0.1079
     train: epoch 23 loss 0.085559  auc  0.0000 MAE  0.1402 rmse  0.2085  df(ActivateDay.Avg) 0.0231
               valid loss 0.720726  auc  0.0000 MAE  0.1688 rmse  0.2518  df(ActivateDay.Avg) 0.0765
     train: epoch 24 loss 0.085138  auc  0.0000 MAE  0.1394 rmse  0.2080  df(ActivateDay.Avg) 0.0238
               valid loss 0.715099  auc  0.0000 MAE  0.1719 rmse  0.2535  df(ActivateDay.Avg) 0.0818
     train: epoch 25 loss 0.085515  auc  0.0000 MAE  0.1407 rmse  0.2084  df(ActivateDay.Avg) 0.0116
               valid loss 0.631610  auc  0.0000 MAE  0.1731 rmse  0.2511  df(ActivateDay.Avg) 0.0873
     train: epoch 26 loss 0.084998  auc  0.0000 MAE  0.1399 rmse  0.2078  df(ActivateDay.Avg) 0.0209
               valid loss 0.629297  auc  0.0000 MAE  0.1702 rmse  0.2499  df(ActivateDay.Avg) 0.0143
     train: epoch 27 loss 0.083974  auc  0.0000 MAE  0.1380 rmse  0.2065  df(ActivateDay.Avg) 0.0266
               valid loss 0.757684  auc  0.0000 MAE  0.1637 rmse  0.2518  df(ActivateDay.Avg) 0.0825
     train: epoch 28 loss 0.085898  auc  0.0000 MAE  0.1411 rmse  0.2089  df(ActivateDay.Avg) 0.0181
               valid loss 0.580640  auc  0.0000 MAE  0.1855 rmse  0.2566  df(ActivateDay.Avg) 0.0245
     train: epoch 29 loss 0.084732  auc  0.0000 MAE  0.1397 rmse  0.2075  df(ActivateDay.Avg) 0.0141
               valid loss 0.744063  auc  0.0000 MAE  0.1665 rmse  0.2531  df(ActivateDay.Avg) 0.0696
     train: epoch 30 loss 0.083693  auc  0.0000 MAE  0.1385 rmse  0.2062  df(ActivateDay.Avg) 0.0216
               valid loss 0.613795  auc  0.0000 MAE  0.1746 rmse  0.2561  df(ActivateDay.Avg) 0.0022
     train: epoch 31 loss 0.083618  auc  0.0000 MAE  0.1396 rmse  0.2061  df(ActivateDay.Avg) 0.0091
               valid loss 0.683306  auc  0.0000 MAE  0.1674 rmse  0.2531  df(ActivateDay.Avg) 0.0633
     train: epoch 32 loss 0.084332  auc  0.0000 MAE  0.1392 rmse  0.2070  df(ActivateDay.Avg) 0.0248
               valid loss 0.605837  auc  0.0000 MAE  0.1757 rmse  0.2526  df(ActivateDay.Avg) 0.0048
     train: epoch 33 loss 0.082410  auc  0.0000 MAE  0.1372 rmse  0.2046  df(ActivateDay.Avg) 0.0183
               valid loss 0.720813  auc  0.0000 MAE  0.1797 rmse  0.2619  df(ActivateDay.Avg) 0.0762
     train: epoch 34 loss 0.082016  auc  0.0000 MAE  0.1365 rmse  0.2041  df(ActivateDay.Avg) 0.0219
               valid loss 0.803134  auc  0.0000 MAE  0.1618 rmse  0.2615  df(ActivateDay.Avg) 0.0618
     train: epoch 35 loss 0.083039  auc  0.0000 MAE  0.1370 rmse  0.2054  df(ActivateDay.Avg) 0.0263
               valid loss 0.765213  auc  0.0000 MAE  0.1678 rmse  0.2571  df(ActivateDay.Avg) 0.1279
     train: epoch 36 loss 0.081608  auc  0.0000 MAE  0.1370 rmse  0.2036  df(ActivateDay.Avg) 0.0218
               valid loss 0.741057  auc  0.0000 MAE  0.1662 rmse  0.2516  df(ActivateDay.Avg) 0.1038
     train: epoch 37 loss 0.082524  auc  0.0000 MAE  0.1376 rmse  0.2047  df(ActivateDay.Avg) 0.0180
               valid loss 0.633832  auc  0.0000 MAE  0.1690 rmse  0.2524  df(ActivateDay.Avg) 0.0715
     train: epoch 38 loss 0.080858  auc  0.0000 MAE  0.1367 rmse  0.2027  df(ActivateDay.Avg) 0.0146
               valid loss 0.574341  auc  0.0000 MAE  0.2205 rmse  0.2787  df(ActivateDay.Avg) 0.2228
     train: epoch 39 loss 0.080827  auc  0.0000 MAE  0.1358 rmse  0.2026  df(ActivateDay.Avg) 0.0145
               valid loss 0.745681  auc  0.0000 MAE  0.1676 rmse  0.2557  df(ActivateDay.Avg) 0.0693
     train: epoch 40 loss 0.081351  auc  0.0000 MAE  0.1354 rmse  0.2033  df(ActivateDay.Avg) 0.0222
               valid loss 0.773901  auc  0.0000 MAE  0.1659 rmse  0.2533  df(ActivateDay.Avg) 0.1489
     train: epoch 41 loss 0.080942  auc  0.0000 MAE  0.1357 rmse  0.2028  df(ActivateDay.Avg) 0.0342
               valid loss 0.642166  auc  0.0000 MAE  0.1762 rmse  0.2587  df(ActivateDay.Avg) 0.0849
     train: epoch 42 loss 0.080442  auc  0.0000 MAE  0.1361 rmse  0.2021  df(ActivateDay.Avg) 0.0099
               valid loss 0.674934  auc  0.0000 MAE  0.1692 rmse  0.2556  df(ActivateDay.Avg) 0.1328
     train: epoch 43 loss 0.080754  auc  0.0000 MAE  0.1363 rmse  0.2025  df(ActivateDay.Avg) 0.0225
               valid loss 0.640375  auc  0.0000 MAE  0.1932 rmse  0.2605  df(ActivateDay.Avg) 0.1095
     train: epoch 44 loss 0.080171  auc  0.0000 MAE  0.1358 rmse  0.2018  df(ActivateDay.Avg) 0.0096
               valid loss 0.742358  auc  0.0000 MAE  0.1714 rmse  0.2578  df(ActivateDay.Avg) 0.1000
     train: epoch 45 loss 0.080708  auc  0.0000 MAE  0.1358 rmse  0.2025  df(ActivateDay.Avg) 0.0188
               valid loss 0.656494  auc  0.0000 MAE  0.1668 rmse  0.2532  df(ActivateDay.Avg) 0.0203
     train: epoch 46 loss 0.078919  auc  0.0000 MAE  0.1341 rmse  0.2002  df(ActivateDay.Avg) 0.0233
               valid loss 0.687690  auc  0.0000 MAE  0.1730 rmse  0.2544  df(ActivateDay.Avg) 0.0067
     train: epoch 47 loss 0.079824  auc  0.0000 MAE  0.1351 rmse  0.2014  df(ActivateDay.Avg) 0.0185
               valid loss 0.686950  auc  0.0000 MAE  0.1819 rmse  0.2608  df(ActivateDay.Avg) 0.0089
     train: epoch 48 loss 0.080497  auc  0.0000 MAE  0.1350 rmse  0.2022  df(ActivateDay.Avg) 0.0249
               valid loss 0.667719  auc  0.0000 MAE  0.1832 rmse  0.2581  df(ActivateDay.Avg) 0.0224
     train: epoch 49 loss 0.079670  auc  0.0000 MAE  0.1352 rmse  0.2012  df(ActivateDay.Avg) 0.0146
               valid loss 0.615214  auc  0.0000 MAE  0.1713 rmse  0.2564  df(ActivateDay.Avg) 0.0032
     train: epoch 50 loss 0.078401  auc  0.0000 MAE  0.1336 rmse  0.1996  df(ActivateDay.Avg) 0.0087
               valid loss 0.626123  auc  0.0000 MAE  0.1712 rmse  0.2546  df(ActivateDay.Avg) 0.0296
     train: epoch 51 loss 0.078155  auc  0.0000 MAE  0.1332 rmse  0.1992  df(ActivateDay.Avg) 0.0207
               valid loss 0.678115  auc  0.0000 MAE  0.1750 rmse  0.2576  df(ActivateDay.Avg) 0.0544
     train: epoch 52 loss 0.077088  auc  0.0000 MAE  0.1326 rmse  0.1979  df(ActivateDay.Avg) 0.0146
               valid loss 0.672629  auc  0.0000 MAE  0.1862 rmse  0.2629  df(ActivateDay.Avg) 0.0485
