{'model_name': 'LSCNN', 'embedding_size': 64, 'hidden_size': 8, 'lstm_2_input_size': 100, 'lscnn_conv2_kernel': 3, 'lscnn_conv2_outputsize': 20, 'lscnn_pool_kernel': 2, 'dropout_p': 0.1, 'seed': 2, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'Kwai', 'day': 14, 'future_day': 16, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 7, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'device': device(type='cuda', index=7), 'u_feat_size': 2948, 'u_field_size': 2, 'a_feat_size': 6, 'a_field_size': 6, 'input_size': 6, 'day_numpy_train': array([3894,  692,  517,  377,  289,  240,  229,  189,  189,  176,  165,
        127,  117,  155,  173,  193,  351])}
      train: epoch 0 loss 0.108576  auc  0.0000 MAE  0.1731 rmse  0.2348  df(ActivateDay.Avg) 0.0198
               valid loss 0.504945  auc  0.0000 MAE  0.1657 rmse  0.2239  df(ActivateDay.Avg) 0.1298
                test loss 0.484368  auc  0.0000 MAE  0.1709 rmse  0.2315  df(ActivateDay.Avg) 0.1619
      train: epoch 1 loss 0.095037  auc  0.0000 MAE  0.1582 rmse  0.2197  df(ActivateDay.Avg) 0.0017
               valid loss 0.504806  auc  0.0000 MAE  0.1582 rmse  0.2141  df(ActivateDay.Avg) 0.0906
                test loss 0.484938  auc  0.0000 MAE  0.1644 rmse  0.2231  df(ActivateDay.Avg) 0.1170
      train: epoch 2 loss 0.090265  auc  0.0000 MAE  0.1534 rmse  0.2141  df(ActivateDay.Avg) 0.0079
               valid loss 0.561791  auc  0.0000 MAE  0.1438 rmse  0.2090  df(ActivateDay.Avg) 0.0609
                test loss 0.539376  auc  0.0000 MAE  0.1498 rmse  0.2184  df(ActivateDay.Avg) 0.0374
      train: epoch 3 loss 0.086512  auc  0.0000 MAE  0.1484 rmse  0.2096  df(ActivateDay.Avg) 0.0030
               valid loss 0.542803  auc  0.0000 MAE  0.1433 rmse  0.2055  df(ActivateDay.Avg) 0.0399
                test loss 0.522005  auc  0.0000 MAE  0.1492 rmse  0.2149  df(ActivateDay.Avg) 0.0154
      train: epoch 4 loss 0.084895  auc  0.0000 MAE  0.1461 rmse  0.2077  df(ActivateDay.Avg) 0.0017
               valid loss 0.469121  auc  0.0000 MAE  0.1559 rmse  0.2072  df(ActivateDay.Avg) 0.1529
      train: epoch 5 loss 0.082918  auc  0.0000 MAE  0.1432 rmse  0.2052  df(ActivateDay.Avg) 0.0002
               valid loss 0.592826  auc  0.0000 MAE  0.1378 rmse  0.2072  df(ActivateDay.Avg) 0.1369
      train: epoch 6 loss 0.081401  auc  0.0000 MAE  0.1426 rmse  0.2033  df(ActivateDay.Avg) 0.0047
               valid loss 0.563480  auc  0.0000 MAE  0.1376 rmse  0.2034  df(ActivateDay.Avg) 0.0904
                test loss 0.541415  auc  0.0000 MAE  0.1423 rmse  0.2112  df(ActivateDay.Avg) 0.0642
      train: epoch 7 loss 0.080391  auc  0.0000 MAE  0.1413 rmse  0.2021  df(ActivateDay.Avg) 0.0079
               valid loss 0.526683  auc  0.0000 MAE  0.1398 rmse  0.2029  df(ActivateDay.Avg) 0.0057
                test loss 0.507011  auc  0.0000 MAE  0.1457 rmse  0.2116  df(ActivateDay.Avg) 0.0201
      train: epoch 8 loss 0.079157  auc  0.0000 MAE  0.1390 rmse  0.2005  df(ActivateDay.Avg) 0.0049
               valid loss 0.548062  auc  0.0000 MAE  0.1359 rmse  0.2035  df(ActivateDay.Avg) 0.0291
      train: epoch 9 loss 0.078100  auc  0.0000 MAE  0.1388 rmse  0.1992  df(ActivateDay.Avg) 0.0076
               valid loss 0.574415  auc  0.0000 MAE  0.1350 rmse  0.2039  df(ActivateDay.Avg) 0.0885
     train: epoch 10 loss 0.076979  auc  0.0000 MAE  0.1367 rmse  0.1977  df(ActivateDay.Avg) 0.0007
               valid loss 0.559088  auc  0.0000 MAE  0.1356 rmse  0.2051  df(ActivateDay.Avg) 0.0354
     train: epoch 11 loss 0.075730  auc  0.0000 MAE  0.1358 rmse  0.1961  df(ActivateDay.Avg) 0.0029
               valid loss 0.581833  auc  0.0000 MAE  0.1339 rmse  0.2053  df(ActivateDay.Avg) 0.0934
     train: epoch 12 loss 0.074207  auc  0.0000 MAE  0.1339 rmse  0.1941  df(ActivateDay.Avg) 0.0042
               valid loss 0.492014  auc  0.0000 MAE  0.1458 rmse  0.2026  df(ActivateDay.Avg) 0.0650
                test loss 0.475599  auc  0.0000 MAE  0.1518 rmse  0.2114  df(ActivateDay.Avg) 0.0916
     train: epoch 13 loss 0.072770  auc  0.0000 MAE  0.1334 rmse  0.1923  df(ActivateDay.Avg) 0.0072
               valid loss 0.545407  auc  0.0000 MAE  0.1374 rmse  0.2035  df(ActivateDay.Avg) 0.0516
     train: epoch 14 loss 0.071920  auc  0.0000 MAE  0.1319 rmse  0.1911  df(ActivateDay.Avg) 0.0065
               valid loss 0.511565  auc  0.0000 MAE  0.1390 rmse  0.2036  df(ActivateDay.Avg) 0.0422
     train: epoch 15 loss 0.070263  auc  0.0000 MAE  0.1303 rmse  0.1889  df(ActivateDay.Avg) 0.0081
               valid loss 0.545691  auc  0.0000 MAE  0.1344 rmse  0.2015  df(ActivateDay.Avg) 0.0394
                test loss 0.527622  auc  0.0000 MAE  0.1402 rmse  0.2102  df(ActivateDay.Avg) 0.0152
     train: epoch 16 loss 0.070240  auc  0.0000 MAE  0.1305 rmse  0.1889  df(ActivateDay.Avg) 0.0014
               valid loss 0.615777  auc  0.0000 MAE  0.1322 rmse  0.2069  df(ActivateDay.Avg) 0.1437
     train: epoch 17 loss 0.068800  auc  0.0000 MAE  0.1284 rmse  0.1869  df(ActivateDay.Avg) 0.0013
               valid loss 0.545679  auc  0.0000 MAE  0.1399 rmse  0.2062  df(ActivateDay.Avg) 0.0714
     train: epoch 18 loss 0.067431  auc  0.0000 MAE  0.1265 rmse  0.1851  df(ActivateDay.Avg) 0.0020
               valid loss 0.618409  auc  0.0000 MAE  0.1346 rmse  0.2105  df(ActivateDay.Avg) 0.1813
     train: epoch 19 loss 0.066935  auc  0.0000 MAE  0.1265 rmse  0.1844  df(ActivateDay.Avg) 0.0000
               valid loss 0.593553  auc  0.0000 MAE  0.1341 rmse  0.2079  df(ActivateDay.Avg) 0.1233
     train: epoch 20 loss 0.065304  auc  0.0000 MAE  0.1254 rmse  0.1821  df(ActivateDay.Avg) 0.0040
               valid loss 0.567107  auc  0.0000 MAE  0.1367 rmse  0.2091  df(ActivateDay.Avg) 0.0379
     train: epoch 21 loss 0.063488  auc  0.0000 MAE  0.1236 rmse  0.1796  df(ActivateDay.Avg) 0.0055
               valid loss 0.530559  auc  0.0000 MAE  0.1398 rmse  0.2054  df(ActivateDay.Avg) 0.0191
     train: epoch 22 loss 0.060949  auc  0.0000 MAE  0.1212 rmse  0.1759  df(ActivateDay.Avg) 0.0052
               valid loss 0.590272  auc  0.0000 MAE  0.1349 rmse  0.2089  df(ActivateDay.Avg) 0.1084
     train: epoch 23 loss 0.059965  auc  0.0000 MAE  0.1197 rmse  0.1745  df(ActivateDay.Avg) 0.0011
               valid loss 0.616751  auc  0.0000 MAE  0.1351 rmse  0.2130  df(ActivateDay.Avg) 0.1092
     train: epoch 24 loss 0.059855  auc  0.0000 MAE  0.1200 rmse  0.1744  df(ActivateDay.Avg) 0.0045
               valid loss 0.534583  auc  0.0000 MAE  0.1395 rmse  0.2102  df(ActivateDay.Avg) 0.0188
     train: epoch 25 loss 0.057292  auc  0.0000 MAE  0.1165 rmse  0.1706  df(ActivateDay.Avg) 0.0019
               valid loss 0.503722  auc  0.0000 MAE  0.1455 rmse  0.2086  df(ActivateDay.Avg) 0.0534
     train: epoch 26 loss 0.056823  auc  0.0000 MAE  0.1162 rmse  0.1699  df(ActivateDay.Avg) 0.0007
               valid loss 0.511241  auc  0.0000 MAE  0.1455 rmse  0.2137  df(ActivateDay.Avg) 0.0791
     train: epoch 27 loss 0.054576  auc  0.0000 MAE  0.1138 rmse  0.1665  df(ActivateDay.Avg) 0.0061
               valid loss 0.522548  auc  0.0000 MAE  0.1440 rmse  0.2100  df(ActivateDay.Avg) 0.0077
     train: epoch 28 loss 0.053696  auc  0.0000 MAE  0.1128 rmse  0.1651  df(ActivateDay.Avg) 0.0011
               valid loss 0.600189  auc  0.0000 MAE  0.1357 rmse  0.2129  df(ActivateDay.Avg) 0.1017
     train: epoch 29 loss 0.052635  auc  0.0000 MAE  0.1121 rmse  0.1635  df(ActivateDay.Avg) 0.0046
               valid loss 0.570224  auc  0.0000 MAE  0.1379 rmse  0.2126  df(ActivateDay.Avg) 0.0640
     train: epoch 30 loss 0.051237  auc  0.0000 MAE  0.1099 rmse  0.1613  df(ActivateDay.Avg) 0.0024
               valid loss 0.543469  auc  0.0000 MAE  0.1404 rmse  0.2149  df(ActivateDay.Avg) 0.0167
     train: epoch 31 loss 0.050614  auc  0.0000 MAE  0.1093 rmse  0.1603  df(ActivateDay.Avg) 0.0009
               valid loss 0.643061  auc  0.0000 MAE  0.1330 rmse  0.2150  df(ActivateDay.Avg) 0.1571
     train: epoch 32 loss 0.051165  auc  0.0000 MAE  0.1094 rmse  0.1612  df(ActivateDay.Avg) 0.0043
               valid loss 0.482304  auc  0.0000 MAE  0.1514 rmse  0.2163  df(ActivateDay.Avg) 0.1375
     train: epoch 33 loss 0.049014  auc  0.0000 MAE  0.1077 rmse  0.1578  df(ActivateDay.Avg) 0.0014
               valid loss 0.564535  auc  0.0000 MAE  0.1360 rmse  0.2121  df(ActivateDay.Avg) 0.0070
     train: epoch 34 loss 0.049328  auc  0.0000 MAE  0.1086 rmse  0.1583  df(ActivateDay.Avg) 0.0135
               valid loss 0.615585  auc  0.0000 MAE  0.1348 rmse  0.2160  df(ActivateDay.Avg) 0.0966
     train: epoch 35 loss 0.046733  auc  0.0000 MAE  0.1042 rmse  0.1541  df(ActivateDay.Avg) 0.0066
               valid loss 0.547616  auc  0.0000 MAE  0.1419 rmse  0.2144  df(ActivateDay.Avg) 0.0324
     train: epoch 36 loss 0.046323  auc  0.0000 MAE  0.1047 rmse  0.1534  df(ActivateDay.Avg) 0.0056
               valid loss 0.628388  auc  0.0000 MAE  0.1347 rmse  0.2149  df(ActivateDay.Avg) 0.1565
     train: epoch 37 loss 0.043741  auc  0.0000 MAE  0.1018 rmse  0.1491  df(ActivateDay.Avg) 0.0022
               valid loss 0.636466  auc  0.0000 MAE  0.1355 rmse  0.2182  df(ActivateDay.Avg) 0.1525
     train: epoch 38 loss 0.044270  auc  0.0000 MAE  0.1021 rmse  0.1500  df(ActivateDay.Avg) 0.0069
               valid loss 0.506070  auc  0.0000 MAE  0.1499 rmse  0.2180  df(ActivateDay.Avg) 0.0792
     train: epoch 39 loss 0.043660  auc  0.0000 MAE  0.1010 rmse  0.1489  df(ActivateDay.Avg) 0.0014
               valid loss 0.507647  auc  0.0000 MAE  0.1467 rmse  0.2176  df(ActivateDay.Avg) 0.0812
