{'model_name': 'DPCNN', 'dpcnn_conv2_kernel_1': 3, 'dpcnn_conv2_output_size_1': 32, 'dpcnn_conv2_kernel_2': 3, 'dpcnn_conv2_output_size_2': 64, 'liner_1_output_size': 128, 'dropout_p': 0.2, 'seed': 5, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 0.001, 'max_iter': 100, 'DataSet': 'Kwai', 'day': 14, 'future_day': 16, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 1, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'device': device(type='cuda', index=1), 'u_feat_size': 2948, 'u_field_size': 2, 'a_feat_size': 6, 'a_field_size': 6, 'input_size': 6, 'day_numpy_train': array([3878,  688,  510,  374,  302,  262,  250,  187,  171,  166,  161,
        124,  124,  163,  169,  202,  342])}
               valid loss 0.465320  auc  0.0000 MAE  0.1690 rmse  0.2203  df(ActivateDay.Avg) 0.2007
      train: epoch 8 loss 0.096264  auc  0.0000 MAE  0.1597 rmse  0.2211  df(ActivateDay.Avg) 0.0145
               valid loss 0.547963  auc  0.0000 MAE  0.1602 rmse  0.2206  df(ActivateDay.Avg) 0.0865
      train: epoch 9 loss 0.095382  auc  0.0000 MAE  0.1590 rmse  0.2201  df(ActivateDay.Avg) 0.0115
               valid loss 0.503669  auc  0.0000 MAE  0.1571 rmse  0.2145  df(ActivateDay.Avg) 0.0637
                test loss 0.516895  auc  0.0000 MAE  0.1562 rmse  0.2159  df(ActivateDay.Avg) 0.0897
     train: epoch 10 loss 0.094865  auc  0.0000 MAE  0.1585 rmse  0.2195  df(ActivateDay.Avg) 0.0127
               valid loss 0.552377  auc  0.0000 MAE  0.1517 rmse  0.2151  df(ActivateDay.Avg) 0.0850
     train: epoch 11 loss 0.094608  auc  0.0000 MAE  0.1581 rmse  0.2192  df(ActivateDay.Avg) 0.0070
               valid loss 0.620156  auc  0.0000 MAE  0.1490 rmse  0.2227  df(ActivateDay.Avg) 0.2020
     train: epoch 12 loss 0.094855  auc  0.0000 MAE  0.1582 rmse  0.2195  df(ActivateDay.Avg) 0.0093
               valid loss 0.532466  auc  0.0000 MAE  0.1509 rmse  0.2140  df(ActivateDay.Avg) 0.0061
                test loss 0.546884  auc  0.0000 MAE  0.1499 rmse  0.2152  df(ActivateDay.Avg) 0.0160
     train: epoch 13 loss 0.094756  auc  0.0000 MAE  0.1584 rmse  0.2194  df(ActivateDay.Avg) 0.0126
               valid loss 0.491858  auc  0.0000 MAE  0.1602 rmse  0.2137  df(ActivateDay.Avg) 0.0803
                test loss 0.505933  auc  0.0000 MAE  0.1599 rmse  0.2165  df(ActivateDay.Avg) 0.1067
     train: epoch 14 loss 0.093956  auc  0.0000 MAE  0.1573 rmse  0.2185  df(ActivateDay.Avg) 0.0082
               valid loss 0.529454  auc  0.0000 MAE  0.1514 rmse  0.2148  df(ActivateDay.Avg) 0.0018
     train: epoch 15 loss 0.094349  auc  0.0000 MAE  0.1573 rmse  0.2189  df(ActivateDay.Avg) 0.0085
               valid loss 0.524374  auc  0.0000 MAE  0.1546 rmse  0.2145  df(ActivateDay.Avg) 0.0067
     train: epoch 16 loss 0.093254  auc  0.0000 MAE  0.1572 rmse  0.2176  df(ActivateDay.Avg) 0.0225
               valid loss 0.544613  auc  0.0000 MAE  0.1523 rmse  0.2141  df(ActivateDay.Avg) 0.0748
     train: epoch 17 loss 0.094350  auc  0.0000 MAE  0.1578 rmse  0.2189  df(ActivateDay.Avg) 0.0095
               valid loss 0.488057  auc  0.0000 MAE  0.1639 rmse  0.2150  df(ActivateDay.Avg) 0.0838
     train: epoch 18 loss 0.093529  auc  0.0000 MAE  0.1574 rmse  0.2180  df(ActivateDay.Avg) 0.0164
               valid loss 0.517793  auc  0.0000 MAE  0.1518 rmse  0.2121  df(ActivateDay.Avg) 0.0187
                test loss 0.532557  auc  0.0000 MAE  0.1514 rmse  0.2140  df(ActivateDay.Avg) 0.0419
     train: epoch 19 loss 0.092950  auc  0.0000 MAE  0.1571 rmse  0.2173  df(ActivateDay.Avg) 0.0223
               valid loss 0.503531  auc  0.0000 MAE  0.1577 rmse  0.2138  df(ActivateDay.Avg) 0.0374
     train: epoch 20 loss 0.092712  auc  0.0000 MAE  0.1561 rmse  0.2170  df(ActivateDay.Avg) 0.0121
               valid loss 0.515950  auc  0.0000 MAE  0.1588 rmse  0.2147  df(ActivateDay.Avg) 0.0056
     train: epoch 21 loss 0.093104  auc  0.0000 MAE  0.1574 rmse  0.2175  df(ActivateDay.Avg) 0.0212
               valid loss 0.512870  auc  0.0000 MAE  0.1518 rmse  0.2118  df(ActivateDay.Avg) 0.0357
                test loss 0.529725  auc  0.0000 MAE  0.1511 rmse  0.2140  df(ActivateDay.Avg) 0.0580
     train: epoch 22 loss 0.092518  auc  0.0000 MAE  0.1558 rmse  0.2168  df(ActivateDay.Avg) 0.0107
               valid loss 0.481502  auc  0.0000 MAE  0.1640 rmse  0.2139  df(ActivateDay.Avg) 0.1022
     train: epoch 23 loss 0.092065  auc  0.0000 MAE  0.1562 rmse  0.2162  df(ActivateDay.Avg) 0.0192
               valid loss 0.512846  auc  0.0000 MAE  0.1539 rmse  0.2130  df(ActivateDay.Avg) 0.0302
     train: epoch 24 loss 0.092190  auc  0.0000 MAE  0.1558 rmse  0.2164  df(ActivateDay.Avg) 0.0191
               valid loss 0.536850  auc  0.0000 MAE  0.1510 rmse  0.2129  df(ActivateDay.Avg) 0.0465
     train: epoch 25 loss 0.091408  auc  0.0000 MAE  0.1557 rmse  0.2155  df(ActivateDay.Avg) 0.0210
               valid loss 0.523219  auc  0.0000 MAE  0.1509 rmse  0.2124  df(ActivateDay.Avg) 0.0027
     train: epoch 26 loss 0.091529  auc  0.0000 MAE  0.1555 rmse  0.2156  df(ActivateDay.Avg) 0.0159
               valid loss 0.557222  auc  0.0000 MAE  0.1496 rmse  0.2146  df(ActivateDay.Avg) 0.1007
     train: epoch 27 loss 0.092176  auc  0.0000 MAE  0.1558 rmse  0.2164  df(ActivateDay.Avg) 0.0193
               valid loss 0.523535  auc  0.0000 MAE  0.1503 rmse  0.2123  df(ActivateDay.Avg) 0.0090
     train: epoch 28 loss 0.092256  auc  0.0000 MAE  0.1560 rmse  0.2165  df(ActivateDay.Avg) 0.0154
               valid loss 0.506241  auc  0.0000 MAE  0.1565 rmse  0.2132  df(ActivateDay.Avg) 0.0329
     train: epoch 29 loss 0.092170  auc  0.0000 MAE  0.1564 rmse  0.2164  df(ActivateDay.Avg) 0.0187
               valid loss 0.465720  auc  0.0000 MAE  0.1650 rmse  0.2133  df(ActivateDay.Avg) 0.1536
     train: epoch 30 loss 0.091718  auc  0.0000 MAE  0.1556 rmse  0.2158  df(ActivateDay.Avg) 0.0182
               valid loss 0.451271  auc  0.0000 MAE  0.1700 rmse  0.2168  df(ActivateDay.Avg) 0.2110
     train: epoch 31 loss 0.092504  auc  0.0000 MAE  0.1564 rmse  0.2168  df(ActivateDay.Avg) 0.0194
               valid loss 0.520129  auc  0.0000 MAE  0.1508 rmse  0.2123  df(ActivateDay.Avg) 0.0173
     train: epoch 32 loss 0.091171  auc  0.0000 MAE  0.1546 rmse  0.2152  df(ActivateDay.Avg) 0.0119
               valid loss 0.523027  auc  0.0000 MAE  0.1487 rmse  0.2109  df(ActivateDay.Avg) 0.0014
                test loss 0.536904  auc  0.0000 MAE  0.1467 rmse  0.2105  df(ActivateDay.Avg) 0.0181
     train: epoch 33 loss 0.090681  auc  0.0000 MAE  0.1555 rmse  0.2146  df(ActivateDay.Avg) 0.0297
               valid loss 0.505836  auc  0.0000 MAE  0.1537 rmse  0.2116  df(ActivateDay.Avg) 0.0375
     train: epoch 34 loss 0.091013  auc  0.0000 MAE  0.1542 rmse  0.2150  df(ActivateDay.Avg) 0.0179
               valid loss 0.507766  auc  0.0000 MAE  0.1567 rmse  0.2118  df(ActivateDay.Avg) 0.0091
     train: epoch 35 loss 0.090600  auc  0.0000 MAE  0.1554 rmse  0.2145  df(ActivateDay.Avg) 0.0247
               valid loss 0.593608  auc  0.0000 MAE  0.1460 rmse  0.2171  df(ActivateDay.Avg) 0.1660
     train: epoch 36 loss 0.091427  auc  0.0000 MAE  0.1547 rmse  0.2155  df(ActivateDay.Avg) 0.0152
               valid loss 0.498566  auc  0.0000 MAE  0.1544 rmse  0.2112  df(ActivateDay.Avg) 0.0555
     train: epoch 37 loss 0.090635  auc  0.0000 MAE  0.1548 rmse  0.2146  df(ActivateDay.Avg) 0.0193
               valid loss 0.516438  auc  0.0000 MAE  0.1495 rmse  0.2098  df(ActivateDay.Avg) 0.0136
                test loss 0.532261  auc  0.0000 MAE  0.1489 rmse  0.2118  df(ActivateDay.Avg) 0.0355
     train: epoch 38 loss 0.090782  auc  0.0000 MAE  0.1542 rmse  0.2147  df(ActivateDay.Avg) 0.0175
               valid loss 0.512797  auc  0.0000 MAE  0.1530 rmse  0.2110  df(ActivateDay.Avg) 0.0122
     train: epoch 39 loss 0.091002  auc  0.0000 MAE  0.1546 rmse  0.2150  df(ActivateDay.Avg) 0.0176
               valid loss 0.571265  auc  0.0000 MAE  0.1453 rmse  0.2139  df(ActivateDay.Avg) 0.1221
     train: epoch 40 loss 0.090726  auc  0.0000 MAE  0.1542 rmse  0.2147  df(ActivateDay.Avg) 0.0174
               valid loss 0.527820  auc  0.0000 MAE  0.1499 rmse  0.2112  df(ActivateDay.Avg) 0.0267
     train: epoch 41 loss 0.089973  auc  0.0000 MAE  0.1534 rmse  0.2138  df(ActivateDay.Avg) 0.0253
               valid loss 0.494946  auc  0.0000 MAE  0.1578 rmse  0.2120  df(ActivateDay.Avg) 0.0578
     train: epoch 42 loss 0.090630  auc  0.0000 MAE  0.1545 rmse  0.2146  df(ActivateDay.Avg) 0.0190
               valid loss 0.461144  auc  0.0000 MAE  0.1666 rmse  0.2152  df(ActivateDay.Avg) 0.1742
     train: epoch 43 loss 0.090229  auc  0.0000 MAE  0.1535 rmse  0.2141  df(ActivateDay.Avg) 0.0144
               valid loss 0.484828  auc  0.0000 MAE  0.1593 rmse  0.2122  df(ActivateDay.Avg) 0.0869
     train: epoch 44 loss 0.090195  auc  0.0000 MAE  0.1543 rmse  0.2140  df(ActivateDay.Avg) 0.0165
               valid loss 0.521196  auc  0.0000 MAE  0.1512 rmse  0.2106  df(ActivateDay.Avg) 0.0203
     train: epoch 45 loss 0.089946  auc  0.0000 MAE  0.1541 rmse  0.2137  df(ActivateDay.Avg) 0.0269
               valid loss 0.495888  auc  0.0000 MAE  0.1624 rmse  0.2140  df(ActivateDay.Avg) 0.0319
     train: epoch 46 loss 0.090154  auc  0.0000 MAE  0.1539 rmse  0.2140  df(ActivateDay.Avg) 0.0180
               valid loss 0.553978  auc  0.0000 MAE  0.1486 rmse  0.2141  df(ActivateDay.Avg) 0.0785
     train: epoch 47 loss 0.090583  auc  0.0000 MAE  0.1543 rmse  0.2145  df(ActivateDay.Avg) 0.0214
               valid loss 0.575379  auc  0.0000 MAE  0.1470 rmse  0.2156  df(ActivateDay.Avg) 0.1442
     train: epoch 48 loss 0.090170  auc  0.0000 MAE  0.1539 rmse  0.2140  df(ActivateDay.Avg) 0.0134
               valid loss 0.467178  auc  0.0000 MAE  0.1609 rmse  0.2143  df(ActivateDay.Avg) 0.1655
     train: epoch 49 loss 0.090541  auc  0.0000 MAE  0.1541 rmse  0.2145  df(ActivateDay.Avg) 0.0203
               valid loss 0.505068  auc  0.0000 MAE  0.1546 rmse  0.2113  df(ActivateDay.Avg) 0.0309
     train: epoch 50 loss 0.090068  auc  0.0000 MAE  0.1543 rmse  0.2139  df(ActivateDay.Avg) 0.0220
               valid loss 0.469569  auc  0.0000 MAE  0.1601 rmse  0.2133  df(ActivateDay.Avg) 0.1533
     train: epoch 51 loss 0.089464  auc  0.0000 MAE  0.1532 rmse  0.2132  df(ActivateDay.Avg) 0.0198
               valid loss 0.494670  auc  0.0000 MAE  0.1552 rmse  0.2114  df(ActivateDay.Avg) 0.0706
     train: epoch 52 loss 0.090503  auc  0.0000 MAE  0.1535 rmse  0.2144  df(ActivateDay.Avg) 0.0091
               valid loss 0.541982  auc  0.0000 MAE  0.1466 rmse  0.2123  df(ActivateDay.Avg) 0.0308
     train: epoch 53 loss 0.089876  auc  0.0000 MAE  0.1540 rmse  0.2137  df(ActivateDay.Avg) 0.0237
               valid loss 0.525698  auc  0.0000 MAE  0.1483 rmse  0.2119  df(ActivateDay.Avg) 0.0023
     train: epoch 54 loss 0.089894  auc  0.0000 MAE  0.1542 rmse  0.2137  df(ActivateDay.Avg) 0.0283
               valid loss 0.513778  auc  0.0000 MAE  0.1506 rmse  0.2098  df(ActivateDay.Avg) 0.0130
     train: epoch 55 loss 0.090154  auc  0.0000 MAE  0.1531 rmse  0.2140  df(ActivateDay.Avg) 0.0157
               valid loss 0.468455  auc  0.0000 MAE  0.1656 rmse  0.2142  df(ActivateDay.Avg) 0.1382
     train: epoch 56 loss 0.090226  auc  0.0000 MAE  0.1539 rmse  0.2141  df(ActivateDay.Avg) 0.0133
               valid loss 0.489824  auc  0.0000 MAE  0.1589 rmse  0.2121  df(ActivateDay.Avg) 0.0751
     train: epoch 57 loss 0.090504  auc  0.0000 MAE  0.1548 rmse  0.2144  df(ActivateDay.Avg) 0.0250
               valid loss 0.594716  auc  0.0000 MAE  0.1418 rmse  0.2154  df(ActivateDay.Avg) 0.1348
     train: epoch 58 loss 0.090090  auc  0.0000 MAE  0.1530 rmse  0.2139  df(ActivateDay.Avg) 0.0199
               valid loss 0.500374  auc  0.0000 MAE  0.1542 rmse  0.2115  df(ActivateDay.Avg) 0.0547
     train: epoch 59 loss 0.090361  auc  0.0000 MAE  0.1542 rmse  0.2142  df(ActivateDay.Avg) 0.0187
               valid loss 0.517500  auc  0.0000 MAE  0.1508 rmse  0.2108  df(ActivateDay.Avg) 0.0006
     train: epoch 60 loss 0.089455  auc  0.0000 MAE  0.1535 rmse  0.2132  df(ActivateDay.Avg) 0.0227
               valid loss 0.541428  auc  0.0000 MAE  0.1453 rmse  0.2113  df(ActivateDay.Avg) 0.0354
     train: epoch 61 loss 0.089606  auc  0.0000 MAE  0.1539 rmse  0.2133  df(ActivateDay.Avg) 0.0262
               valid loss 0.539621  auc  0.0000 MAE  0.1480 rmse  0.2127  df(ActivateDay.Avg) 0.0401
     train: epoch 62 loss 0.089922  auc  0.0000 MAE  0.1542 rmse  0.2137  df(ActivateDay.Avg) 0.0173
               valid loss 0.504164  auc  0.0000 MAE  0.1550 rmse  0.2122  df(ActivateDay.Avg) 0.0341
     train: epoch 63 loss 0.089048  auc  0.0000 MAE  0.1521 rmse  0.2127  df(ActivateDay.Avg) 0.0155
               valid loss 0.480052  auc  0.0000 MAE  0.1596 rmse  0.2123  df(ActivateDay.Avg) 0.1055
     train: epoch 64 loss 0.090166  auc  0.0000 MAE  0.1540 rmse  0.2140  df(ActivateDay.Avg) 0.0209
               valid loss 0.498609  auc  0.0000 MAE  0.1539 rmse  0.2106  df(ActivateDay.Avg) 0.0516
     train: epoch 65 loss 0.089019  auc  0.0000 MAE  0.1528 rmse  0.2126  df(ActivateDay.Avg) 0.0257
               valid loss 0.516608  auc  0.0000 MAE  0.1538 rmse  0.2123  df(ActivateDay.Avg) 0.0134
     train: epoch 66 loss 0.089737  auc  0.0000 MAE  0.1538 rmse  0.2135  df(ActivateDay.Avg) 0.0219
               valid loss 0.524835  auc  0.0000 MAE  0.1517 rmse  0.2115  df(ActivateDay.Avg) 0.0286
     train: epoch 67 loss 0.089806  auc  0.0000 MAE  0.1541 rmse  0.2136  df(ActivateDay.Avg) 0.0207
               valid loss 0.488455  auc  0.0000 MAE  0.1617 rmse  0.2138  df(ActivateDay.Avg) 0.0691
     train: epoch 68 loss 0.089216  auc  0.0000 MAE  0.1535 rmse  0.2129  df(ActivateDay.Avg) 0.0237
               valid loss 0.516263  auc  0.0000 MAE  0.1514 rmse  0.2115  df(ActivateDay.Avg) 0.0133
     train: epoch 69 loss 0.089699  auc  0.0000 MAE  0.1534 rmse  0.2135  df(ActivateDay.Avg) 0.0269
               valid loss 0.521214  auc  0.0000 MAE  0.1497 rmse  0.2112  df(ActivateDay.Avg) 0.0017
     train: epoch 70 loss 0.089397  auc  0.0000 MAE  0.1538 rmse  0.2131  df(ActivateDay.Avg) 0.0159
               valid loss 0.499670  auc  0.0000 MAE  0.1546 rmse  0.2103  df(ActivateDay.Avg) 0.0403
     train: epoch 71 loss 0.089929  auc  0.0000 MAE  0.1533 rmse  0.2137  df(ActivateDay.Avg) 0.0172
               valid loss 0.490238  auc  0.0000 MAE  0.1580 rmse  0.2131  df(ActivateDay.Avg) 0.0757
     train: epoch 72 loss 0.091005  auc  0.0000 MAE  0.1542 rmse  0.2150  df(ActivateDay.Avg) 0.0162
               valid loss 0.489537  auc  0.0000 MAE  0.1602 rmse  0.2121  df(ActivateDay.Avg) 0.0637
     train: epoch 73 loss 0.089604  auc  0.0000 MAE  0.1533 rmse  0.2133  df(ActivateDay.Avg) 0.0144
               valid loss 0.531843  auc  0.0000 MAE  0.1480 rmse  0.2119  df(ActivateDay.Avg) 0.0170
     train: epoch 74 loss 0.089017  auc  0.0000 MAE  0.1531 rmse  0.2126  df(ActivateDay.Avg) 0.0262
               valid loss 0.517231  auc  0.0000 MAE  0.1543 rmse  0.2142  df(ActivateDay.Avg) 0.0018
     train: epoch 75 loss 0.088867  auc  0.0000 MAE  0.1528 rmse  0.2125  df(ActivateDay.Avg) 0.0217
               valid loss 0.545554  auc  0.0000 MAE  0.1498 rmse  0.2134  df(ActivateDay.Avg) 0.0808
     train: epoch 76 loss 0.088659  auc  0.0000 MAE  0.1527 rmse  0.2122  df(ActivateDay.Avg) 0.0227
               valid loss 0.513268  auc  0.0000 MAE  0.1535 rmse  0.2123  df(ActivateDay.Avg) 0.0005
     train: epoch 77 loss 0.088687  auc  0.0000 MAE  0.1532 rmse  0.2122  df(ActivateDay.Avg) 0.0284
               valid loss 0.543598  auc  0.0000 MAE  0.1494 rmse  0.2136  df(ActivateDay.Avg) 0.0701
     train: epoch 78 loss 0.089032  auc  0.0000 MAE  0.1530 rmse  0.2127  df(ActivateDay.Avg) 0.0154
               valid loss 0.506165  auc  0.0000 MAE  0.1539 rmse  0.2111  df(ActivateDay.Avg) 0.0222
     train: epoch 79 loss 0.089728  auc  0.0000 MAE  0.1530 rmse  0.2135  df(ActivateDay.Avg) 0.0191
               valid loss 0.515477  auc  0.0000 MAE  0.1559 rmse  0.2130  df(ActivateDay.Avg) 0.0131
     train: epoch 80 loss 0.089206  auc  0.0000 MAE  0.1529 rmse  0.2129  df(ActivateDay.Avg) 0.0213
               valid loss 0.546550  auc  0.0000 MAE  0.1466 rmse  0.2121  df(ActivateDay.Avg) 0.0582
     train: epoch 81 loss 0.089072  auc  0.0000 MAE  0.1530 rmse  0.2127  df(ActivateDay.Avg) 0.0224
               valid loss 0.481456  auc  0.0000 MAE  0.1584 rmse  0.2119  df(ActivateDay.Avg) 0.1030
     train: epoch 82 loss 0.089167  auc  0.0000 MAE  0.1531 rmse  0.2128  df(ActivateDay.Avg) 0.0221
               valid loss 0.487618  auc  0.0000 MAE  0.1564 rmse  0.2119  df(ActivateDay.Avg) 0.0872
     train: epoch 83 loss 0.088553  auc  0.0000 MAE  0.1528 rmse  0.2121  df(ActivateDay.Avg) 0.0288
               valid loss 0.526293  auc  0.0000 MAE  0.1511 rmse  0.2123  df(ActivateDay.Avg) 0.0260
     train: epoch 84 loss 0.088218  auc  0.0000 MAE  0.1520 rmse  0.2117  df(ActivateDay.Avg) 0.0220
               valid loss 0.543258  auc  0.0000 MAE  0.1484 rmse  0.2124  df(ActivateDay.Avg) 0.0656
     train: epoch 85 loss 0.089576  auc  0.0000 MAE  0.1535 rmse  0.2133  df(ActivateDay.Avg) 0.0184
               valid loss 0.482837  auc  0.0000 MAE  0.1579 rmse  0.2118  df(ActivateDay.Avg) 0.1035
     train: epoch 86 loss 0.088706  auc  0.0000 MAE  0.1524 rmse  0.2123  df(ActivateDay.Avg) 0.0150
               valid loss 0.486332  auc  0.0000 MAE  0.1541 rmse  0.2122  df(ActivateDay.Avg) 0.1101
     train: epoch 87 loss 0.089601  auc  0.0000 MAE  0.1532 rmse  0.2133  df(ActivateDay.Avg) 0.0258
               valid loss 0.478976  auc  0.0000 MAE  0.1604 rmse  0.2125  df(ActivateDay.Avg) 0.1080
     train: epoch 88 loss 0.088655  auc  0.0000 MAE  0.1528 rmse  0.2122  df(ActivateDay.Avg) 0.0239
               valid loss 0.519621  auc  0.0000 MAE  0.1508 rmse  0.2108  df(ActivateDay.Avg) 0.0058
     train: epoch 89 loss 0.088599  auc  0.0000 MAE  0.1527 rmse  0.2121  df(ActivateDay.Avg) 0.0246
               valid loss 0.524677  auc  0.0000 MAE  0.1481 rmse  0.2113  df(ActivateDay.Avg) 0.0018
     train: epoch 90 loss 0.088653  auc  0.0000 MAE  0.1523 rmse  0.2122  df(ActivateDay.Avg) 0.0183
               valid loss 0.504827  auc  0.0000 MAE  0.1535 rmse  0.2113  df(ActivateDay.Avg) 0.0308
     train: epoch 91 loss 0.089087  auc  0.0000 MAE  0.1531 rmse  0.2127  df(ActivateDay.Avg) 0.0240
               valid loss 0.496932  auc  0.0000 MAE  0.1553 rmse  0.2116  df(ActivateDay.Avg) 0.0568
     train: epoch 92 loss 0.089024  auc  0.0000 MAE  0.1530 rmse  0.2126  df(ActivateDay.Avg) 0.0225
               valid loss 0.549904  auc  0.0000 MAE  0.1466 rmse  0.2119  df(ActivateDay.Avg) 0.0779
     train: epoch 93 loss 0.088680  auc  0.0000 MAE  0.1529 rmse  0.2122  df(ActivateDay.Avg) 0.0181
               valid loss 0.477249  auc  0.0000 MAE  0.1588 rmse  0.2120  df(ActivateDay.Avg) 0.1189
     train: epoch 94 loss 0.088835  auc  0.0000 MAE  0.1527 rmse  0.2124  df(ActivateDay.Avg) 0.0202
               valid loss 0.493356  auc  0.0000 MAE  0.1548 rmse  0.2107  df(ActivateDay.Avg) 0.0661
     train: epoch 95 loss 0.088616  auc  0.0000 MAE  0.1529 rmse  0.2122  df(ActivateDay.Avg) 0.0226
               valid loss 0.473275  auc  0.0000 MAE  0.1601 rmse  0.2121  df(ActivateDay.Avg) 0.1269
     train: epoch 96 loss 0.088494  auc  0.0000 MAE  0.1526 rmse  0.2120  df(ActivateDay.Avg) 0.0234
               valid loss 0.530740  auc  0.0000 MAE  0.1460 rmse  0.2111  df(ActivateDay.Avg) 0.0001
     train: epoch 97 loss 0.088224  auc  0.0000 MAE  0.1525 rmse  0.2117  df(ActivateDay.Avg) 0.0223
               valid loss 0.506256  auc  0.0000 MAE  0.1535 rmse  0.2108  df(ActivateDay.Avg) 0.0251
     train: epoch 98 loss 0.088701  auc  0.0000 MAE  0.1527 rmse  0.2123  df(ActivateDay.Avg) 0.0236
               valid loss 0.501361  auc  0.0000 MAE  0.1557 rmse  0.2126  df(ActivateDay.Avg) 0.0439
     train: epoch 99 loss 0.088408  auc  0.0000 MAE  0.1530 rmse  0.2119  df(ActivateDay.Avg) 0.0235
               valid loss 0.533385  auc  0.0000 MAE  0.1468 rmse  0.2110  df(ActivateDay.Avg) 0.0105
best_epoch:  37.0000
best_valid_auc 0.0000 best_valid_MAE 0.1495 best_valid_rmse 0.2098 best_valid_df 0.0136 
best_auc 0.0000 best_MAE 0.1489 rmse 0.2118 df 0.0355
