{'model_name': 'FLTADP', 'week_embedding_size': 30, 'week_num': 7, 'time_interval_embedding_size': 30, 'u_embedding_size': 64, 'embedding_size': 64, 'hidden_size': 20, 'num_attention_head': 1, 'batch_norm_decay': 0.095, 'dimension_1': 60, 'deep_layers': [100, 50], 'context_size': 32, 'dropout_p': 0.1, 'multi_task_enable': 0, 'imbalance_stratage_enable': 0, 'imbalance_stratage': {'label_smooth_kernel': 'gaussian', 'label_smooth_size': 3, 'label_smooth_sigma': 2, 'feature_smooth_kernel': 'gaussian', 'feature_smooth_size': 15, 'feature_smooth_sigma': 5}, 'seed': 2, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 3, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 7, 'bce_weight': 1.0, 'fine_grained': 1, 'device': device(type='cuda', index=7), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([12113,  4083,  2399,  1789,  1526,  1247,  1000,   763,   687,
         531,   402,   323,   254,   173,   121,    82,    77,    50,
          35,    24,    18,    12,    10,     9])}
               valid loss 0.035792  MAE  0.0925  rmse  0.1319  df(ActivateDay.Avg) 0.0742
     train: epoch 61 loss 0.107383  MAE  0.0924  rmse  0.1316  df(ActivateDay.Avg) 0.0406
               valid loss 0.035702  MAE  0.0926  rmse  0.1312  df(ActivateDay.Avg) 0.0196
     train: epoch 62 loss 0.107706  MAE  0.0923  rmse  0.1318  df(ActivateDay.Avg) 0.0417
               valid loss 0.035590  MAE  0.0944  rmse  0.1312  df(ActivateDay.Avg) 0.0052
     train: epoch 63 loss 0.107616  MAE  0.0924  rmse  0.1317  df(ActivateDay.Avg) 0.0391
               valid loss 0.035812  MAE  0.0924  rmse  0.1318  df(ActivateDay.Avg) 0.0645
     train: epoch 64 loss 0.107315  MAE  0.0924  rmse  0.1315  df(ActivateDay.Avg) 0.0397
               valid loss 0.035558  MAE  0.0927  rmse  0.1313  df(ActivateDay.Avg) 0.0427
     train: epoch 65 loss 0.107261  MAE  0.0923  rmse  0.1315  df(ActivateDay.Avg) 0.0396
               valid loss 0.035861  MAE  0.0952  rmse  0.1314  df(ActivateDay.Avg) 0.0392
     train: epoch 66 loss 0.107214  MAE  0.0923  rmse  0.1315  df(ActivateDay.Avg) 0.0394
               valid loss 0.035720  MAE  0.0939  rmse  0.1317  df(ActivateDay.Avg) 0.0391
     train: epoch 67 loss 0.107213  MAE  0.0922  rmse  0.1315  df(ActivateDay.Avg) 0.0405
               valid loss 0.035692  MAE  0.0917  rmse  0.1316  df(ActivateDay.Avg) 0.0698
     train: epoch 68 loss 0.107296  MAE  0.0922  rmse  0.1315  df(ActivateDay.Avg) 0.0412
               valid loss 0.035643  MAE  0.0935  rmse  0.1315  df(ActivateDay.Avg) 0.0418
     train: epoch 69 loss 0.107213  MAE  0.0924  rmse  0.1315  df(ActivateDay.Avg) 0.0386
               valid loss 0.035777  MAE  0.0943  rmse  0.1314  df(ActivateDay.Avg) 0.0065
     train: epoch 70 loss 0.107269  MAE  0.0922  rmse  0.1315  df(ActivateDay.Avg) 0.0410
               valid loss 0.035683  MAE  0.0925  rmse  0.1315  df(ActivateDay.Avg) 0.0474
     train: epoch 71 loss 0.107167  MAE  0.0922  rmse  0.1314  df(ActivateDay.Avg) 0.0390
               valid loss 0.036022  MAE  0.0922  rmse  0.1326  df(ActivateDay.Avg) 0.1083
     train: epoch 72 loss 0.107082  MAE  0.0921  rmse  0.1314  df(ActivateDay.Avg) 0.0422
               valid loss 0.035730  MAE  0.0951  rmse  0.1314  df(ActivateDay.Avg) 0.0113
     train: epoch 73 loss 0.107128  MAE  0.0921  rmse  0.1314  df(ActivateDay.Avg) 0.0402
               valid loss 0.035698  MAE  0.0956  rmse  0.1315  df(ActivateDay.Avg) 0.0101
     train: epoch 74 loss 0.107267  MAE  0.0922  rmse  0.1315  df(ActivateDay.Avg) 0.0420
               valid loss 0.035776  MAE  0.0942  rmse  0.1315  df(ActivateDay.Avg) 0.0056
     train: epoch 75 loss 0.107272  MAE  0.0922  rmse  0.1315  df(ActivateDay.Avg) 0.0411
               valid loss 0.035576  MAE  0.0925  rmse  0.1314  df(ActivateDay.Avg) 0.0577
     train: epoch 76 loss 0.106809  MAE  0.0921  rmse  0.1312  df(ActivateDay.Avg) 0.0395
               valid loss 0.035530  MAE  0.0932  rmse  0.1311  df(ActivateDay.Avg) 0.0273
                test loss 0.052494  MAE  0.1682  rmse  0.2252  df(ActivateDay.Avg) 0.5660
     train: epoch 77 loss 0.107068  MAE  0.0921  rmse  0.1314  df(ActivateDay.Avg) 0.0414
               valid loss 0.035914  MAE  0.0941  rmse  0.1320  df(ActivateDay.Avg) 0.0296
     train: epoch 78 loss 0.107075  MAE  0.0922  rmse  0.1314  df(ActivateDay.Avg) 0.0400
               valid loss 0.035823  MAE  0.0907  rmse  0.1319  df(ActivateDay.Avg) 0.1065
     train: epoch 79 loss 0.106880  MAE  0.0920  rmse  0.1313  df(ActivateDay.Avg) 0.0402
               valid loss 0.035816  MAE  0.0957  rmse  0.1314  df(ActivateDay.Avg) 0.0351
     train: epoch 80 loss 0.107058  MAE  0.0922  rmse  0.1314  df(ActivateDay.Avg) 0.0388
               valid loss 0.035771  MAE  0.0917  rmse  0.1319  df(ActivateDay.Avg) 0.0958
     train: epoch 81 loss 0.106961  MAE  0.0921  rmse  0.1313  df(ActivateDay.Avg) 0.0411
               valid loss 0.035663  MAE  0.0930  rmse  0.1315  df(ActivateDay.Avg) 0.0453
     train: epoch 82 loss 0.106938  MAE  0.0921  rmse  0.1313  df(ActivateDay.Avg) 0.0406
               valid loss 0.035773  MAE  0.0918  rmse  0.1320  df(ActivateDay.Avg) 0.1000
     train: epoch 83 loss 0.107166  MAE  0.0921  rmse  0.1315  df(ActivateDay.Avg) 0.0424
               valid loss 0.035692  MAE  0.0919  rmse  0.1315  df(ActivateDay.Avg) 0.0641
     train: epoch 84 loss 0.106906  MAE  0.0920  rmse  0.1313  df(ActivateDay.Avg) 0.0405
               valid loss 0.035933  MAE  0.0967  rmse  0.1316  df(ActivateDay.Avg) 0.0569
     train: epoch 85 loss 0.106725  MAE  0.0920  rmse  0.1312  df(ActivateDay.Avg) 0.0396
               valid loss 0.035685  MAE  0.0913  rmse  0.1317  df(ActivateDay.Avg) 0.0958
     train: epoch 86 loss 0.106688  MAE  0.0920  rmse  0.1311  df(ActivateDay.Avg) 0.0400
               valid loss 0.035785  MAE  0.0920  rmse  0.1319  df(ActivateDay.Avg) 0.0878
     train: epoch 87 loss 0.106710  MAE  0.0921  rmse  0.1312  df(ActivateDay.Avg) 0.0415
               valid loss 0.035640  MAE  0.0923  rmse  0.1315  df(ActivateDay.Avg) 0.0575
     train: epoch 88 loss 0.106813  MAE  0.0920  rmse  0.1312  df(ActivateDay.Avg) 0.0424
               valid loss 0.036053  MAE  0.0967  rmse  0.1318  df(ActivateDay.Avg) 0.0565
     train: epoch 89 loss 0.106991  MAE  0.0921  rmse  0.1313  df(ActivateDay.Avg) 0.0414
               valid loss 0.036022  MAE  0.0955  rmse  0.1317  df(ActivateDay.Avg) 0.0417
     train: epoch 90 loss 0.106848  MAE  0.0920  rmse  0.1312  df(ActivateDay.Avg) 0.0415
               valid loss 0.035698  MAE  0.0936  rmse  0.1315  df(ActivateDay.Avg) 0.0279
     train: epoch 91 loss 0.106667  MAE  0.0922  rmse  0.1311  df(ActivateDay.Avg) 0.0364
               valid loss 0.035954  MAE  0.0911  rmse  0.1323  df(ActivateDay.Avg) 0.1147
     train: epoch 92 loss 0.106660  MAE  0.0919  rmse  0.1312  df(ActivateDay.Avg) 0.0433
               valid loss 0.035727  MAE  0.0934  rmse  0.1316  df(ActivateDay.Avg) 0.0301
     train: epoch 93 loss 0.106616  MAE  0.0920  rmse  0.1311  df(ActivateDay.Avg) 0.0393
               valid loss 0.035819  MAE  0.0927  rmse  0.1316  df(ActivateDay.Avg) 0.0301
     train: epoch 94 loss 0.106804  MAE  0.0919  rmse  0.1312  df(ActivateDay.Avg) 0.0414
               valid loss 0.035690  MAE  0.0935  rmse  0.1314  df(ActivateDay.Avg) 0.0262
     train: epoch 95 loss 0.106563  MAE  0.0919  rmse  0.1311  df(ActivateDay.Avg) 0.0416
               valid loss 0.035681  MAE  0.0934  rmse  0.1315  df(ActivateDay.Avg) 0.0363
     train: epoch 96 loss 0.106593  MAE  0.0919  rmse  0.1311  df(ActivateDay.Avg) 0.0406
               valid loss 0.035731  MAE  0.0946  rmse  0.1314  df(ActivateDay.Avg) 0.0093
     train: epoch 97 loss 0.106521  MAE  0.0919  rmse  0.1311  df(ActivateDay.Avg) 0.0407
               valid loss 0.035898  MAE  0.0944  rmse  0.1319  df(ActivateDay.Avg) 0.0205
