{'model_name': 'RNN', 'input_size': 7, 'hidden_size': 64, 'seed': 4, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 0.001, 'max_iter': 100, 'DataSet': 'KDD', 'day': 3, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 3, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'dropout_p': 0.1, 'device': device(type='cuda', index=3), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'day_numpy_train': array([23219,  6088,  3385,  2428,  1947,  1622,  1333,  1032,   853,
         626,   502,   369,   296,   207,   138,    92,    74,    64,
          34,    26,    23,    14,     8,    16])}
     train: epoch 25 loss 0.176547  auc  0.0000 MAE  0.0917 rmse  0.1277  df(ActivateDay.Avg) 0.0388
               valid loss 4.149850  auc  0.0000 MAE  0.0941 rmse  0.1267  df(ActivateDay.Avg) 0.1317
     train: epoch 26 loss 0.176806  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0439
               valid loss 4.205502  auc  0.0000 MAE  0.0921 rmse  0.1267  df(ActivateDay.Avg) 0.1030
     train: epoch 27 loss 0.176756  auc  0.0000 MAE  0.0919 rmse  0.1278  df(ActivateDay.Avg) 0.0411
               valid loss 4.304591  auc  0.0000 MAE  0.0904 rmse  0.1263  df(ActivateDay.Avg) 0.0308
     train: epoch 28 loss 0.176874  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0423
               valid loss 4.282672  auc  0.0000 MAE  0.0910 rmse  0.1264  df(ActivateDay.Avg) 0.0432
     train: epoch 29 loss 0.176935  auc  0.0000 MAE  0.0921 rmse  0.1278  df(ActivateDay.Avg) 0.0425
               valid loss 4.218540  auc  0.0000 MAE  0.0922 rmse  0.1265  df(ActivateDay.Avg) 0.0853
     train: epoch 30 loss 0.176754  auc  0.0000 MAE  0.0919 rmse  0.1278  df(ActivateDay.Avg) 0.0422
               valid loss 4.301049  auc  0.0000 MAE  0.0906 rmse  0.1263  df(ActivateDay.Avg) 0.0301
     train: epoch 31 loss 0.176686  auc  0.0000 MAE  0.0920 rmse  0.1277  df(ActivateDay.Avg) 0.0440
               valid loss 4.409064  auc  0.0000 MAE  0.0882 rmse  0.1265  df(ActivateDay.Avg) 0.0267
     train: epoch 32 loss 0.176821  auc  0.0000 MAE  0.0919 rmse  0.1278  df(ActivateDay.Avg) 0.0408
               valid loss 4.279665  auc  0.0000 MAE  0.0904 rmse  0.1266  df(ActivateDay.Avg) 0.0574
     train: epoch 33 loss 0.176528  auc  0.0000 MAE  0.0920 rmse  0.1277  df(ActivateDay.Avg) 0.0434
               valid loss 4.260031  auc  0.0000 MAE  0.0912 rmse  0.1264  df(ActivateDay.Avg) 0.0605
     train: epoch 34 loss 0.176701  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0404
               valid loss 4.278777  auc  0.0000 MAE  0.0915 rmse  0.1265  df(ActivateDay.Avg) 0.0394
     train: epoch 35 loss 0.177085  auc  0.0000 MAE  0.0921 rmse  0.1279  df(ActivateDay.Avg) 0.0428
               valid loss 4.286058  auc  0.0000 MAE  0.0906 rmse  0.1261  df(ActivateDay.Avg) 0.0398
                test loss 11.469853  auc  0.0000 MAE  0.0903 rmse  0.1257  df(ActivateDay.Avg) 0.0347
     train: epoch 36 loss 0.176697  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0413
               valid loss 4.268537  auc  0.0000 MAE  0.0911 rmse  0.1262  df(ActivateDay.Avg) 0.0518
     train: epoch 37 loss 0.176541  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0417
               valid loss 4.193480  auc  0.0000 MAE  0.0936 rmse  0.1267  df(ActivateDay.Avg) 0.0950
     train: epoch 38 loss 0.177091  auc  0.0000 MAE  0.0921 rmse  0.1279  df(ActivateDay.Avg) 0.0440
               valid loss 4.303451  auc  0.0000 MAE  0.0900 rmse  0.1268  df(ActivateDay.Avg) 0.0446
     train: epoch 39 loss 0.177086  auc  0.0000 MAE  0.0920 rmse  0.1279  df(ActivateDay.Avg) 0.0423
               valid loss 4.564935  auc  0.0000 MAE  0.0865 rmse  0.1273  df(ActivateDay.Avg) 0.1266
     train: epoch 40 loss 0.176922  auc  0.0000 MAE  0.0919 rmse  0.1278  df(ActivateDay.Avg) 0.0395
               valid loss 4.291113  auc  0.0000 MAE  0.0909 rmse  0.1262  df(ActivateDay.Avg) 0.0331
     train: epoch 41 loss 0.176926  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0433
               valid loss 4.351897  auc  0.0000 MAE  0.0895 rmse  0.1264  df(ActivateDay.Avg) 0.0002
     train: epoch 42 loss 0.176884  auc  0.0000 MAE  0.0921 rmse  0.1278  df(ActivateDay.Avg) 0.0438
               valid loss 4.161733  auc  0.0000 MAE  0.0938 rmse  0.1268  df(ActivateDay.Avg) 0.1248
     train: epoch 43 loss 0.176655  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0405
               valid loss 4.222871  auc  0.0000 MAE  0.0922 rmse  0.1264  df(ActivateDay.Avg) 0.0808
     train: epoch 44 loss 0.176578  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0420
               valid loss 4.308448  auc  0.0000 MAE  0.0915 rmse  0.1269  df(ActivateDay.Avg) 0.0175
     train: epoch 45 loss 0.177008  auc  0.0000 MAE  0.0920 rmse  0.1279  df(ActivateDay.Avg) 0.0429
               valid loss 4.305077  auc  0.0000 MAE  0.0904 rmse  0.1262  df(ActivateDay.Avg) 0.0286
     train: epoch 46 loss 0.176878  auc  0.0000 MAE  0.0919 rmse  0.1278  df(ActivateDay.Avg) 0.0406
               valid loss 4.351480  auc  0.0000 MAE  0.0893 rmse  0.1263  df(ActivateDay.Avg) 0.0029
     train: epoch 47 loss 0.177007  auc  0.0000 MAE  0.0921 rmse  0.1279  df(ActivateDay.Avg) 0.0445
               valid loss 4.280033  auc  0.0000 MAE  0.0909 rmse  0.1264  df(ActivateDay.Avg) 0.0459
     train: epoch 48 loss 0.176915  auc  0.0000 MAE  0.0921 rmse  0.1278  df(ActivateDay.Avg) 0.0438
               valid loss 4.481475  auc  0.0000 MAE  0.0870 rmse  0.1264  df(ActivateDay.Avg) 0.0790
     train: epoch 49 loss 0.176874  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0423
               valid loss 4.280316  auc  0.0000 MAE  0.0919 rmse  0.1268  df(ActivateDay.Avg) 0.0345
     train: epoch 50 loss 0.176602  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0408
               valid loss 4.313980  auc  0.0000 MAE  0.0913 rmse  0.1269  df(ActivateDay.Avg) 0.0144
     train: epoch 51 loss 0.176826  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0414
               valid loss 4.198738  auc  0.0000 MAE  0.0930 rmse  0.1265  df(ActivateDay.Avg) 0.0952
     train: epoch 52 loss 0.176853  auc  0.0000 MAE  0.0919 rmse  0.1278  df(ActivateDay.Avg) 0.0439
               valid loss 4.314704  auc  0.0000 MAE  0.0903 rmse  0.1262  df(ActivateDay.Avg) 0.0203
     train: epoch 53 loss 0.176699  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0410
               valid loss 4.289704  auc  0.0000 MAE  0.0904 rmse  0.1262  df(ActivateDay.Avg) 0.0422
     train: epoch 54 loss 0.177235  auc  0.0000 MAE  0.0920 rmse  0.1279  df(ActivateDay.Avg) 0.0418
               valid loss 4.268593  auc  0.0000 MAE  0.0916 rmse  0.1264  df(ActivateDay.Avg) 0.0459
     train: epoch 55 loss 0.176586  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0437
               valid loss 4.323437  auc  0.0000 MAE  0.0903 rmse  0.1264  df(ActivateDay.Avg) 0.0134
     train: epoch 56 loss 0.176782  auc  0.0000 MAE  0.0918 rmse  0.1278  df(ActivateDay.Avg) 0.0402
               valid loss 4.210522  auc  0.0000 MAE  0.0924 rmse  0.1265  df(ActivateDay.Avg) 0.0922
     train: epoch 57 loss 0.177058  auc  0.0000 MAE  0.0920 rmse  0.1279  df(ActivateDay.Avg) 0.0440
               valid loss 4.317831  auc  0.0000 MAE  0.0905 rmse  0.1263  df(ActivateDay.Avg) 0.0173
     train: epoch 58 loss 0.176433  auc  0.0000 MAE  0.0920 rmse  0.1276  df(ActivateDay.Avg) 0.0445
               valid loss 4.274861  auc  0.0000 MAE  0.0908 rmse  0.1263  df(ActivateDay.Avg) 0.0523
     train: epoch 59 loss 0.176857  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0424
               valid loss 4.213045  auc  0.0000 MAE  0.0924 rmse  0.1265  df(ActivateDay.Avg) 0.0930
     train: epoch 60 loss 0.176809  auc  0.0000 MAE  0.0919 rmse  0.1278  df(ActivateDay.Avg) 0.0409
               valid loss 4.479478  auc  0.0000 MAE  0.0878 rmse  0.1268  df(ActivateDay.Avg) 0.0843
     train: epoch 61 loss 0.176429  auc  0.0000 MAE  0.0919 rmse  0.1276  df(ActivateDay.Avg) 0.0424
               valid loss 4.283906  auc  0.0000 MAE  0.0907 rmse  0.1261  df(ActivateDay.Avg) 0.0409
     train: epoch 62 loss 0.176614  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0423
               valid loss 4.162833  auc  0.0000 MAE  0.0941 rmse  0.1269  df(ActivateDay.Avg) 0.1211
     train: epoch 63 loss 0.176905  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0416
               valid loss 4.226462  auc  0.0000 MAE  0.0919 rmse  0.1263  df(ActivateDay.Avg) 0.0808
     train: epoch 64 loss 0.176464  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0423
               valid loss 4.151117  auc  0.0000 MAE  0.0948 rmse  0.1271  df(ActivateDay.Avg) 0.1269
     train: epoch 65 loss 0.176652  auc  0.0000 MAE  0.0921 rmse  0.1277  df(ActivateDay.Avg) 0.0446
               valid loss 4.411415  auc  0.0000 MAE  0.0888 rmse  0.1265  df(ActivateDay.Avg) 0.0421
     train: epoch 66 loss 0.176767  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0427
               valid loss 4.273452  auc  0.0000 MAE  0.0909 rmse  0.1282  df(ActivateDay.Avg) 0.0745
     train: epoch 67 loss 0.176939  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0421
               valid loss 4.306697  auc  0.0000 MAE  0.0901 rmse  0.1265  df(ActivateDay.Avg) 0.0369
     train: epoch 68 loss 0.176435  auc  0.0000 MAE  0.0918 rmse  0.1276  df(ActivateDay.Avg) 0.0416
               valid loss 4.242298  auc  0.0000 MAE  0.0917 rmse  0.1267  df(ActivateDay.Avg) 0.0752
     train: epoch 69 loss 0.176834  auc  0.0000 MAE  0.0919 rmse  0.1278  df(ActivateDay.Avg) 0.0408
               valid loss 4.113751  auc  0.0000 MAE  0.0945 rmse  0.1284  df(ActivateDay.Avg) 0.1788
     train: epoch 70 loss 0.176759  auc  0.0000 MAE  0.0919 rmse  0.1278  df(ActivateDay.Avg) 0.0408
               valid loss 4.216085  auc  0.0000 MAE  0.0922 rmse  0.1263  df(ActivateDay.Avg) 0.0864
     train: epoch 71 loss 0.176835  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0432
               valid loss 4.117262  auc  0.0000 MAE  0.0943 rmse  0.1273  df(ActivateDay.Avg) 0.1662
     train: epoch 72 loss 0.176692  auc  0.0000 MAE  0.0920 rmse  0.1277  df(ActivateDay.Avg) 0.0456
               valid loss 4.284710  auc  0.0000 MAE  0.0906 rmse  0.1266  df(ActivateDay.Avg) 0.0503
     train: epoch 73 loss 0.177140  auc  0.0000 MAE  0.0920 rmse  0.1279  df(ActivateDay.Avg) 0.0416
               valid loss 4.286745  auc  0.0000 MAE  0.0902 rmse  0.1264  df(ActivateDay.Avg) 0.0524
     train: epoch 74 loss 0.176264  auc  0.0000 MAE  0.0918 rmse  0.1276  df(ActivateDay.Avg) 0.0413
               valid loss 4.139832  auc  0.0000 MAE  0.0941 rmse  0.1268  df(ActivateDay.Avg) 0.1418
     train: epoch 75 loss 0.176536  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0414
               valid loss 4.261596  auc  0.0000 MAE  0.0919 rmse  0.1266  df(ActivateDay.Avg) 0.0500
     train: epoch 76 loss 0.176881  auc  0.0000 MAE  0.0921 rmse  0.1278  df(ActivateDay.Avg) 0.0455
               valid loss 4.248772  auc  0.0000 MAE  0.0911 rmse  0.1265  df(ActivateDay.Avg) 0.0749
     train: epoch 77 loss 0.176778  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0422
               valid loss 4.307936  auc  0.0000 MAE  0.0909 rmse  0.1264  df(ActivateDay.Avg) 0.0206
     train: epoch 78 loss 0.176632  auc  0.0000 MAE  0.0920 rmse  0.1277  df(ActivateDay.Avg) 0.0433
               valid loss 4.322699  auc  0.0000 MAE  0.0897 rmse  0.1262  df(ActivateDay.Avg) 0.0226
     train: epoch 79 loss 0.176539  auc  0.0000 MAE  0.0918 rmse  0.1277  df(ActivateDay.Avg) 0.0399
               valid loss 4.153555  auc  0.0000 MAE  0.0951 rmse  0.1273  df(ActivateDay.Avg) 0.1243
     train: epoch 80 loss 0.176859  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0436
               valid loss 4.462693  auc  0.0000 MAE  0.0882 rmse  0.1268  df(ActivateDay.Avg) 0.0730
     train: epoch 81 loss 0.176862  auc  0.0000 MAE  0.0919 rmse  0.1278  df(ActivateDay.Avg) 0.0426
               valid loss 4.349010  auc  0.0000 MAE  0.0901 rmse  0.1265  df(ActivateDay.Avg) 0.0060
     train: epoch 82 loss 0.176900  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0433
               valid loss 4.345789  auc  0.0000 MAE  0.0892 rmse  0.1263  df(ActivateDay.Avg) 0.0104
     train: epoch 83 loss 0.176605  auc  0.0000 MAE  0.0920 rmse  0.1277  df(ActivateDay.Avg) 0.0440
               valid loss 4.554281  auc  0.0000 MAE  0.0859 rmse  0.1267  df(ActivateDay.Avg) 0.1169
     train: epoch 84 loss 0.177059  auc  0.0000 MAE  0.0919 rmse  0.1279  df(ActivateDay.Avg) 0.0408
               valid loss 4.329008  auc  0.0000 MAE  0.0894 rmse  0.1265  df(ActivateDay.Avg) 0.0268
     train: epoch 85 loss 0.176699  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0429
               valid loss 4.179518  auc  0.0000 MAE  0.0938 rmse  0.1267  df(ActivateDay.Avg) 0.1072
     train: epoch 86 loss 0.176708  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0417
               valid loss 4.233078  auc  0.0000 MAE  0.0916 rmse  0.1265  df(ActivateDay.Avg) 0.0827
     train: epoch 87 loss 0.177003  auc  0.0000 MAE  0.0919 rmse  0.1279  df(ActivateDay.Avg) 0.0421
               valid loss 4.237750  auc  0.0000 MAE  0.0922 rmse  0.1264  df(ActivateDay.Avg) 0.0699
     train: epoch 88 loss 0.176664  auc  0.0000 MAE  0.0921 rmse  0.1277  df(ActivateDay.Avg) 0.0455
               valid loss 4.297487  auc  0.0000 MAE  0.0902 rmse  0.1263  df(ActivateDay.Avg) 0.0389
     train: epoch 89 loss 0.176807  auc  0.0000 MAE  0.0919 rmse  0.1278  df(ActivateDay.Avg) 0.0410
               valid loss 4.181131  auc  0.0000 MAE  0.0931 rmse  0.1265  df(ActivateDay.Avg) 0.1114
     train: epoch 90 loss 0.176768  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0433
               valid loss 4.241090  auc  0.0000 MAE  0.0922 rmse  0.1265  df(ActivateDay.Avg) 0.0655
     train: epoch 91 loss 0.176737  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0425
               valid loss 4.455784  auc  0.0000 MAE  0.0881 rmse  0.1267  df(ActivateDay.Avg) 0.0672
     train: epoch 92 loss 0.176992  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0411
               valid loss 4.317071  auc  0.0000 MAE  0.0899 rmse  0.1264  df(ActivateDay.Avg) 0.0264
     train: epoch 93 loss 0.176802  auc  0.0000 MAE  0.0918 rmse  0.1278  df(ActivateDay.Avg) 0.0415
               valid loss 4.106126  auc  0.0000 MAE  0.0958 rmse  0.1272  df(ActivateDay.Avg) 0.1579
     train: epoch 94 loss 0.177066  auc  0.0000 MAE  0.0920 rmse  0.1279  df(ActivateDay.Avg) 0.0421
               valid loss 4.176946  auc  0.0000 MAE  0.0939 rmse  0.1268  df(ActivateDay.Avg) 0.1079
     train: epoch 95 loss 0.176502  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0438
               valid loss 4.279981  auc  0.0000 MAE  0.0918 rmse  0.1267  df(ActivateDay.Avg) 0.0378
     train: epoch 96 loss 0.176825  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0445
               valid loss 4.581393  auc  0.0000 MAE  0.0859 rmse  0.1270  df(ActivateDay.Avg) 0.1346
     train: epoch 97 loss 0.176982  auc  0.0000 MAE  0.0920 rmse  0.1278  df(ActivateDay.Avg) 0.0418
               valid loss 4.332475  auc  0.0000 MAE  0.0900 rmse  0.1263  df(ActivateDay.Avg) 0.0088
     train: epoch 98 loss 0.176361  auc  0.0000 MAE  0.0919 rmse  0.1276  df(ActivateDay.Avg) 0.0429
               valid loss 4.288020  auc  0.0000 MAE  0.0911 rmse  0.1264  df(ActivateDay.Avg) 0.0350
     train: epoch 99 loss 0.176577  auc  0.0000 MAE  0.0919 rmse  0.1277  df(ActivateDay.Avg) 0.0418
               valid loss 4.457822  auc  0.0000 MAE  0.0880 rmse  0.1266  df(ActivateDay.Avg) 0.0662
best_epoch:  35.0000
best_valid_auc 0.0000 best_valid_MAE 0.0906 best_valid_rmse 0.1261 best_valid_df 0.0398 
best_auc 0.0000 best_MAE 0.0903 rmse 0.1257 df 0.0347
