{'model_name': 'LR', 'embedding_size': 32, 'seed': 5, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 1e-05, 'max_iter': 100, 'DataSet': 'KDD', 'day': 3, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 6, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'dropout_p': 0.2, 'device': device(type='cuda', index=6), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23230,  6089,  3359,  2442,  1971,  1626,  1357,  1037,   829,
         629,   498,   367,   272,   209,   122,    98,    78,    61,
          35,    28,    20,    16,    10,    13])}
     train: epoch 32 loss 0.242676  auc  0.0000 MAE  0.0980 rmse  0.1497  df(ActivateDay.Avg) 0.0004
               valid loss 2.493741  auc  0.0000 MAE  0.4402 rmse  0.4567  df(ActivateDay.Avg) 5.1391
     train: epoch 33 loss 0.196029  auc  0.0000 MAE  0.0935 rmse  0.1346  df(ActivateDay.Avg) 0.0004
               valid loss 2.492162  auc  0.0000 MAE  0.4402 rmse  0.4566  df(ActivateDay.Avg) 5.1395
     train: epoch 34 loss 0.284928  auc  0.0000 MAE  0.0996 rmse  0.1622  df(ActivateDay.Avg) 0.0007
               valid loss 2.481108  auc  0.0000 MAE  0.4404 rmse  0.4565  df(ActivateDay.Avg) 5.1456
     train: epoch 35 loss 0.214885  auc  0.0000 MAE  0.0948 rmse  0.1409  df(ActivateDay.Avg) 0.0009
               valid loss 2.481491  auc  0.0000 MAE  0.4393 rmse  0.4554  df(ActivateDay.Avg) 5.1297
     train: epoch 36 loss 0.196251  auc  0.0000 MAE  0.0929 rmse  0.1346  df(ActivateDay.Avg) 0.0033
               valid loss 2.464523  auc  0.0000 MAE  0.4405 rmse  0.4565  df(ActivateDay.Avg) 5.1490
     train: epoch 37 loss 0.316651  auc  0.0000 MAE  0.1024 rmse  0.1710  df(ActivateDay.Avg) 0.0017
               valid loss 2.494235  auc  0.0000 MAE  0.4400 rmse  0.4565  df(ActivateDay.Avg) 5.1368
     train: epoch 38 loss 0.191101  auc  0.0000 MAE  0.0923 rmse  0.1328  df(ActivateDay.Avg) 0.0005
               valid loss 2.484112  auc  0.0000 MAE  0.4395 rmse  0.4557  df(ActivateDay.Avg) 5.1338
     train: epoch 39 loss 0.207038  auc  0.0000 MAE  0.0937 rmse  0.1383  df(ActivateDay.Avg) 0.0002
               valid loss 2.490042  auc  0.0000 MAE  0.4406 rmse  0.4569  df(ActivateDay.Avg) 5.1457
     train: epoch 40 loss 0.232940  auc  0.0000 MAE  0.0956 rmse  0.1467  df(ActivateDay.Avg) 0.0025
               valid loss 2.558160  auc  0.0000 MAE  0.4426 rmse  0.4609  df(ActivateDay.Avg) 5.1372
     train: epoch 41 loss 0.223876  auc  0.0000 MAE  0.0956 rmse  0.1438  df(ActivateDay.Avg) 0.0038
               valid loss 2.482628  auc  0.0000 MAE  0.4404 rmse  0.4566  df(ActivateDay.Avg) 5.1449
     train: epoch 42 loss 0.197891  auc  0.0000 MAE  0.0934 rmse  0.1352  df(ActivateDay.Avg) 0.0025
               valid loss 2.495348  auc  0.0000 MAE  0.4399 rmse  0.4564  df(ActivateDay.Avg) 5.1349
     train: epoch 43 loss 0.190255  auc  0.0000 MAE  0.0919 rmse  0.1326  df(ActivateDay.Avg) 0.0032
               valid loss 2.475522  auc  0.0000 MAE  0.4410 rmse  0.4571  df(ActivateDay.Avg) 5.1533
     train: epoch 44 loss 0.189811  auc  0.0000 MAE  0.0922 rmse  0.1324  df(ActivateDay.Avg) 0.0018
               valid loss 2.474512  auc  0.0000 MAE  0.4394 rmse  0.4554  df(ActivateDay.Avg) 5.1348
     train: epoch 45 loss 0.207674  auc  0.0000 MAE  0.0939 rmse  0.1385  df(ActivateDay.Avg) 0.0011
               valid loss 2.469496  auc  0.0000 MAE  0.4411 rmse  0.4570  df(ActivateDay.Avg) 5.1557
     train: epoch 46 loss 0.285552  auc  0.0000 MAE  0.0964 rmse  0.1624  df(ActivateDay.Avg) 0.0020
               valid loss 2.488960  auc  0.0000 MAE  0.4402 rmse  0.4569  df(ActivateDay.Avg) 5.1409
     train: epoch 47 loss 0.223145  auc  0.0000 MAE  0.0948 rmse  0.1436  df(ActivateDay.Avg) 0.0024
               valid loss 2.492167  auc  0.0000 MAE  0.4388 rmse  0.4553  df(ActivateDay.Avg) 5.1228
                test loss 6.610104  auc  0.0000 MAE  0.4391 rmse  0.4550  df(ActivateDay.Avg) 5.1317
     train: epoch 48 loss 0.189637  auc  0.0000 MAE  0.0916 rmse  0.1323  df(ActivateDay.Avg) 0.0019
               valid loss 2.494578  auc  0.0000 MAE  0.4398 rmse  0.4562  df(ActivateDay.Avg) 5.1330
     train: epoch 49 loss 0.203170  auc  0.0000 MAE  0.0924 rmse  0.1370  df(ActivateDay.Avg) 0.0027
               valid loss 2.487451  auc  0.0000 MAE  0.4413 rmse  0.4582  df(ActivateDay.Avg) 5.1386
     train: epoch 50 loss 0.236502  auc  0.0000 MAE  0.0950 rmse  0.1478  df(ActivateDay.Avg) 0.0078
               valid loss 2.525056  auc  0.0000 MAE  0.4393 rmse  0.4566  df(ActivateDay.Avg) 5.1031
     train: epoch 51 loss 0.253896  auc  0.0000 MAE  0.0957 rmse  0.1531  df(ActivateDay.Avg) 0.0059
               valid loss 2.486551  auc  0.0000 MAE  0.4396 rmse  0.4559  df(ActivateDay.Avg) 5.1331
     train: epoch 52 loss 0.237422  auc  0.0000 MAE  0.0946 rmse  0.1481  df(ActivateDay.Avg) 0.0001
               valid loss 2.484833  auc  0.0000 MAE  0.4400 rmse  0.4563  df(ActivateDay.Avg) 5.1384
     train: epoch 53 loss 0.184815  auc  0.0000 MAE  0.0911 rmse  0.1306  df(ActivateDay.Avg) 0.0002
               valid loss 2.486872  auc  0.0000 MAE  0.4406 rmse  0.4568  df(ActivateDay.Avg) 5.1461
     train: epoch 54 loss 0.198825  auc  0.0000 MAE  0.0925 rmse  0.1355  df(ActivateDay.Avg) 0.0008
               valid loss 2.489551  auc  0.0000 MAE  0.4400 rmse  0.4564  df(ActivateDay.Avg) 5.1380
     train: epoch 55 loss 0.186381  auc  0.0000 MAE  0.0915 rmse  0.1312  df(ActivateDay.Avg) 0.0002
               valid loss 2.489863  auc  0.0000 MAE  0.4400 rmse  0.4564  df(ActivateDay.Avg) 5.1370
     train: epoch 56 loss 0.182901  auc  0.0000 MAE  0.0910 rmse  0.1300  df(ActivateDay.Avg) 0.0017
               valid loss 2.489889  auc  0.0000 MAE  0.4411 rmse  0.4574  df(ActivateDay.Avg) 5.1522
     train: epoch 57 loss 0.210716  auc  0.0000 MAE  0.0931 rmse  0.1395  df(ActivateDay.Avg) 0.0017
               valid loss 2.504978  auc  0.0000 MAE  0.4399 rmse  0.4567  df(ActivateDay.Avg) 5.1297
     train: epoch 58 loss 0.193245  auc  0.0000 MAE  0.0923 rmse  0.1336  df(ActivateDay.Avg) 0.0006
               valid loss 2.493121  auc  0.0000 MAE  0.4404 rmse  0.4568  df(ActivateDay.Avg) 5.1404
     train: epoch 59 loss 0.187934  auc  0.0000 MAE  0.0920 rmse  0.1317  df(ActivateDay.Avg) 0.0001
               valid loss 2.483754  auc  0.0000 MAE  0.4398 rmse  0.4560  df(ActivateDay.Avg) 5.1369
     train: epoch 60 loss 0.204928  auc  0.0000 MAE  0.0928 rmse  0.1376  df(ActivateDay.Avg) 0.0010
               valid loss 2.485990  auc  0.0000 MAE  0.4388 rmse  0.4550  df(ActivateDay.Avg) 5.1237
                test loss 6.593764  auc  0.0000 MAE  0.4390 rmse  0.4548  df(ActivateDay.Avg) 5.1325
     train: epoch 61 loss 0.194006  auc  0.0000 MAE  0.0919 rmse  0.1339  df(ActivateDay.Avg) 0.0028
               valid loss 2.482928  auc  0.0000 MAE  0.4413 rmse  0.4574  df(ActivateDay.Avg) 5.1567
     train: epoch 62 loss 0.207567  auc  0.0000 MAE  0.0929 rmse  0.1385  df(ActivateDay.Avg) 0.0025
               valid loss 2.486943  auc  0.0000 MAE  0.4387 rmse  0.4550  df(ActivateDay.Avg) 5.1229
                test loss 6.594830  auc  0.0000 MAE  0.4389 rmse  0.4547  df(ActivateDay.Avg) 5.1314
     train: epoch 63 loss 0.205476  auc  0.0000 MAE  0.0934 rmse  0.1378  df(ActivateDay.Avg) 0.0013
               valid loss 2.486404  auc  0.0000 MAE  0.4399 rmse  0.4562  df(ActivateDay.Avg) 5.1383
     train: epoch 64 loss 0.186356  auc  0.0000 MAE  0.0914 rmse  0.1312  df(ActivateDay.Avg) 0.0008
               valid loss 2.488542  auc  0.0000 MAE  0.4409 rmse  0.4572  df(ActivateDay.Avg) 5.1490
     train: epoch 65 loss 0.192904  auc  0.0000 MAE  0.0926 rmse  0.1335  df(ActivateDay.Avg) 0.0003
               valid loss 2.487518  auc  0.0000 MAE  0.4396 rmse  0.4559  df(ActivateDay.Avg) 5.1340
     train: epoch 66 loss 0.196721  auc  0.0000 MAE  0.0929 rmse  0.1348  df(ActivateDay.Avg) 0.0017
               valid loss 2.491233  auc  0.0000 MAE  0.4406 rmse  0.4570  df(ActivateDay.Avg) 5.1448
     train: epoch 67 loss 0.188246  auc  0.0000 MAE  0.0911 rmse  0.1319  df(ActivateDay.Avg) 0.0017
               valid loss 2.489422  auc  0.0000 MAE  0.4405 rmse  0.4568  df(ActivateDay.Avg) 5.1439
     train: epoch 68 loss 0.205163  auc  0.0000 MAE  0.0926 rmse  0.1376  df(ActivateDay.Avg) 0.0012
               valid loss 2.489301  auc  0.0000 MAE  0.4413 rmse  0.4575  df(ActivateDay.Avg) 5.1539
     train: epoch 69 loss 0.180254  auc  0.0000 MAE  0.0907 rmse  0.1290  df(ActivateDay.Avg) 0.0011
               valid loss 2.487480  auc  0.0000 MAE  0.4401 rmse  0.4564  df(ActivateDay.Avg) 5.1406
     train: epoch 70 loss 0.193542  auc  0.0000 MAE  0.0926 rmse  0.1337  df(ActivateDay.Avg) 0.0003
               valid loss 2.482657  auc  0.0000 MAE  0.4398 rmse  0.4560  df(ActivateDay.Avg) 5.1386
     train: epoch 71 loss 0.198237  auc  0.0000 MAE  0.0918 rmse  0.1353  df(ActivateDay.Avg) 0.0014
               valid loss 2.487576  auc  0.0000 MAE  0.4408 rmse  0.4571  df(ActivateDay.Avg) 5.1489
     train: epoch 72 loss 0.189766  auc  0.0000 MAE  0.0917 rmse  0.1324  df(ActivateDay.Avg) 0.0004
               valid loss 2.491059  auc  0.0000 MAE  0.4416 rmse  0.4579  df(ActivateDay.Avg) 5.1556
     train: epoch 73 loss 0.186805  auc  0.0000 MAE  0.0912 rmse  0.1313  df(ActivateDay.Avg) 0.0017
               valid loss 2.486589  auc  0.0000 MAE  0.4395 rmse  0.4558  df(ActivateDay.Avg) 5.1333
     train: epoch 74 loss 0.185891  auc  0.0000 MAE  0.0915 rmse  0.1310  df(ActivateDay.Avg) 0.0010
               valid loss 2.482231  auc  0.0000 MAE  0.4403 rmse  0.4565  df(ActivateDay.Avg) 5.1432
     train: epoch 75 loss 0.185697  auc  0.0000 MAE  0.0914 rmse  0.1310  df(ActivateDay.Avg) 0.0003
               valid loss 2.489976  auc  0.0000 MAE  0.4406 rmse  0.4569  df(ActivateDay.Avg) 5.1439
     train: epoch 76 loss 0.179697  auc  0.0000 MAE  0.0906 rmse  0.1288  df(ActivateDay.Avg) 0.0008
               valid loss 2.520193  auc  0.0000 MAE  0.4412 rmse  0.4584  df(ActivateDay.Avg) 5.1369
     train: epoch 77 loss 0.186899  auc  0.0000 MAE  0.0915 rmse  0.1314  df(ActivateDay.Avg) 0.0009
               valid loss 2.485804  auc  0.0000 MAE  0.4405 rmse  0.4567  df(ActivateDay.Avg) 5.1459
     train: epoch 78 loss 0.187275  auc  0.0000 MAE  0.0914 rmse  0.1315  df(ActivateDay.Avg) 0.0006
               valid loss 2.485590  auc  0.0000 MAE  0.4398 rmse  0.4561  df(ActivateDay.Avg) 5.1371
     train: epoch 79 loss 0.192573  auc  0.0000 MAE  0.0919 rmse  0.1334  df(ActivateDay.Avg) 0.0004
               valid loss 2.484865  auc  0.0000 MAE  0.4397 rmse  0.4559  df(ActivateDay.Avg) 5.1359
     train: epoch 80 loss 0.178145  auc  0.0000 MAE  0.0904 rmse  0.1283  df(ActivateDay.Avg) 0.0005
               valid loss 2.489684  auc  0.0000 MAE  0.4399 rmse  0.4562  df(ActivateDay.Avg) 5.1364
     train: epoch 81 loss 0.182326  auc  0.0000 MAE  0.0911 rmse  0.1298  df(ActivateDay.Avg) 0.0008
               valid loss 2.497958  auc  0.0000 MAE  0.4396 rmse  0.4563  df(ActivateDay.Avg) 5.1224
     train: epoch 82 loss 0.182861  auc  0.0000 MAE  0.0909 rmse  0.1300  df(ActivateDay.Avg) 0.0008
               valid loss 2.492722  auc  0.0000 MAE  0.4398 rmse  0.4563  df(ActivateDay.Avg) 5.1342
     train: epoch 83 loss 0.186956  auc  0.0000 MAE  0.0915 rmse  0.1314  df(ActivateDay.Avg) 0.0020
               valid loss 2.492209  auc  0.0000 MAE  0.4411 rmse  0.4575  df(ActivateDay.Avg) 5.1511
     train: epoch 84 loss 0.184353  auc  0.0000 MAE  0.0914 rmse  0.1305  df(ActivateDay.Avg) 0.0016
               valid loss 2.485353  auc  0.0000 MAE  0.4398 rmse  0.4560  df(ActivateDay.Avg) 5.1368
     train: epoch 85 loss 0.184566  auc  0.0000 MAE  0.0912 rmse  0.1306  df(ActivateDay.Avg) 0.0012
               valid loss 2.487329  auc  0.0000 MAE  0.4407 rmse  0.4569  df(ActivateDay.Avg) 5.1468
     train: epoch 86 loss 0.183726  auc  0.0000 MAE  0.0911 rmse  0.1303  df(ActivateDay.Avg) 0.0005
               valid loss 2.486872  auc  0.0000 MAE  0.4397 rmse  0.4560  df(ActivateDay.Avg) 5.1355
     train: epoch 87 loss 0.181913  auc  0.0000 MAE  0.0910 rmse  0.1296  df(ActivateDay.Avg) 0.0009
               valid loss 2.486561  auc  0.0000 MAE  0.4396 rmse  0.4559  df(ActivateDay.Avg) 5.1345
     train: epoch 88 loss 0.183548  auc  0.0000 MAE  0.0910 rmse  0.1302  df(ActivateDay.Avg) 0.0026
               valid loss 2.487092  auc  0.0000 MAE  0.4418 rmse  0.4580  df(ActivateDay.Avg) 5.1608
     train: epoch 89 loss 0.177840  auc  0.0000 MAE  0.0904 rmse  0.1282  df(ActivateDay.Avg) 0.0019
               valid loss 2.488493  auc  0.0000 MAE  0.4404 rmse  0.4567  df(ActivateDay.Avg) 5.1424
     train: epoch 90 loss 0.181726  auc  0.0000 MAE  0.0907 rmse  0.1295  df(ActivateDay.Avg) 0.0010
               valid loss 2.489956  auc  0.0000 MAE  0.4407 rmse  0.4570  df(ActivateDay.Avg) 5.1459
     train: epoch 91 loss 0.178881  auc  0.0000 MAE  0.0905 rmse  0.1285  df(ActivateDay.Avg) 0.0008
               valid loss 2.484959  auc  0.0000 MAE  0.4404 rmse  0.4566  df(ActivateDay.Avg) 5.1448
     train: epoch 92 loss 0.182045  auc  0.0000 MAE  0.0909 rmse  0.1297  df(ActivateDay.Avg) 0.0010
               valid loss 2.484026  auc  0.0000 MAE  0.4400 rmse  0.4562  df(ActivateDay.Avg) 5.1399
     train: epoch 93 loss 0.177961  auc  0.0000 MAE  0.0905 rmse  0.1282  df(ActivateDay.Avg) 0.0015
               valid loss 2.494757  auc  0.0000 MAE  0.4401 rmse  0.4566  df(ActivateDay.Avg) 5.1359
     train: epoch 94 loss 0.177216  auc  0.0000 MAE  0.0903 rmse  0.1279  df(ActivateDay.Avg) 0.0010
               valid loss 2.486420  auc  0.0000 MAE  0.4399 rmse  0.4562  df(ActivateDay.Avg) 5.1384
     train: epoch 95 loss 0.182144  auc  0.0000 MAE  0.0910 rmse  0.1297  df(ActivateDay.Avg) 0.0021
               valid loss 2.486168  auc  0.0000 MAE  0.4387 rmse  0.4550  df(ActivateDay.Avg) 5.1230
                test loss 6.594418  auc  0.0000 MAE  0.4389 rmse  0.4548  df(ActivateDay.Avg) 5.1319
     train: epoch 96 loss 0.178326  auc  0.0000 MAE  0.0904 rmse  0.1283  df(ActivateDay.Avg) 0.0033
               valid loss 2.487800  auc  0.0000 MAE  0.4404 rmse  0.4567  df(ActivateDay.Avg) 5.1441
     train: epoch 97 loss 0.178241  auc  0.0000 MAE  0.0904 rmse  0.1283  df(ActivateDay.Avg) 0.0028
               valid loss 2.483205  auc  0.0000 MAE  0.4392 rmse  0.4554  df(ActivateDay.Avg) 5.1305
     train: epoch 98 loss 0.185137  auc  0.0000 MAE  0.0906 rmse  0.1308  df(ActivateDay.Avg) 0.0013
               valid loss 2.487136  auc  0.0000 MAE  0.4405 rmse  0.4567  df(ActivateDay.Avg) 5.1452
     train: epoch 99 loss 0.179876  auc  0.0000 MAE  0.0907 rmse  0.1289  df(ActivateDay.Avg) 0.0002
               valid loss 2.482613  auc  0.0000 MAE  0.4404 rmse  0.4565  df(ActivateDay.Avg) 5.1435
best_epoch:  95.0000
best_valid_auc 0.0000 best_valid_MAE 0.4387 best_valid_rmse 0.4550 best_valid_df 5.1230 
best_auc 0.0000 best_MAE 0.4389 rmse 0.4548 df 5.1319
