{'model_name': 'MLP', 'embedding_size': 64, 'batch_norm': 1, 'batch_norm_decay': 0.095, 'deep_layers': [100, 50], 'dropout_p': 0.2, 'seed': 2, 'batch_size': 64, 'learning_rate': 0.001, 'weight_decay': 0.0001, 'max_iter': 100, 'DataSet': 'KDD', 'day': 5, 'future_day': 23, 'seq_length': 7, 'is_pre_process': False, 'miniData': False, 'data_dilution_ratio': 1.0, 'LossFun': 'MSE', 'cuda': 4, 'bce_weight': 1.0, 'multi_task_enable': 1, 'imbalance_stratage_enable': 0, 'fine_grained': 1, 'device': device(type='cuda', index=4), 'u_feat_size': 2, 'u_field_size': 2, 'a_feat_size': 7, 'a_field_size': 7, 'input_size': 7, 'day_numpy_train': array([23135,  6106,  3418,  2411,  1960,  1667,  1342,  1033,   849,
         643,   486,   360,   292,   201,   139,    97,    77,    64,
          32,    25,    23,     8,    10,    18])}
               valid loss 4.290446  auc  0.0000 MAE  0.0813 rmse  0.1197  df(ActivateDay.Avg) 0.0055
                test loss 11.687793  auc  0.0000 MAE  0.0814 rmse  0.1194  df(ActivateDay.Avg) 0.0146
      train: epoch 4 loss 0.161494  auc  0.0000 MAE  0.0834 rmse  0.1221  df(ActivateDay.Avg) 0.0163
               valid loss 4.260052  auc  0.0000 MAE  0.0817 rmse  0.1195  df(ActivateDay.Avg) 0.0015
                test loss 11.598331  auc  0.0000 MAE  0.0818 rmse  0.1193  df(ActivateDay.Avg) 0.0113
      train: epoch 5 loss 0.161036  auc  0.0000 MAE  0.0834 rmse  0.1220  df(ActivateDay.Avg) 0.0168
               valid loss 4.363221  auc  0.0000 MAE  0.0796 rmse  0.1191  df(ActivateDay.Avg) 0.0547
                test loss 11.894510  auc  0.0000 MAE  0.0798 rmse  0.1190  df(ActivateDay.Avg) 0.0648
      train: epoch 6 loss 0.160723  auc  0.0000 MAE  0.0834 rmse  0.1218  df(ActivateDay.Avg) 0.0114
               valid loss 4.294457  auc  0.0000 MAE  0.0808 rmse  0.1196  df(ActivateDay.Avg) 0.0042
      train: epoch 7 loss 0.161279  auc  0.0000 MAE  0.0836 rmse  0.1220  df(ActivateDay.Avg) 0.0116
               valid loss 4.276234  auc  0.0000 MAE  0.0815 rmse  0.1196  df(ActivateDay.Avg) 0.0170
      train: epoch 8 loss 0.160597  auc  0.0000 MAE  0.0835 rmse  0.1218  df(ActivateDay.Avg) 0.0116
               valid loss 4.148318  auc  0.0000 MAE  0.0829 rmse  0.1193  df(ActivateDay.Avg) 0.0755
      train: epoch 9 loss 0.160640  auc  0.0000 MAE  0.0836 rmse  0.1218  df(ActivateDay.Avg) 0.0098
               valid loss 4.244614  auc  0.0000 MAE  0.0815 rmse  0.1194  df(ActivateDay.Avg) 0.0101
     train: epoch 10 loss 0.162062  auc  0.0000 MAE  0.0838 rmse  0.1223  df(ActivateDay.Avg) 0.0137
               valid loss 4.369489  auc  0.0000 MAE  0.0798 rmse  0.1195  df(ActivateDay.Avg) 0.0664
     train: epoch 11 loss 0.161065  auc  0.0000 MAE  0.0836 rmse  0.1220  df(ActivateDay.Avg) 0.0107
               valid loss 4.279709  auc  0.0000 MAE  0.0809 rmse  0.1192  df(ActivateDay.Avg) 0.0091
     train: epoch 12 loss 0.161042  auc  0.0000 MAE  0.0837 rmse  0.1220  df(ActivateDay.Avg) 0.0100
               valid loss 4.259801  auc  0.0000 MAE  0.0812 rmse  0.1193  df(ActivateDay.Avg) 0.0022
     train: epoch 13 loss 0.160524  auc  0.0000 MAE  0.0836 rmse  0.1218  df(ActivateDay.Avg) 0.0101
               valid loss 4.149626  auc  0.0000 MAE  0.0834 rmse  0.1194  df(ActivateDay.Avg) 0.0645
     train: epoch 14 loss 0.160674  auc  0.0000 MAE  0.0838 rmse  0.1218  df(ActivateDay.Avg) 0.0077
               valid loss 4.188010  auc  0.0000 MAE  0.0821 rmse  0.1193  df(ActivateDay.Avg) 0.0561
     train: epoch 15 loss 0.161055  auc  0.0000 MAE  0.0837 rmse  0.1220  df(ActivateDay.Avg) 0.0100
               valid loss 4.243764  auc  0.0000 MAE  0.0818 rmse  0.1195  df(ActivateDay.Avg) 0.0026
     train: epoch 16 loss 0.160266  auc  0.0000 MAE  0.0835 rmse  0.1217  df(ActivateDay.Avg) 0.0089
               valid loss 4.462666  auc  0.0000 MAE  0.0792 rmse  0.1205  df(ActivateDay.Avg) 0.1022
     train: epoch 17 loss 0.160618  auc  0.0000 MAE  0.0837 rmse  0.1218  df(ActivateDay.Avg) 0.0075
               valid loss 4.391501  auc  0.0000 MAE  0.0794 rmse  0.1193  df(ActivateDay.Avg) 0.0754
     train: epoch 18 loss 0.160601  auc  0.0000 MAE  0.0836 rmse  0.1218  df(ActivateDay.Avg) 0.0104
               valid loss 4.036459  auc  0.0000 MAE  0.0860 rmse  0.1199  df(ActivateDay.Avg) 0.1328
     train: epoch 19 loss 0.160153  auc  0.0000 MAE  0.0836 rmse  0.1216  df(ActivateDay.Avg) 0.0054
               valid loss 4.140077  auc  0.0000 MAE  0.0837 rmse  0.1195  df(ActivateDay.Avg) 0.0631
     train: epoch 20 loss 0.160415  auc  0.0000 MAE  0.0836 rmse  0.1217  df(ActivateDay.Avg) 0.0064
               valid loss 4.150253  auc  0.0000 MAE  0.0830 rmse  0.1197  df(ActivateDay.Avg) 0.0805
     train: epoch 21 loss 0.160065  auc  0.0000 MAE  0.0835 rmse  0.1216  df(ActivateDay.Avg) 0.0071
               valid loss 4.247858  auc  0.0000 MAE  0.0822 rmse  0.1197  df(ActivateDay.Avg) 0.0078
     train: epoch 22 loss 0.159980  auc  0.0000 MAE  0.0836 rmse  0.1216  df(ActivateDay.Avg) 0.0056
               valid loss 4.307430  auc  0.0000 MAE  0.0801 rmse  0.1191  df(ActivateDay.Avg) 0.0122
     train: epoch 23 loss 0.160055  auc  0.0000 MAE  0.0834 rmse  0.1216  df(ActivateDay.Avg) 0.0073
               valid loss 4.311528  auc  0.0000 MAE  0.0803 rmse  0.1191  df(ActivateDay.Avg) 0.0331
                test loss 11.757990  auc  0.0000 MAE  0.0805 rmse  0.1190  df(ActivateDay.Avg) 0.0467
     train: epoch 24 loss 0.160236  auc  0.0000 MAE  0.0836 rmse  0.1216  df(ActivateDay.Avg) 0.0067
               valid loss 4.320490  auc  0.0000 MAE  0.0799 rmse  0.1189  df(ActivateDay.Avg) 0.0259
                test loss 11.787754  auc  0.0000 MAE  0.0802 rmse  0.1191  df(ActivateDay.Avg) 0.0387
     train: epoch 25 loss 0.159542  auc  0.0000 MAE  0.0833 rmse  0.1214  df(ActivateDay.Avg) 0.0084
               valid loss 4.154996  auc  0.0000 MAE  0.0831 rmse  0.1193  df(ActivateDay.Avg) 0.0627
     train: epoch 26 loss 0.160015  auc  0.0000 MAE  0.0836 rmse  0.1216  df(ActivateDay.Avg) 0.0054
               valid loss 4.270031  auc  0.0000 MAE  0.0811 rmse  0.1196  df(ActivateDay.Avg) 0.0017
     train: epoch 27 loss 0.160445  auc  0.0000 MAE  0.0836 rmse  0.1217  df(ActivateDay.Avg) 0.0044
               valid loss 4.385552  auc  0.0000 MAE  0.0794 rmse  0.1195  df(ActivateDay.Avg) 0.0719
     train: epoch 28 loss 0.160367  auc  0.0000 MAE  0.0836 rmse  0.1217  df(ActivateDay.Avg) 0.0074
               valid loss 4.282599  auc  0.0000 MAE  0.0813 rmse  0.1198  df(ActivateDay.Avg) 0.0198
     train: epoch 29 loss 0.159945  auc  0.0000 MAE  0.0836 rmse  0.1215  df(ActivateDay.Avg) 0.0055
               valid loss 4.142882  auc  0.0000 MAE  0.0835 rmse  0.1194  df(ActivateDay.Avg) 0.0696
     train: epoch 30 loss 0.160522  auc  0.0000 MAE  0.0837 rmse  0.1218  df(ActivateDay.Avg) 0.0052
               valid loss 4.324636  auc  0.0000 MAE  0.0804 rmse  0.1194  df(ActivateDay.Avg) 0.0397
     train: epoch 31 loss 0.159447  auc  0.0000 MAE  0.0834 rmse  0.1213  df(ActivateDay.Avg) 0.0067
               valid loss 4.327826  auc  0.0000 MAE  0.0802 rmse  0.1192  df(ActivateDay.Avg) 0.0410
     train: epoch 32 loss 0.159823  auc  0.0000 MAE  0.0836 rmse  0.1215  df(ActivateDay.Avg) 0.0036
               valid loss 4.197794  auc  0.0000 MAE  0.0823 rmse  0.1194  df(ActivateDay.Avg) 0.0410
     train: epoch 33 loss 0.160278  auc  0.0000 MAE  0.0836 rmse  0.1217  df(ActivateDay.Avg) 0.0027
               valid loss 4.276488  auc  0.0000 MAE  0.0813 rmse  0.1195  df(ActivateDay.Avg) 0.0213
     train: epoch 34 loss 0.159951  auc  0.0000 MAE  0.0835 rmse  0.1215  df(ActivateDay.Avg) 0.0041
               valid loss 4.407288  auc  0.0000 MAE  0.0793 rmse  0.1196  df(ActivateDay.Avg) 0.0916
     train: epoch 35 loss 0.160095  auc  0.0000 MAE  0.0835 rmse  0.1216  df(ActivateDay.Avg) 0.0070
               valid loss 4.249082  auc  0.0000 MAE  0.0816 rmse  0.1195  df(ActivateDay.Avg) 0.0024
     train: epoch 36 loss 0.160503  auc  0.0000 MAE  0.0838 rmse  0.1217  df(ActivateDay.Avg) 0.0036
               valid loss 4.254686  auc  0.0000 MAE  0.0811 rmse  0.1196  df(ActivateDay.Avg) 0.0230
     train: epoch 37 loss 0.159913  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0037
               valid loss 4.330772  auc  0.0000 MAE  0.0804 rmse  0.1195  df(ActivateDay.Avg) 0.0434
     train: epoch 38 loss 0.160118  auc  0.0000 MAE  0.0837 rmse  0.1216  df(ActivateDay.Avg) 0.0047
               valid loss 4.243702  auc  0.0000 MAE  0.0815 rmse  0.1194  df(ActivateDay.Avg) 0.0089
     train: epoch 39 loss 0.159905  auc  0.0000 MAE  0.0835 rmse  0.1215  df(ActivateDay.Avg) 0.0048
               valid loss 4.239868  auc  0.0000 MAE  0.0815 rmse  0.1195  df(ActivateDay.Avg) 0.0212
     train: epoch 40 loss 0.160136  auc  0.0000 MAE  0.0836 rmse  0.1216  df(ActivateDay.Avg) 0.0057
               valid loss 4.182042  auc  0.0000 MAE  0.0826 rmse  0.1192  df(ActivateDay.Avg) 0.0392
     train: epoch 41 loss 0.160077  auc  0.0000 MAE  0.0836 rmse  0.1216  df(ActivateDay.Avg) 0.0054
               valid loss 3.923876  auc  0.0000 MAE  0.0893 rmse  0.1208  df(ActivateDay.Avg) 0.2134
     train: epoch 42 loss 0.159928  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0041
               valid loss 3.994716  auc  0.0000 MAE  0.0869 rmse  0.1199  df(ActivateDay.Avg) 0.1600
     train: epoch 43 loss 0.160110  auc  0.0000 MAE  0.0835 rmse  0.1216  df(ActivateDay.Avg) 0.0067
               valid loss 4.157275  auc  0.0000 MAE  0.0841 rmse  0.1197  df(ActivateDay.Avg) 0.0432
     train: epoch 44 loss 0.160509  auc  0.0000 MAE  0.0838 rmse  0.1218  df(ActivateDay.Avg) 0.0023
               valid loss 4.192196  auc  0.0000 MAE  0.0827 rmse  0.1194  df(ActivateDay.Avg) 0.0276
     train: epoch 45 loss 0.159554  auc  0.0000 MAE  0.0836 rmse  0.1214  df(ActivateDay.Avg) 0.0019
               valid loss 4.251007  auc  0.0000 MAE  0.0811 rmse  0.1191  df(ActivateDay.Avg) 0.0093
     train: epoch 46 loss 0.159649  auc  0.0000 MAE  0.0835 rmse  0.1214  df(ActivateDay.Avg) 0.0038
               valid loss 4.158223  auc  0.0000 MAE  0.0831 rmse  0.1193  df(ActivateDay.Avg) 0.0562
     train: epoch 47 loss 0.159986  auc  0.0000 MAE  0.0838 rmse  0.1216  df(ActivateDay.Avg) 0.0012
               valid loss 4.378165  auc  0.0000 MAE  0.0800 rmse  0.1198  df(ActivateDay.Avg) 0.0777
     train: epoch 48 loss 0.159516  auc  0.0000 MAE  0.0836 rmse  0.1214  df(ActivateDay.Avg) 0.0036
               valid loss 4.166790  auc  0.0000 MAE  0.0828 rmse  0.1194  df(ActivateDay.Avg) 0.0538
     train: epoch 49 loss 0.159835  auc  0.0000 MAE  0.0836 rmse  0.1215  df(ActivateDay.Avg) 0.0024
               valid loss 4.237714  auc  0.0000 MAE  0.0820 rmse  0.1195  df(ActivateDay.Avg) 0.0032
     train: epoch 50 loss 0.159461  auc  0.0000 MAE  0.0835 rmse  0.1214  df(ActivateDay.Avg) 0.0019
               valid loss 4.113306  auc  0.0000 MAE  0.0838 rmse  0.1192  df(ActivateDay.Avg) 0.0850
     train: epoch 51 loss 0.159369  auc  0.0000 MAE  0.0835 rmse  0.1213  df(ActivateDay.Avg) 0.0019
               valid loss 4.222177  auc  0.0000 MAE  0.0823 rmse  0.1195  df(ActivateDay.Avg) 0.0059
     train: epoch 52 loss 0.159783  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0029
               valid loss 4.235801  auc  0.0000 MAE  0.0817 rmse  0.1193  df(ActivateDay.Avg) 0.0081
     train: epoch 53 loss 0.159362  auc  0.0000 MAE  0.0835 rmse  0.1213  df(ActivateDay.Avg) 0.0034
               valid loss 4.258612  auc  0.0000 MAE  0.0816 rmse  0.1196  df(ActivateDay.Avg) 0.0074
     train: epoch 54 loss 0.159946  auc  0.0000 MAE  0.0836 rmse  0.1215  df(ActivateDay.Avg) 0.0057
               valid loss 4.222159  auc  0.0000 MAE  0.0822 rmse  0.1197  df(ActivateDay.Avg) 0.0248
     train: epoch 55 loss 0.160392  auc  0.0000 MAE  0.0838 rmse  0.1217  df(ActivateDay.Avg) 0.0009
               valid loss 4.242389  auc  0.0000 MAE  0.0816 rmse  0.1194  df(ActivateDay.Avg) 0.0058
     train: epoch 56 loss 0.160660  auc  0.0000 MAE  0.0838 rmse  0.1218  df(ActivateDay.Avg) 0.0030
               valid loss 4.351349  auc  0.0000 MAE  0.0800 rmse  0.1194  df(ActivateDay.Avg) 0.0618
     train: epoch 57 loss 0.159756  auc  0.0000 MAE  0.0836 rmse  0.1215  df(ActivateDay.Avg) 0.0020
               valid loss 4.315371  auc  0.0000 MAE  0.0813 rmse  0.1202  df(ActivateDay.Avg) 0.0418
     train: epoch 58 loss 0.159894  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0053
               valid loss 4.150758  auc  0.0000 MAE  0.0831 rmse  0.1195  df(ActivateDay.Avg) 0.0702
     train: epoch 59 loss 0.159731  auc  0.0000 MAE  0.0836 rmse  0.1215  df(ActivateDay.Avg) 0.0019
               valid loss 4.244640  auc  0.0000 MAE  0.0817 rmse  0.1194  df(ActivateDay.Avg) 0.0060
     train: epoch 60 loss 0.159319  auc  0.0000 MAE  0.0836 rmse  0.1213  df(ActivateDay.Avg) 0.0019
               valid loss 4.494512  auc  0.0000 MAE  0.0783 rmse  0.1199  df(ActivateDay.Avg) 0.1297
     train: epoch 61 loss 0.160373  auc  0.0000 MAE  0.0836 rmse  0.1217  df(ActivateDay.Avg) 0.0038
               valid loss 4.226153  auc  0.0000 MAE  0.0818 rmse  0.1192  df(ActivateDay.Avg) 0.0134
     train: epoch 62 loss 0.159723  auc  0.0000 MAE  0.0836 rmse  0.1215  df(ActivateDay.Avg) 0.0017
               valid loss 4.172886  auc  0.0000 MAE  0.0827 rmse  0.1193  df(ActivateDay.Avg) 0.0525
     train: epoch 63 loss 0.159940  auc  0.0000 MAE  0.0838 rmse  0.1215  df(ActivateDay.Avg) 0.0023
               valid loss 4.269258  auc  0.0000 MAE  0.0810 rmse  0.1193  df(ActivateDay.Avg) 0.0043
     train: epoch 64 loss 0.159850  auc  0.0000 MAE  0.0836 rmse  0.1215  df(ActivateDay.Avg) 0.0021
               valid loss 4.284000  auc  0.0000 MAE  0.0808 rmse  0.1191  df(ActivateDay.Avg) 0.0223
     train: epoch 65 loss 0.159858  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0025
               valid loss 4.144129  auc  0.0000 MAE  0.0828 rmse  0.1194  df(ActivateDay.Avg) 0.0804
     train: epoch 66 loss 0.160032  auc  0.0000 MAE  0.0838 rmse  0.1216  df(ActivateDay.Avg) 0.0000
               valid loss 4.192646  auc  0.0000 MAE  0.0823 rmse  0.1193  df(ActivateDay.Avg) 0.0418
     train: epoch 67 loss 0.159631  auc  0.0000 MAE  0.0836 rmse  0.1214  df(ActivateDay.Avg) 0.0035
               valid loss 4.087219  auc  0.0000 MAE  0.0845 rmse  0.1202  df(ActivateDay.Avg) 0.1135
     train: epoch 68 loss 0.160078  auc  0.0000 MAE  0.0838 rmse  0.1216  df(ActivateDay.Avg) 0.0001
               valid loss 4.137911  auc  0.0000 MAE  0.0833 rmse  0.1194  df(ActivateDay.Avg) 0.0720
     train: epoch 69 loss 0.159448  auc  0.0000 MAE  0.0835 rmse  0.1213  df(ActivateDay.Avg) 0.0013
               valid loss 4.188222  auc  0.0000 MAE  0.0831 rmse  0.1196  df(ActivateDay.Avg) 0.0308
     train: epoch 70 loss 0.159876  auc  0.0000 MAE  0.0838 rmse  0.1215  df(ActivateDay.Avg) 0.0021
               valid loss 4.119320  auc  0.0000 MAE  0.0838 rmse  0.1195  df(ActivateDay.Avg) 0.0850
     train: epoch 71 loss 0.159761  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0008
               valid loss 4.238096  auc  0.0000 MAE  0.0821 rmse  0.1194  df(ActivateDay.Avg) 0.0022
     train: epoch 72 loss 0.159623  auc  0.0000 MAE  0.0836 rmse  0.1214  df(ActivateDay.Avg) 0.0023
               valid loss 4.365498  auc  0.0000 MAE  0.0795 rmse  0.1193  df(ActivateDay.Avg) 0.0619
     train: epoch 73 loss 0.159797  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0002
               valid loss 4.462903  auc  0.0000 MAE  0.0786 rmse  0.1198  df(ActivateDay.Avg) 0.1143
     train: epoch 74 loss 0.159700  auc  0.0000 MAE  0.0836 rmse  0.1214  df(ActivateDay.Avg) 0.0033
               valid loss 4.174003  auc  0.0000 MAE  0.0828 rmse  0.1196  df(ActivateDay.Avg) 0.0557
     train: epoch 75 loss 0.159827  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0017
               valid loss 4.305304  auc  0.0000 MAE  0.0807 rmse  0.1194  df(ActivateDay.Avg) 0.0270
     train: epoch 76 loss 0.160240  auc  0.0000 MAE  0.0838 rmse  0.1216  df(ActivateDay.Avg) 0.0021
               valid loss 4.263817  auc  0.0000 MAE  0.0814 rmse  0.1194  df(ActivateDay.Avg) 0.0143
     train: epoch 77 loss 0.159998  auc  0.0000 MAE  0.0838 rmse  0.1216  df(ActivateDay.Avg) 0.0013
               valid loss 4.103636  auc  0.0000 MAE  0.0840 rmse  0.1195  df(ActivateDay.Avg) 0.0921
     train: epoch 78 loss 0.160152  auc  0.0000 MAE  0.0839 rmse  0.1216  df(ActivateDay.Avg) 0.0004
               valid loss 4.548284  auc  0.0000 MAE  0.0774 rmse  0.1199  df(ActivateDay.Avg) 0.1549
     train: epoch 79 loss 0.159558  auc  0.0000 MAE  0.0836 rmse  0.1214  df(ActivateDay.Avg) 0.0017
               valid loss 4.217691  auc  0.0000 MAE  0.0818 rmse  0.1192  df(ActivateDay.Avg) 0.0217
     train: epoch 80 loss 0.159873  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0015
               valid loss 4.375202  auc  0.0000 MAE  0.0795 rmse  0.1194  df(ActivateDay.Avg) 0.0673
     train: epoch 81 loss 0.159488  auc  0.0000 MAE  0.0836 rmse  0.1214  df(ActivateDay.Avg) 0.0003
               valid loss 4.085982  auc  0.0000 MAE  0.0840 rmse  0.1195  df(ActivateDay.Avg) 0.1099
     train: epoch 82 loss 0.160196  auc  0.0000 MAE  0.0837 rmse  0.1216  df(ActivateDay.Avg) 0.0006
               valid loss 4.301192  auc  0.0000 MAE  0.0813 rmse  0.1198  df(ActivateDay.Avg) 0.0419
     train: epoch 83 loss 0.159570  auc  0.0000 MAE  0.0837 rmse  0.1214  df(ActivateDay.Avg) 0.0007
               valid loss 4.255639  auc  0.0000 MAE  0.0810 rmse  0.1191  df(ActivateDay.Avg) 0.0068
     train: epoch 84 loss 0.159875  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0015
               valid loss 4.170172  auc  0.0000 MAE  0.0836 rmse  0.1197  df(ActivateDay.Avg) 0.0372
     train: epoch 85 loss 0.159794  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0021
               valid loss 4.159431  auc  0.0000 MAE  0.0830 rmse  0.1192  df(ActivateDay.Avg) 0.0527
     train: epoch 86 loss 0.159498  auc  0.0000 MAE  0.0837 rmse  0.1214  df(ActivateDay.Avg) 0.0001
               valid loss 4.206042  auc  0.0000 MAE  0.0830 rmse  0.1199  df(ActivateDay.Avg) 0.0132
     train: epoch 87 loss 0.159946  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0017
               valid loss 4.269123  auc  0.0000 MAE  0.0808 rmse  0.1191  df(ActivateDay.Avg) 0.0052
     train: epoch 88 loss 0.159743  auc  0.0000 MAE  0.0838 rmse  0.1215  df(ActivateDay.Avg) 0.0002
               valid loss 4.261069  auc  0.0000 MAE  0.0815 rmse  0.1193  df(ActivateDay.Avg) 0.0111
     train: epoch 89 loss 0.159454  auc  0.0000 MAE  0.0836 rmse  0.1214  df(ActivateDay.Avg) 0.0005
               valid loss 4.108771  auc  0.0000 MAE  0.0846 rmse  0.1196  df(ActivateDay.Avg) 0.0794
     train: epoch 90 loss 0.159280  auc  0.0000 MAE  0.0837 rmse  0.1213  df(ActivateDay.Avg) 0.0006
               valid loss 4.201610  auc  0.0000 MAE  0.0818 rmse  0.1192  df(ActivateDay.Avg) 0.0382
     train: epoch 91 loss 0.159571  auc  0.0000 MAE  0.0836 rmse  0.1214  df(ActivateDay.Avg) 0.0008
               valid loss 4.123898  auc  0.0000 MAE  0.0833 rmse  0.1198  df(ActivateDay.Avg) 0.0945
     train: epoch 92 loss 0.160040  auc  0.0000 MAE  0.0838 rmse  0.1216  df(ActivateDay.Avg) 0.0016
               valid loss 4.310694  auc  0.0000 MAE  0.0809 rmse  0.1196  df(ActivateDay.Avg) 0.0357
     train: epoch 93 loss 0.160014  auc  0.0000 MAE  0.0838 rmse  0.1216  df(ActivateDay.Avg) 0.0001
               valid loss 4.227099  auc  0.0000 MAE  0.0814 rmse  0.1194  df(ActivateDay.Avg) 0.0307
     train: epoch 94 loss 0.159920  auc  0.0000 MAE  0.0836 rmse  0.1215  df(ActivateDay.Avg) 0.0017
               valid loss 4.224018  auc  0.0000 MAE  0.0821 rmse  0.1194  df(ActivateDay.Avg) 0.0089
     train: epoch 95 loss 0.159881  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0000
               valid loss 4.168095  auc  0.0000 MAE  0.0828 rmse  0.1192  df(ActivateDay.Avg) 0.0482
     train: epoch 96 loss 0.159609  auc  0.0000 MAE  0.0837 rmse  0.1214  df(ActivateDay.Avg) 0.0003
               valid loss 4.160176  auc  0.0000 MAE  0.0827 rmse  0.1191  df(ActivateDay.Avg) 0.0588
     train: epoch 97 loss 0.159614  auc  0.0000 MAE  0.0836 rmse  0.1214  df(ActivateDay.Avg) 0.0010
               valid loss 4.240753  auc  0.0000 MAE  0.0813 rmse  0.1190  df(ActivateDay.Avg) 0.0070
     train: epoch 98 loss 0.159923  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0011
               valid loss 4.269014  auc  0.0000 MAE  0.0815 rmse  0.1197  df(ActivateDay.Avg) 0.0214
     train: epoch 99 loss 0.159789  auc  0.0000 MAE  0.0837 rmse  0.1215  df(ActivateDay.Avg) 0.0019
               valid loss 4.388870  auc  0.0000 MAE  0.0796 rmse  0.1196  df(ActivateDay.Avg) 0.0867
best_epoch:  24.0000
best_valid_auc 0.0000 best_valid_MAE 0.0799 best_valid_rmse 0.1189 best_valid_df 0.0259 
best_auc 0.0000 best_MAE 0.0802 rmse 0.1191 df 0.0387
